Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
detection of external biotic stimulus(GO:0098581)	16990, 1820, 18, 3	1.556	0.495592008205	0.883998063641	18
anion transport(GO:0006820)	16990, 56, 537, 8	4.52	0.00537256593774	0.061971324126	537
chloride transport(GO:0006821)	16990, 24, 100, 2	14.158	0.0590984996734	0.337605443503	100
iron ion transport(GO:0006826)	16990, 114, 73, 2	4.083	0.315136181654	0.760183066077	73
copper ion transport(GO:0006825)	16990, 581, 18, 1	1.625	0.627535758353	0.953931252234	18
manganese ion transport(GO:0006828)	16990, 1149, 12, 2	2.464	0.332960872353	0.77219951592	12
zinc ion transport(GO:0006829)	16990, 1782, 27, 6	2.119	0.180158462169	0.60052820723	27
hormone-mediated signaling pathway(GO:0009755)	16990, 1209, 177, 12	0.953	0.933943607246	1.0	177
regulation of cell adhesion mediated by integrin(GO:0033628)	16990, 71, 46, 1	5.202	0.448741365422	0.8576077445	46
translational termination(GO:0006415)	16990, 1976, 95, 12	1.086	0.794987778434	1.0	95
regulation of cell proliferation involved in heart morphogenesis(GO:2000136)	16990, 783, 17, 3	3.829	0.125031027723	0.5084014905	17
adult heart development(GO:0007512)	16990, 879, 14, 2	2.761	0.308117135736	0.751779600876	14
posttranscriptional regulation of gene expression(GO:0010608)	16990, 1987, 437, 61	1.194	0.419197156652	0.837697969202	437
behavioral response to cocaine(GO:0048148)	16990, 248, 20, 1	3.425	0.457378381043	0.860420132057	20
protein modification by small protein conjugation or removal(GO:0070647)	16990, 1923, 920, 123	1.181	0.214785258155	0.646927412145	920
protein modification by small protein removal(GO:0070646)	16990, 1509, 284, 46	1.824	0.000732530582517	0.0119036219659	284
mitotic cell cycle arrest(GO:0071850)	16990, 284, 15, 2	7.977	0.0828478986168	0.409995576342	15
proton transmembrane transport(GO:1902600)	16990, 1922, 134, 10	0.66	0.99646665709	1.0	134
tRNA threonylcarbamoyladenosine metabolic process(GO:0070525)	16990, 1909, 11, 3	2.427	0.23585600114	0.671282464783	11
meiosis I cell cycle process(GO:0061982)	16990, 201, 59, 6	8.596	0.000636018959355	0.0106594118275	59
positive regulation of fibroblast proliferation(GO:0048146)	16990, 1576, 52, 13	2.695	0.00532507982068	0.0617195998493	52
negative regulation of protein localization to cell periphery(GO:1904376)	16990, 1635, 24, 4	1.732	0.405536156979	0.831470125776	24
regulation of keratinocyte proliferation(GO:0010837)	16990, 1535, 30, 5	1.845	0.334738103358	0.773709888108	30
interleukin-12-mediated signaling pathway(GO:0035722)	16990, 646, 46, 5	2.859	0.129954398925	0.51960154516	46
cellular homeostasis(GO:0019725)	16990, 2, 838, 1	10.137	0.506953026185	0.89353656094	838
cytokinesis(GO:0000910)	16990, 501, 76, 14	6.247	5.82113734679e-07	2.49997059268e-05	76
spinal cord motor neuron differentiation(GO:0021522)	16990, 0, 19, 0	0.0	1.0	1.0	19
regulation of ubiquitin protein ligase activity(GO:1904666)	16990, 384, 21, 7	14.748	2.04217221432e-06	8.25449441249e-05	21
spinal cord association neuron differentiation(GO:0021527)	16990, 842, 13, 1	1.552	0.606656867824	0.941970171428	13
regulation of phospholipase A2 activity(GO:0032429)	16990, 1655, 12, 3	2.566	0.216388056844	0.648033250804	12
regulation of interleukin-8 secretion(GO:2000482)	16990, 723, 24, 2	1.958	0.501084187363	0.890091530683	24
positive regulation of interleukin-8 secretion(GO:2000484)	16990, 723, 15, 1	1.567	0.61688231271	0.947255642209	15
positive regulation of ubiquitin protein ligase activity(GO:1904668)	16990, 317, 12, 5	22.332	9.9291957098e-06	0.000322698860569	12
cardiac right ventricle morphogenesis(GO:0003215)	16990, 1841, 13, 3	2.13	0.302845194336	0.746390601353	13
negative regulation of cellular component organization(GO:0051129)	16990, 1295, 672, 75	1.464	0.00781921231352	0.0835786916178	672
regulation of mesonephros development(GO:0061217)	16990, 1735, 26, 9	3.39	0.00406789382307	0.0494105285075	26
negative regulation of fibroblast growth factor receptor signaling pathway(GO:0040037)	16990, 1423, 16, 3	2.239	0.298653484363	0.744147809829	16
regulation of fibroblast growth factor receptor signaling pathway(GO:0040036)	16990, 314, 30, 1	1.804	0.67473738221	0.973353875685	30
regulation of development, heterochronic(GO:0040034)	16990, 673, 13, 1	1.942	0.545037408699	0.914970539112	13
modulation by host of viral genome replication(GO:0044827)	16990, 1880, 14, 4	2.582	0.155912891551	0.561400398728	14
cartilage development(GO:0051216)	16990, 1850, 71, 13	1.682	0.187611350775	0.610824668934	71
phospholipase C-activating G protein-coupled receptor signaling pathway(GO:0007200)	16990, 1914, 69, 10	1.286	0.586212140245	0.933695253292	69
cell cycle process(GO:0022402)	16990, 756, 944, 156	3.714	4.50842383038e-47	1.08427593121e-43	944
activation of phospholipase C activity(GO:0007202)	16990, 1576, 30, 3	1.078	0.75159286973	0.994816098899	30
protein kinase C-activating G protein-coupled receptor signaling pathway(GO:0007205)	16990, 1988, 28, 2	0.61	0.920592223318	1.0	28
positive regulation of mesonephros development(GO:0061213)	16990, 1735, 22, 7	3.116	0.0228113482214	0.179873090073	22
removal of superoxide radicals(GO:0019430)	16990, 203, 13, 1	6.438	0.280969889931	0.721936522738	13
protein kinase A signaling(GO:0010737)	16990, 881, 11, 1	1.753	0.540824252968	0.912648032905	11
bone remodeling(GO:0046849)	16990, 525, 15, 2	4.315	0.190300686358	0.614326376767	15
modulation of excitatory postsynaptic potential(GO:0098815)	16990, 488, 39, 2	1.785	0.601584939248	0.941321912096	39
positive regulation of interleukin-12 production(GO:0032735)	16990, 1172, 32, 5	2.265	0.213384296586	0.646741314795	32
filopodium assembly(GO:0046847)	16990, 1809, 18, 1	0.522	0.871117208343	1.0	18
regulation of protein localization to cell surface(GO:2000008)	16990, 571, 37, 2	1.608	0.633895123265	0.958001856443	37
regulation of protein kinase A signaling(GO:0010738)	16990, 1971, 20, 1	0.431	0.915272563949	1.0	20
protein hydroxylation(GO:0018126)	16990, 1140, 25, 2	1.192	0.707992231328	0.979663734605	25
positive regulation of interleukin-1 production(GO:0032732)	16990, 1573, 48, 8	1.8	0.250621033873	0.69075969629	48
regulation of granulocyte macrophage colony-stimulating factor production(GO:0032645)	16990, 1266, 15, 3	2.684	0.22465726457	0.657700208509	15
myeloid cell differentiation(GO:0030099)	16990, 857, 165, 19	2.283	0.0072145734082	0.0790480594384	165
bicarbonate transport(GO:0015701)	16990, 1790, 42, 1	0.226	0.991796411337	1.0	42
nuclear RNA surveillance(GO:0071027)	16990, 1941, 11, 2	1.591	0.494602432592	0.883998063641	11
regulation of fibroblast apoptotic process(GO:2000269)	16990, 548, 16, 2	3.875	0.221374523218	0.652474039874	16
glial cell development(GO:0021782)	16990, 1815, 51, 6	1.101	0.763696758196	0.99978703937	51
regulation of chemokine production(GO:0032642)	16990, 330, 73, 3	2.116	0.479602768246	0.876575095977	73
positive regulation of muscle tissue development(GO:1901863)	16990, 439, 70, 4	2.212	0.360517423663	0.796915812417	70
calcium ion transmembrane transport(GO:0070588)	16990, 1451, 191, 12	0.736	0.994546521596	1.0	191
NIK/NF-kappaB signaling(GO:0038061)	16990, 977, 18, 1	0.966	0.766280497254	1.0	18
regulation of interferon-gamma production(GO:0032649)	16990, 1994, 95, 22	1.973	0.0104844404508	0.102826049947	95
regulation of interferon-beta production(GO:0032648)	16990, 1983, 48, 10	1.785	0.188230471573	0.611749032613	48
collagen-activated signaling pathway(GO:0038065)	16990, 1789, 13, 1	0.731	0.767899785386	1.0	13
ammonium transmembrane transport(GO:0072488)	16990, 0, 17, 0	0.0	1.0	1.0	17
regulation of humoral immune response mediated by circulating immunoglobulin(GO:0002923)	16990, 111, 11, 2	27.83	0.00906984170361	0.092427836005	11
positive regulation of humoral immune response(GO:0002922)	16990, 223, 16, 1	4.762	0.355945799466	0.794090485468	16
negative regulation of humoral immune response(GO:0002921)	16990, 111, 12, 2	25.511	0.0107538436051	0.104920867628	12
regulation of humoral immune response(GO:0002920)	16990, 111, 69, 3	6.655	0.0622976442314	0.350240483774	69
action potential(GO:0001508)	16990, 1014, 80, 6	1.257	0.709867835083	0.980670062679	80
negative regulation of myotube differentiation(GO:0010832)	16990, 1536, 17, 1	0.651	0.818593619006	1.0	17
regulation of osteoclast differentiation(GO:0045670)	16990, 291, 64, 1	0.912	0.901695530619	1.0	64
cardiac muscle cell proliferation(GO:0060038)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of mitotic cell cycle(GO:0007346)	16990, 553, 585, 75	3.939	4.33122452163e-23	3.47219832484e-20	585
response to amine(GO:0014075)	16990, 248, 46, 2	2.979	0.396770607591	0.828432955677	46
acrosome reaction(GO:0007340)	16990, 0, 16, 0	0.0	1.0	1.0	16
actin filament-based process(GO:0030029)	16990, 54, 378, 3	2.497	0.511025067127	0.896110307284	378
fusion of sperm to egg plasma membrane involved in single fertilization(GO:0007342)	16990, 0, 16, 0	0.0	1.0	1.0	16
cellular response to dsRNA(GO:0071359)	16990, 1983, 21, 5	2.04	0.236666036538	0.671500810657	21
cellular response to tumor necrosis factor(GO:0071356)	16990, 1635, 122, 27	2.3	0.000373073734163	0.00677164023141	122
import across plasma membrane(GO:0098739)	16990, 1153, 94, 7	1.097	0.81491536459	1.0	94
cellular response to interleukin-6(GO:0071354)	16990, 0, 15, 0	0.0	1.0	1.0	15
negative regulation of cellular protein catabolic process(GO:1903363)	16990, 103, 83, 1	1.987	0.7608191339	0.998782760387	83
gonad development(GO:0008406)	16990, 600, 107, 7	1.852	0.335721226959	0.775237206755	107
triglyceride catabolic process(GO:0019433)	16990, 988, 26, 5	3.307	0.0653043511972	0.358325396209	26
mitotic G2/M transition checkpoint(GO:0044818)	16990, 742, 28, 12	9.813	7.76294056252e-09	5.04591136564e-07	28
megakaryocyte development(GO:0035855)	16990, 0, 15, 0	0.0	1.0	1.0	15
suckling behavior(GO:0001967)	16990, 407, 13, 1	3.211	0.41741499144	0.837467416185	13
startle response(GO:0001964)	16990, 1173, 13, 1	1.114	0.663015268788	0.97139916018	13
negative regulation of response to endoplasmic reticulum stress(GO:1903573)	16990, 1916, 44, 6	1.209	0.676462619014	0.973353875685	44
synaptic transmission, dopaminergic(GO:0001963)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of stem cell proliferation(GO:2000648)	16990, 282, 38, 3	4.756	0.107499101695	0.474718937428	38
regulation of sodium ion transmembrane transporter activity(GO:2000649)	16990, 364, 52, 2	1.795	0.626565575684	0.953768381279	52
regulation of NMDA receptor activity(GO:2000310)	16990, 0, 20, 0	0.0	1.0	1.0	20
regulation of AMPA receptor activity(GO:2000311)	16990, 0, 25, 0	0.0	1.0	1.0	25
snoRNA 3'-end processing(GO:0031126)	16990, 200, 11, 1	7.723	0.243431078314	0.680226650569	11
pharyngeal system development(GO:0060037)	16990, 331, 18, 1	2.852	0.491130405674	0.883998063641	18
regulation of T-helper 17 type immune response(GO:2000316)	16990, 1503, 19, 3	1.785	0.426434056364	0.844789049057	19
regulation of early endosome to late endosome transport(GO:2000641)	16990, 0, 17, 0	0.0	1.0	1.0	17
negative regulation of catecholamine secretion(GO:0033604)	16990, 1914, 15, 2	1.184	0.650101910718	0.965418397824	15
positive regulation of catecholamine secretion(GO:0033605)	16990, 488, 13, 1	2.678	0.457883685911	0.860420132057	13
regulation of water loss via skin(GO:0033561)	16990, 1885, 24, 7	2.629	0.0548733182728	0.322271869221	24
fatty acid derivative biosynthetic process(GO:1901570)	16990, 1887, 81, 6	0.667	0.983444091862	1.0	81
regulation of mRNA splicing, via spliceosome(GO:0048024)	16990, 161, 97, 3	3.264	0.275814531325	0.718618038943	97
inorganic anion transmembrane transport(GO:0098661)	16990, 24, 106, 2	13.357	0.0656856818864	0.358624437995	106
protein localization to phagophore assembly site(GO:0034497)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of heat generation(GO:0031650)	16990, 1317, 13, 3	2.977	0.174872101531	0.592348456593	13
regulation of protein binding(GO:0043393)	16990, 1814, 214, 36	1.576	0.0349361063317	0.241094220166	214
negative regulation of DNA binding(GO:0043392)	16990, 186, 53, 3	5.17	0.100172787824	0.456279459692	53
toll-like receptor 4 signaling pathway(GO:0034142)	16990, 1949, 18, 4	1.937	0.312874070829	0.757385143779	18
regulation of toll-like receptor 4 signaling pathway(GO:0034143)	16990, 808, 20, 2	2.103	0.448134932747	0.8576077445	20
cellular response to glucose starvation(GO:0042149)	16990, 502, 42, 1	0.806	0.890707860242	1.0	42
regulation of defense response to virus by host(GO:0050691)	16990, 176, 37, 3	7.827	0.0361259214772	0.246127028761	37
early endosome to Golgi transport(GO:0034498)	16990, 1349, 12, 1	1.05	0.66165917336	0.970298970689	12
negative regulation of ubiquitin-protein transferase activity(GO:0051444)	16990, 384, 16, 2	5.531	0.137589440951	0.530829135751	16
regulation of meiotic cell cycle(GO:0051445)	16990, 649, 47, 8	4.456	0.00274760295627	0.0363076104936	47
positive regulation of meiotic cell cycle(GO:0051446)	16990, 1892, 22, 5	2.041	0.238036600052	0.673107610965	22
positive regulation of interleukin-13 production(GO:0032736)	16990, 1508, 15, 3	2.253	0.287544330436	0.7337338087	15
regulation of translation in response to stress(GO:0043555)	16990, 1729, 16, 2	1.228	0.634417554788	0.95826991028	16
regulation of defense response to bacterium(GO:1900424)	16990, 104, 17, 1	9.61	0.235214779985	0.670766693471	17
positive regulation of ubiquitin-protein transferase activity(GO:0051443)	16990, 317, 32, 5	8.374	0.00192755608352	0.0271892808262	32
protein autoprocessing(GO:0016540)	16990, 415, 15, 2	5.459	0.136687448956	0.529787775568	15
nucleotide salvage(GO:0043173)	16990, 1284, 15, 2	1.764	0.481462489043	0.877023307042	15
cortical cytoskeleton organization(GO:0030865)	16990, 720, 44, 5	2.682	0.152170192047	0.556640702105	44
negative regulation of protein localization to cell surface(GO:2000009)	16990, 571, 13, 1	2.289	0.497755405543	0.886413735899	13
positive regulation of protein catabolic process(GO:0045732)	16990, 1914, 214, 30	1.244	0.479970209643	0.876575095977	214
regulation of nuclear cell cycle DNA replication(GO:0033262)	16990, 1557, 16, 5	3.41	0.0440171234232	0.276399952566	16
respiratory burst(GO:0045730)	16990, 727, 20, 2	2.337	0.413127029843	0.83520266825	20
regulation of actin filament organization(GO:0110053)	16990, 131, 255, 3	1.526	0.776718432162	1.0	255
positive regulation of interleukin-10 production(GO:0032733)	16990, 1172, 31, 6	2.806	0.0759616357232	0.392098990512	31
regulation of odontogenesis(GO:0042481)	16990, 78, 27, 1	8.067	0.300715153306	0.745587570826	27
response to fibroblast growth factor(GO:0071774)	16990, 28, 35, 1	17.337	0.19402244152	0.618830491649	35
positive regulation of DNA repair(GO:0045739)	16990, 1812, 65, 21	3.029	2.42225796113e-05	0.000677387255408	65
negative regulation of DNA repair(GO:0045738)	16990, 164, 33, 5	15.697	0.000128105011064	0.0027264827576	33
triglyceride-rich lipoprotein particle remodeling(GO:0034370)	16990, 800, 12, 4	7.079	0.00765705658508	0.0822108084246	12
regulation of cell cycle checkpoint(GO:1901976)	16990, 693, 32, 6	4.597	0.0090096872671	0.0922055228825	32
response to BMP(GO:0071772)	16990, 91, 33, 1	5.658	0.395259427417	0.828432955677	33
positive regulation of receptor internalization(GO:0002092)	16990, 1110, 25, 3	1.837	0.444036110624	0.8576077445	25
nucleosome organization(GO:0034728)	16990, 1935, 150, 45	2.634	1.13122260344e-08	7.25490763005e-07	150
plasma membrane phospholipid scrambling(GO:0017121)	16990, 1498, 17, 3	2.001	0.355321065226	0.793947575641	17
negative regulation of RNA splicing(GO:0033119)	16990, 616, 25, 3	3.31	0.186987674951	0.610597906661	25
negative regulation of receptor internalization(GO:0002091)	16990, 0, 12, 0	0.0	1.0	1.0	12
multicellular organismal signaling(GO:0035637)	16990, 890, 65, 1	0.294	0.993468038967	1.0	65
positive regulation of viral genome replication(GO:0045070)	16990, 69, 35, 1	7.035	0.351351974275	0.791199904618	35
ion homeostasis(GO:0050801)	16990, 1261, 751, 53	0.951	0.982773110653	1.0	751
ubiquitin-dependent ERAD pathway(GO:0030433)	16990, 292, 65, 1	0.895	0.906148369195	1.0	65
regulation of synapse organization(GO:0050807)	16990, 46, 215, 1	1.718	0.86501358943	1.0	215
regulation of interferon-alpha production(GO:0032647)	16990, 1150, 28, 6	3.166	0.0465420460495	0.284095484134	28
negative regulation of synaptic transmission(GO:0050805)	16990, 204, 59, 1	1.412	0.809419786745	1.0	59
tube formation(GO:0035148)	16990, 1906, 119, 21	1.573	0.138209049359	0.530829135751	119
entry into host cell(GO:0030260)	16990, 1829, 99, 24	2.252	0.00112659785355	0.017040678225	99
regulation of cell development(GO:0060284)	16990, 80, 898, 5	1.182	0.914017346244	1.0	898
cGMP metabolic process(GO:0046068)	16990, 137, 18, 1	6.89	0.299845404004	0.74467224265	18
cytoskeleton-dependent intracellular transport(GO:0030705)	16990, 64, 168, 3	4.741	0.158133337731	0.563840885459	168
regulation of GTPase activity(GO:0043087)	16990, 1338, 474, 44	1.179	0.582314152957	0.931869785259	474
negative regulation of catalytic activity(GO:0043086)	16990, 1145, 767, 77	1.49	0.00461261229508	0.0550537596509	767
positive regulation of catalytic activity(GO:0043085)	16990, 1639, 1393, 180	1.339	0.000455651570026	0.00805766195524	1393
regulation of gene expression by genetic imprinting(GO:0006349)	16990, 530, 18, 1	1.781	0.606630649839	0.941970171428	18
type B pancreatic cell development(GO:0003323)	16990, 1493, 12, 3	2.845	0.180405820752	0.600931864571	12
regulation of cell population proliferation(GO:0042127)	16990, 1815, 1568, 223	1.331	7.4210909294e-05	0.00171978343762	1568
chromatin silencing(GO:0006342)	16990, 1378, 53, 6	1.396	0.574358149015	0.928689318859	53
methylation-dependent chromatin silencing(GO:0006346)	16990, 782, 12, 1	1.811	0.560651276187	0.9214167649	12
cellular hormone metabolic process(GO:0034754)	16990, 931, 112, 10	1.629	0.345797538912	0.786841788206	112
regulation of NLRP3 inflammasome complex assembly(GO:1900225)	16990, 1792, 15, 3	1.896	0.370605801738	0.810906930361	15
regulation of cellular extravasation(GO:0002691)	16990, 806, 25, 4	3.373	0.104822335945	0.467713762427	25
positive regulation of oligodendrocyte differentiation(GO:0048714)	16990, 1573, 17, 1	0.635	0.823584635262	1.0	17
membrane lipid catabolic process(GO:0046466)	16990, 753, 33, 4	2.735	0.189911746604	0.614326376767	33
membrane lipid biosynthetic process(GO:0046467)	16990, 59, 124, 1	2.322	0.756065681753	0.997833652269	124
acylglycerol catabolic process(GO:0046464)	16990, 988, 33, 6	3.127	0.0527299778287	0.313099504448	33
alpha-amino acid metabolic process(GO:1901605)	16990, 840, 214, 19	1.796	0.0754326588968	0.392098990512	214
acylglycerol biosynthetic process(GO:0046463)	16990, 1741, 20, 4	1.952	0.313646406443	0.758497361534	20
alpha-amino acid biosynthetic process(GO:1901607)	16990, 778, 67, 5	1.63	0.507700298334	0.89353656094	67
alpha-amino acid catabolic process(GO:1901606)	16990, 797, 99, 11	2.369	0.0482949089609	0.293306202149	99
positive regulation of ubiquitin-dependent protein catabolic process(GO:2000060)	16990, 1670, 97, 12	1.259	0.616996242628	0.947255642209	97
microtubule organizing center organization(GO:0031023)	16990, 1664, 68, 19	2.853	0.000208601365919	0.00416965152315	68
response to lead ion(GO:0010288)	16990, 888, 24, 1	0.797	0.832731500369	1.0	24
regulation of necrotic cell death(GO:0010939)	16990, 651, 26, 1	1.004	0.800161431493	1.0	26
regulation of RNA stability(GO:0043487)	16990, 1987, 136, 23	1.446	0.225554460142	0.658323393981	136
protein import(GO:0017038)	16990, 1713, 122, 18	1.463	0.288413641935	0.734393656805	122
sperm-egg recognition(GO:0035036)	16990, 262, 52, 3	3.741	0.186179413499	0.609614008801	52
angiogenesis involved in wound healing(GO:0060055)	16990, 0, 15, 0	0.0	1.0	1.0	15
G protein-coupled glutamate receptor signaling pathway(GO:0007216)	16990, 1886, 15, 1	0.601	0.829893113164	1.0	15
negative regulation of centrosome cycle(GO:0046606)	16990, 1481, 14, 4	3.278	0.0851508040471	0.416741403381	14
cellular monovalent inorganic cation homeostasis(GO:0030004)	16990, 355, 94, 2	1.018	0.889899570644	1.0	94
cellular potassium ion homeostasis(GO:0030007)	16990, 1500, 13, 2	1.743	0.46249133182	0.864674178488	13
regulation of centrosome cycle(GO:0046605)	16990, 1209, 58, 17	4.119	4.03892122577e-06	0.000147175841636	58
metal ion transport(GO:0030001)	16990, 114, 621, 2	0.48	0.999301136147	1.0	621
response to acid chemical(GO:0001101)	16990, 1798, 332, 45	1.281	0.290145672022	0.736218400955	332
cellular anion homeostasis(GO:0030002)	16990, 0, 11, 0	0.0	1.0	1.0	11
membrane depolarization during cardiac muscle cell action potential(GO:0086012)	16990, 0, 17, 0	0.0	1.0	1.0	17
membrane depolarization during action potential(GO:0086010)	16990, 0, 30, 0	0.0	1.0	1.0	30
regulation of cell growth involved in cardiac muscle cell development(GO:0061050)	16990, 131, 16, 1	8.106	0.2627278672	0.703009716856	16
somite development(GO:0061053)	16990, 1815, 15, 2	1.248	0.623428661185	0.95169339538	15
membrane disassembly(GO:0030397)	16990, 395, 16, 4	10.753	0.00200634876403	0.0280538882412	16
regulation of non-motile cilium assembly(GO:1902855)	16990, 811, 13, 2	3.223	0.252469385009	0.693137980534	13
nucleoside salvage(GO:0043174)	16990, 1237, 16, 4	3.434	0.0820925359724	0.407918489698	16
mitochondrial electron transport, cytochrome c to oxygen(GO:0006123)	16990, 0, 11, 0	0.0	1.0	1.0	11
mitochondrial electron transport, ubiquinol to cytochrome c(GO:0006122)	16990, 0, 11, 0	0.0	1.0	1.0	11
peptide catabolic process(GO:0043171)	16990, 1920, 29, 2	0.61	0.920674505217	1.0	29
mitochondrial electron transport, NADH to ubiquinone(GO:0006120)	16990, 0, 38, 0	0.0	1.0	1.0	38
negative regulation of digestive system process(GO:0060457)	16990, 1674, 19, 3	1.603	0.482601496082	0.877623136543	19
positive regulation of digestive system process(GO:0060456)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate(GO:0045869)	16990, 164, 11, 1	9.418	0.208867807476	0.641583577675	11
regulation of gastric acid secretion(GO:0060453)	16990, 1674, 12, 2	1.692	0.467991277394	0.867286766125	12
regulation of peptide secretion(GO:0002791)	16990, 1994, 463, 57	1.049	0.858717204226	1.0	463
negative regulation of receptor signaling pathway via STAT(GO:1904893)	16990, 297, 20, 1	2.86	0.499626485595	0.88838907064	20
regulation of receptor signaling pathway via STAT(GO:1904892)	16990, 1244, 127, 13	1.398	0.470808236154	0.869991400654	127
CD4-positive, alpha-beta T cell lineage commitment(GO:0043373)	16990, 885, 11, 1	1.745	0.541564614758	0.912648032905	11
drug metabolic process(GO:0017144)	16990, 257, 569, 16	1.859	0.116296199285	0.494156111803	569
myeloid leukocyte migration(GO:0097529)	16990, 1598, 124, 33	2.829	4.46453845899e-07	1.95222090797e-05	124
positive regulation of cell-substrate adhesion(GO:0010811)	16990, 1493, 117, 14	1.362	0.481159770854	0.876990715349	117
positive regulation of receptor signaling pathway via STAT(GO:1904894)	16990, 1597, 85, 14	1.752	0.139902790488	0.531821507041	85
activation of MAPK activity(GO:0000187)	16990, 349, 152, 7	2.242	0.208629887309	0.641583577675	152
activation of MAPKK activity(GO:0000186)	16990, 1221, 52, 6	1.606	0.446528270168	0.8576077445	52
activation of MAPKKK activity(GO:0000185)	16990, 0, 11, 0	0.0	1.0	1.0	11
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:0000184)	16990, 550, 118, 3	0.785	0.957978415298	1.0	118
chromatin silencing at rDNA(GO:0000183)	16990, 1813, 12, 3	2.343	0.254201183518	0.695001371383	12
positive regulation of glutamate receptor signaling pathway(GO:1900451)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of guanylate cyclase activity(GO:0031282)	16990, 51, 12, 1	27.761	0.0989633151968	0.452484359408	12
negative regulation of cell population proliferation(GO:0008285)	16990, 712, 668, 35	1.25	0.502202905733	0.891015203267	668
cobalamin metabolic process(GO:0009235)	16990, 601, 19, 2	2.976	0.314582952364	0.759991964274	19
endoplasmic reticulum to cytosol transport(GO:1903513)	16990, 0, 16, 0	0.0	1.0	1.0	16
phosphatidylserine metabolic process(GO:0006658)	16990, 1644, 30, 8	2.756	0.0323269545993	0.226098703305	30
mitotic cell cycle process(GO:1903047)	16990, 756, 563, 125	4.99	1.76044127032e-51	8.46772251025e-48	563
meiotic cell cycle process(GO:1903046)	16990, 995, 161, 36	3.818	5.45684945902e-11	5.19329733723e-09	161
vesicle cargo loading(GO:0035459)	16990, 1688, 24, 2	0.839	0.820630759724	1.0	24
cellular response to interferon-beta(GO:0035458)	16990, 144, 22, 1	5.363	0.36384894836	0.801222758465	22
nephron tubule morphogenesis(GO:0072078)	16990, 1204, 13, 3	3.256	0.152187459427	0.556640702105	13
nephron tubule formation(GO:0072079)	16990, 1735, 13, 3	2.26	0.274343728846	0.717560269574	13
nucleobase biosynthetic process(GO:0046112)	16990, 1698, 19, 5	2.633	0.111322231804	0.479551042761	19
response to interferon-alpha(GO:0035455)	16990, 1729, 20, 5	2.457	0.13960378216	0.531245405212	20
kidney epithelium development(GO:0072073)	16990, 1841, 58, 9	1.432	0.462473413942	0.864674178488	58
response to interferon-beta(GO:0035456)	16990, 1524, 30, 6	2.23	0.163643198302	0.573501324444	30
drug transport(GO:0015893)	16990, 1982, 154, 19	1.058	0.837401521663	1.0	154
morphogenesis of an epithelium(GO:0002009)	16990, 1992, 278, 42	1.289	0.290201681541	0.736218400955	278
homocysteine metabolic process(GO:0050667)	16990, 601, 11, 3	7.71	0.0223095397426	0.177102519778	11
vocalization behavior(GO:0071625)	16990, 0, 18, 0	0.0	1.0	1.0	18
artery morphogenesis(GO:0048844)	16990, 1254, 55, 9	2.217	0.0929181162885	0.439033535705	55
cell population proliferation(GO:0008283)	16990, 1204, 647, 80	1.745	1.69865339771e-05	0.000495183202604	647
hippocampus development(GO:0021766)	16990, 74, 64, 2	7.175	0.149317247718	0.549935652011	64
regulation of axon extension involved in axon guidance(GO:0048841)	16990, 1247, 32, 2	0.852	0.851045320411	1.0	32
galactose metabolic process(GO:0006012)	16990, 1168, 13, 2	2.238	0.37637083996	0.815613825455	13
oxidative phosphorylation(GO:0006119)	16990, 1016, 25, 2	1.338	0.660417383893	0.970298970689	25
positive regulation of reactive oxygen species biosynthetic process(GO:1903428)	16990, 1576, 48, 5	1.123	0.756154607592	0.997833652269	48
positive regulation of cell-cell adhesion(GO:0022409)	16990, 1531, 248, 37	1.656	0.0169537822794	0.145361306174	248
regulation of organelle assembly(GO:1902115)	16990, 1306, 212, 23	1.411	0.301465232325	0.746390601353	212
thymus development(GO:0048538)	16990, 331, 44, 2	2.333	0.493479722351	0.883998063641	44
positive regulation of organelle assembly(GO:1902117)	16990, 1306, 72, 10	1.807	0.207989665145	0.640938432217	72
spleen development(GO:0048536)	16990, 85, 33, 2	12.114	0.0573574629231	0.331597832524	33
hematopoietic or lymphoid organ development(GO:0048534)	16990, 122, 170, 4	3.277	0.198354807597	0.627012600338	170
lymph node development(GO:0048535)	16990, 0, 17, 0	0.0	1.0	1.0	17
anatomical structure arrangement(GO:0048532)	16990, 23, 17, 1	43.453	0.0769526068194	0.393349669289	17
regulation of reactive oxygen species biosynthetic process(GO:1903426)	16990, 1576, 80, 9	1.213	0.689458735015	0.97485306009	80
neuron development(GO:0048666)	16990, 1220, 144, 9	0.87	0.957528808382	1.0	144
cell morphogenesis involved in neuron differentiation(GO:0048667)	16990, 1313, 13, 3	2.986	0.173987968023	0.591436131583	13
detection of abiotic stimulus(GO:0009582)	16990, 74, 121, 1	1.897	0.803138522386	1.0	121
neuron fate specification(GO:0048665)	16990, 963, 25, 3	2.117	0.377454547913	0.815613825455	25
