Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
negative regulation of DNA binding(GO:0043392)	16990, 1207, 53, 9	2.39	0.0628055052986	0.314681750507	53
toll-like receptor 4 signaling pathway(GO:0034142)	16990, 406, 18, 3	6.975	0.0351810319214	0.230189101547	18
regulation of toll-like receptor 4 signaling pathway(GO:0034143)	16990, 50, 20, 1	16.99	0.16631357739	0.50953395366	20
cellular response to glucose starvation(GO:0042149)	16990, 1113, 42, 3	1.09	0.785488819663	0.954332210805	42
regulation of defense response to virus by host(GO:0050691)	16990, 945, 37, 7	3.401	0.0214604686553	0.175552473184	37
early endosome to Golgi transport(GO:0034498)	16990, 1708, 12, 2	1.658	0.477103175198	0.799604973068	12
negative regulation of ubiquitin-protein transferase activity(GO:0051444)	16990, 1587, 16, 5	3.346	0.0469087101429	0.269570962709	16
regulation of meiotic cell cycle(GO:0051445)	16990, 1012, 47, 8	2.858	0.0363666065032	0.234167841071	47
positive regulation of meiotic cell cycle(GO:0051446)	16990, 1982, 22, 5	1.948	0.268206849267	0.627889956034	22
positive regulation of interleukin-13 production(GO:0032736)	16990, 1772, 15, 5	3.196	0.0530360754868	0.289233019378	15
regulation of translation in response to stress(GO:0043555)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of defense response to bacterium(GO:1900424)	16990, 279, 17, 1	3.582	0.427207460108	0.760064064864	17
positive regulation of ubiquitin-protein transferase activity(GO:0051443)	16990, 1514, 32, 10	3.507	0.00209354067356	0.0386497412834	32
protein autoprocessing(GO:0016540)	16990, 1766, 15, 3	1.924	0.362425115098	0.715919837217	15
nucleotide salvage(GO:0043173)	16990, 605, 15, 2	3.744	0.227654253025	0.584116879382	15
cortical cytoskeleton organization(GO:0030865)	16990, 1540, 44, 5	1.254	0.668688199825	0.906027407357	44
negative regulation of protein localization to cell surface(GO:2000009)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of protein catabolic process(GO:0045732)	16990, 1632, 214, 36	1.751	0.00719794463226	0.0872093543606	214
regulation of nuclear cell cycle DNA replication(GO:0033262)	16990, 1650, 16, 5	3.218	0.053886688807	0.291886231038	16
respiratory burst(GO:0045730)	16990, 1709, 20, 7	3.48	0.0124738646257	0.122447528264	20
regulation of actin filament organization(GO:0110053)	16990, 131, 255, 4	2.034	0.519611148059	0.827866718173	255
positive regulation of interleukin-10 production(GO:0032733)	16990, 1690, 31, 10	3.243	0.00355828680267	0.0528251837064	31
regulation of odontogenesis(GO:0042481)	16990, 1533, 27, 6	2.463	0.113831879224	0.423458112196	27
response to fibroblast growth factor(GO:0071774)	16990, 237, 35, 4	8.193	0.00801577775068	0.0917997404304	35
positive regulation of DNA repair(GO:0045739)	16990, 1764, 65, 16	2.371	0.00619626378158	0.0782257973475	65
negative regulation of DNA repair(GO:0045738)	16990, 1103, 33, 7	3.267	0.025206396256	0.193061729286	33
triglyceride-rich lipoprotein particle remodeling(GO:0034370)	16990, 644, 12, 2	4.397	0.16713013336	0.510086257271	12
regulation of cell cycle checkpoint(GO:1901976)	16990, 1871, 32, 6	1.703	0.343651098282	0.695398309943	32
response to BMP(GO:0071772)	16990, 22, 33, 1	23.402	0.153505423756	0.487037359334	33
positive regulation of receptor internalization(GO:0002092)	16990, 1225, 25, 7	3.883	0.00907980789811	0.100098602128	25
nucleosome organization(GO:0034728)	16990, 1551, 150, 22	1.607	0.11935018386	0.433281917478	150
plasma membrane phospholipid scrambling(GO:0017121)	16990, 0, 17, 0	0.0	1.0	1.0	17
negative regulation of RNA splicing(GO:0033119)	16990, 1843, 25, 4	1.475	0.517397195471	0.827353893024	25
negative regulation of receptor internalization(GO:0002091)	16990, 1717, 12, 1	0.825	0.72721632708	0.929110083103	12
multicellular organismal signaling(GO:0035637)	16990, 892, 65, 4	1.172	0.774386000744	0.949281942663	65
positive regulation of viral genome replication(GO:0045070)	16990, 1797, 35, 4	1.081	0.75474655899	0.941745727577	35
ion homeostasis(GO:0050801)	16990, 578, 751, 35	1.37	0.262313937309	0.622930886178	751
ubiquitin-dependent ERAD pathway(GO:0030433)	16990, 1956, 65, 8	1.069	0.79711908186	0.960697264782	65
regulation of synapse organization(GO:0050807)	16990, 1270, 215, 25	1.556	0.12960618181	0.45272747604	215
regulation of interferon-alpha production(GO:0032647)	16990, 1995, 28, 10	3.042	0.00493721594524	0.0663352198229	28
negative regulation of synaptic transmission(GO:0050805)	16990, 1113, 59, 6	1.552	0.488955168098	0.807926608914	59
tube formation(GO:0035148)	16990, 327, 119, 3	1.31	0.795317451175	0.959246975965	119
entry into host cell(GO:0030260)	16990, 1490, 99, 20	2.304	0.0031617050207	0.0485467878909	99
regulation of cell development(GO:0060284)	16990, 103, 898, 13	2.388	0.0401171086389	0.247204796708	898
cGMP metabolic process(GO:0046068)	16990, 1754, 18, 3	1.614	0.473450771477	0.796584176691	18
cytoskeleton-dependent intracellular transport(GO:0030705)	16990, 1160, 168, 15	1.308	0.563375786131	0.858538240907	168
regulation of GTPase activity(GO:0043087)	16990, 475, 474, 21	1.585	0.187757460403	0.534859587497	474
negative regulation of catalytic activity(GO:0043086)	16990, 70, 767, 7	2.215	0.266419028497	0.627283476397	767
positive regulation of catalytic activity(GO:0043085)	16990, 1944, 1393, 197	1.236	0.0127015771546	0.124175988036	1393
regulation of gene expression by genetic imprinting(GO:0006349)	16990, 461, 18, 1	2.047	0.577678185575	0.863884450628	18
type B pancreatic cell development(GO:0003323)	16990, 1982, 12, 1	0.714	0.774424603536	0.949281942663	12
regulation of cell population proliferation(GO:0042127)	16990, 736, 1568, 114	1.678	6.59528268681e-07	8.1341819804e-05	1568
chromatin silencing(GO:0006342)	16990, 1090, 53, 5	1.47	0.566345579088	0.859272330311	53
methylation-dependent chromatin silencing(GO:0006346)	16990, 1090, 12, 1	1.299	0.61551976354	0.882985404899	12
cellular hormone metabolic process(GO:0034754)	16990, 59, 112, 1	2.571	0.721820883244	0.927112476569	112
regulation of NLRP3 inflammasome complex assembly(GO:1900225)	16990, 1568, 15, 4	2.889	0.12078454192	0.435839194776	15
regulation of cellular extravasation(GO:0002691)	16990, 222, 25, 1	3.061	0.51287134082	0.821688528363	25
positive regulation of oligodendrocyte differentiation(GO:0048714)	16990, 1794, 17, 4	2.228	0.23052653414	0.588009524215	17
membrane lipid catabolic process(GO:0046466)	16990, 195, 33, 3	7.921	0.0331980021038	0.222398872032	33
membrane lipid biosynthetic process(GO:0046467)	16990, 207, 124, 3	1.986	0.568001310375	0.859373553136	124
acylglycerol catabolic process(GO:0046464)	16990, 35, 33, 1	14.71	0.213673092469	0.570664949902	33
alpha-amino acid metabolic process(GO:1901605)	16990, 809, 214, 20	1.963	0.0289696173851	0.207665960689	214
acylglycerol biosynthetic process(GO:0046463)	16990, 311, 20, 2	5.463	0.151856582756	0.485013388484	20
alpha-amino acid biosynthetic process(GO:1901607)	16990, 400, 67, 4	2.536	0.275800250829	0.636613606055	67
alpha-amino acid catabolic process(GO:1901606)	16990, 133, 99, 2	2.581	0.530776827298	0.835574104025	99
positive regulation of ubiquitin-dependent protein catabolic process(GO:2000060)	16990, 1587, 97, 16	1.766	0.1058824323	0.411717461087	97
microtubule organizing center organization(GO:0031023)	16990, 57, 68, 1	4.383	0.528707147224	0.834344284169	68
response to lead ion(GO:0010288)	16990, 198, 24, 1	3.575	0.46842326226	0.792234842289	24
regulation of necrotic cell death(GO:0010939)	16990, 538, 26, 1	1.215	0.756657236753	0.942881168078	26
regulation of RNA stability(GO:0043487)	16990, 1997, 136, 15	0.938	0.933811865098	1.0	136
protein import(GO:0017038)	16990, 1941, 122, 17	1.22	0.615318832467	0.882985404899	122
sperm-egg recognition(GO:0035036)	16990, 1970, 52, 4	0.663	0.962606698622	1.0	52
angiogenesis involved in wound healing(GO:0060055)	16990, 1192, 15, 2	1.9	0.457598730869	0.7843767556	15
G protein-coupled glutamate receptor signaling pathway(GO:0007216)	16990, 1169, 15, 2	1.938	0.451688388652	0.780675943017	15
negative regulation of centrosome cycle(GO:0046606)	16990, 452, 14, 1	2.685	0.467873142314	0.79170536087	14
cellular monovalent inorganic cation homeostasis(GO:0030004)	16990, 99, 94, 1	1.826	0.792800309007	0.958807241057	94
cellular potassium ion homeostasis(GO:0030007)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of centrosome cycle(GO:0046605)	16990, 588, 58, 3	1.495	0.657375823303	0.900227475724	58
metal ion transport(GO:0030001)	16990, 933, 621, 43	1.261	0.393717182593	0.737004897331	621
response to acid chemical(GO:0001101)	16990, 94, 332, 8	4.355	0.00675657518544	0.0831179709513	332
cellular anion homeostasis(GO:0030002)	16990, 0, 11, 0	0.0	1.0	1.0	11
membrane depolarization during cardiac muscle cell action potential(GO:0086012)	16990, 892, 17, 1	1.12	0.725761500326	0.927941460351	17
membrane depolarization during action potential(GO:0086010)	16990, 1003, 30, 5	2.823	0.112737199379	0.422325489885	30
regulation of cell growth involved in cardiac muscle cell development(GO:0061050)	16990, 125, 16, 1	8.495	0.256246650401	0.61596521161	16
somite development(GO:0061053)	16990, 96, 15, 1	11.799	0.199810784554	0.550767835935	15
membrane disassembly(GO:0030397)	16990, 1374, 16, 5	3.864	0.0292198256854	0.208153033903	16
regulation of non-motile cilium assembly(GO:1902855)	16990, 1467, 13, 1	0.891	0.713073788073	0.925085606177	13
nucleoside salvage(GO:0043174)	16990, 1087, 16, 3	2.931	0.194450403263	0.542421714096	16
mitochondrial electron transport, cytochrome c to oxygen(GO:0006123)	16990, 794, 11, 1	1.945	0.52472138405	0.83132735747	11
mitochondrial electron transport, ubiquinol to cytochrome c(GO:0006122)	16990, 794, 11, 1	1.945	0.52472138405	0.83132735747	11
peptide catabolic process(GO:0043171)	16990, 364, 29, 1	1.61	0.703454923331	0.923224606063	29
mitochondrial electron transport, NADH to ubiquinone(GO:0006120)	16990, 153, 38, 1	2.922	0.57903385641	0.864954301035	38
negative regulation of digestive system process(GO:0060457)	16990, 1396, 19, 2	1.281	0.641244088083	0.896362703772	19
positive regulation of digestive system process(GO:0060456)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate(GO:0045869)	16990, 1066, 11, 3	4.347	0.0798462332066	0.351060677992	11
regulation of gastric acid secretion(GO:0060453)	16990, 1340, 12, 1	1.057	0.660055873405	0.900673927905	12
regulation of peptide secretion(GO:0002791)	16990, 928, 463, 44	1.74	0.00381470956758	0.0556022818789	463
negative regulation of receptor signaling pathway via STAT(GO:1904893)	16990, 1690, 20, 1	0.503	0.884652784474	1.0	20
regulation of receptor signaling pathway via STAT(GO:1904892)	16990, 710, 127, 8	1.507	0.51925162018	0.827795847267	127
CD4-positive, alpha-beta T cell lineage commitment(GO:0043373)	16990, 325, 11, 1	4.752	0.317384760052	0.673997119043	11
drug metabolic process(GO:0017144)	16990, 511, 569, 25	1.461	0.269825844104	0.629974331947	569
myeloid leukocyte migration(GO:0097529)	16990, 1611, 124, 23	1.956	0.0116423816367	0.118143155428	124
positive regulation of cell-substrate adhesion(GO:0010811)	16990, 680, 117, 8	1.708	0.375496841096	0.721508422527	117
positive regulation of receptor signaling pathway via STAT(GO:1904894)	16990, 632, 85, 7	2.214	0.185685622992	0.534179334086	85
activation of MAPK activity(GO:0000187)	16990, 14, 152, 1	7.984	0.446957169	0.776363387458	152
activation of MAPKK activity(GO:0000186)	16990, 14, 52, 1	23.338	0.175227961955	0.520451620117	52
activation of MAPKKK activity(GO:0000185)	16990, 0, 11, 0	0.0	1.0	1.0	11
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:0000184)	16990, 194, 118, 1	0.742	0.958943165252	1.0	118
chromatin silencing at rDNA(GO:0000183)	16990, 726, 12, 2	3.9	0.194444934675	0.542421714096	12
positive regulation of glutamate receptor signaling pathway(GO:1900451)	16990, 302, 13, 1	4.328	0.362990057825	0.716101897053	13
regulation of guanylate cyclase activity(GO:0031282)	16990, 975, 12, 1	1.452	0.595033153002	0.874395919856	12
negative regulation of cell population proliferation(GO:0008285)	16990, 747, 668, 49	1.668	0.00513476585304	0.0684161322801	668
cobalamin metabolic process(GO:0009235)	16990, 1921, 19, 2	0.931	0.768190895146	0.94619238627	19
endoplasmic reticulum to cytosol transport(GO:1903513)	16990, 482, 16, 2	4.406	0.186324251661	0.534859587497	16
phosphatidylserine metabolic process(GO:0006658)	16990, 122, 30, 1	4.642	0.428855669227	0.760175343158	30
mitotic cell cycle process(GO:1903047)	16990, 1795, 563, 115	1.933	6.7806826974e-11	5.43584729575e-08	563
meiotic cell cycle process(GO:1903046)	16990, 1224, 161, 25	2.155	0.00251092316265	0.0418157642816	161
vesicle cargo loading(GO:0035459)	16990, 832, 24, 1	0.851	0.818452755517	0.973481145904	24
cellular response to interferon-beta(GO:0035458)	16990, 706, 22, 3	3.282	0.178207075713	0.523533014735	22
nephron tubule morphogenesis(GO:0072078)	16990, 1413, 13, 2	1.85	0.439344865207	0.770134402933	13
nephron tubule formation(GO:0072079)	16990, 872, 13, 1	1.499	0.611764879996	0.882071064982	13
nucleobase biosynthetic process(GO:0046112)	16990, 1752, 19, 6	3.062	0.039861885766	0.246451710924	19
response to interferon-alpha(GO:0035455)	16990, 0, 20, 0	0.0	1.0	1.0	20
kidney epithelium development(GO:0072073)	16990, 172, 58, 1	1.703	0.762359036012	0.943606940092	58
response to interferon-beta(GO:0035456)	16990, 706, 30, 3	2.407	0.330198046205	0.684674477511	30
drug transport(GO:0015893)	16990, 29, 154, 2	7.609	0.170110028009	0.513318215008	154
morphogenesis of an epithelium(GO:0002009)	16990, 257, 278, 11	2.616	0.0341230901557	0.225456131386	278
homocysteine metabolic process(GO:0050667)	16990, 79, 11, 1	19.551	0.122095272838	0.438267359965	11
vocalization behavior(GO:0071625)	16990, 811, 18, 2	2.328	0.394158036507	0.737130698134	18
artery morphogenesis(GO:0048844)	16990, 1024, 55, 7	2.112	0.189309744688	0.536158956581	55
cell population proliferation(GO:0008283)	16990, 1895, 647, 114	1.58	1.00691015492e-05	0.000697190434404	647
hippocampus development(GO:0021766)	16990, 1686, 64, 6	0.945	0.879063896264	1.0	64
regulation of axon extension involved in axon guidance(GO:0048841)	16990, 1982, 32, 2	0.536	0.949210013124	1.0	32
galactose metabolic process(GO:0006012)	16990, 71, 13, 1	18.407	0.139640943923	0.467115035623	13
oxidative phosphorylation(GO:0006119)	16990, 480, 25, 2	2.832	0.362128702482	0.715628208275	25
positive regulation of reactive oxygen species biosynthetic process(GO:1903428)	16990, 1632, 48, 6	1.301	0.62515668907	0.88938292648	48
positive regulation of cell-cell adhesion(GO:0022409)	16990, 1826, 248, 56	2.101	1.09151485065e-06	0.000116365452516	248
regulation of organelle assembly(GO:1902115)	16990, 303, 212, 7	1.851	0.390054532926	0.73588545267	212
thymus development(GO:0048538)	16990, 386, 44, 3	3.001	0.260273928667	0.621449636981	44
positive regulation of organelle assembly(GO:1902117)	16990, 1481, 72, 9	1.434	0.484763809003	0.806324704119	72
spleen development(GO:0048536)	16990, 1871, 33, 7	1.926	0.209678252641	0.565332060092	33
hematopoietic or lymphoid organ development(GO:0048534)	16990, 729, 170, 12	1.645	0.303261266516	0.659826467226	170
lymph node development(GO:0048535)	16990, 29, 17, 1	34.462	0.0929084259448	0.381580731509	17
anatomical structure arrangement(GO:0048532)	16990, 1787, 17, 4	2.237	0.228749638125	0.585569855977	17
regulation of reactive oxygen species biosynthetic process(GO:1903426)	16990, 209, 80, 3	3.048	0.294613614011	0.652433133017	80
neuron development(GO:0048666)	16990, 1210, 144, 16	1.56	0.255678175459	0.615672584374	144
cell morphogenesis involved in neuron differentiation(GO:0048667)	16990, 1503, 13, 2	1.739	0.46337830289	0.78869413903	13
detection of abiotic stimulus(GO:0009582)	16990, 5, 121, 1	28.083	0.189290604903	0.536158956581	121
neuron fate specification(GO:0048665)	16990, 1239, 25, 7	3.84	0.0094535208624	0.102876550561	25
negative regulation of smooth muscle cell proliferation(GO:0048662)	16990, 929, 45, 5	2.032	0.304089873388	0.659826467226	45
neuron fate commitment(GO:0048663)	16990, 1740, 34, 5	1.436	0.531651187441	0.835903089669	34
regulation of smooth muscle cell proliferation(GO:0048660)	16990, 239, 130, 3	1.64	0.685079729642	0.913819606095	130
positive regulation of smooth muscle cell proliferation(GO:0048661)	16990, 239, 84, 2	1.693	0.701419306495	0.922864707971	84
cellular response to vitamin(GO:0071295)	16990, 26, 21, 1	31.117	0.109421374515	0.414904027849	21
regulation of growth hormone secretion(GO:0060123)	16990, 1263, 13, 2	2.07	0.400334608981	0.74098060129	13
inner ear receptor cell stereocilium organization(GO:0060122)	16990, 13, 27, 1	48.405	0.0826105449445	0.357656814746	27
mitochondrial ATP synthesis coupled proton transport(GO:0042776)	16990, 480, 15, 1	2.36	0.508471471792	0.817621796994	15
DNA damage response, signal transduction resulting in transcription(GO:0042772)	16990, 1650, 14, 3	2.206	0.289811964297	0.648973718932	14
signal transduction in response to DNA damage(GO:0042770)	16990, 1745, 103, 23	2.174	0.00264635621685	0.0435923746679	103
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator(GO:0042771)	16990, 1224, 28, 5	2.479	0.159956494384	0.497394927461	28
DNA-dependent DNA replication maintenance of fidelity(GO:0045005)	16990, 1911, 38, 12	2.808	0.00428861932752	0.0606710207838	38
DNA deamination(GO:0045006)	16990, 869, 13, 1	1.504	0.611254078779	0.881950806712	13
regulation of macrophage differentiation(GO:0045649)	16990, 10, 21, 1	80.905	0.050382026593	0.282444694536	21
replicative senescence(GO:0090399)	16990, 317, 13, 2	8.246	0.0719574820221	0.335058556173	13
cellular senescence(GO:0090398)	16990, 221, 32, 1	2.402	0.609571926953	0.881950806712	32
regulation of smooth muscle cell differentiation(GO:0051150)	16990, 929, 32, 1	0.572	0.916025125399	1.0	32
neuron projection organization(GO:0106027)	16990, 302, 40, 3	4.219	0.137747927259	0.464959670256	40
regulation of cell cycle G1/S phase transition(GO:1902806)	16990, 1650, 156, 26	1.716	0.0357762856798	0.231919048679	156
negative regulation of cell cycle G1/S phase transition(GO:1902807)	16990, 1650, 99, 17	1.768	0.0885949752335	0.372827498577	99
positive regulation of synaptic vesicle transport(GO:1902805)	16990, 1581, 11, 1	0.977	0.670387566103	0.907050405895	11
organelle fusion(GO:0048284)	16990, 1773, 88, 14	1.525	0.289333700063	0.648506569106	88
organelle fission(GO:0048285)	16990, 1224, 81, 9	1.542	0.413962486423	0.749402586015	81
lung alveolus development(GO:0048286)	16990, 1853, 33, 6	1.667	0.36346795003	0.716215010096	33
regulation of erythrocyte differentiation(GO:0045646)	16990, 98, 46, 3	11.307	0.0141059230889	0.13414717507	46
anion transmembrane transport(GO:0098656)	16990, 1145, 247, 28	1.682	0.0433460384504	0.256766557816	247
eye development(GO:0001654)	16990, 1615, 88, 14	1.674	0.183580754835	0.531269083333	88
cation transmembrane transport(GO:0098655)	16990, 1076, 592, 44	1.174	0.611498116504	0.881950806712	592
vesicle-mediated transport to the plasma membrane(GO:0098876)	16990, 110, 81, 1	1.907	0.766903523273	0.945659819085	81
B cell activation involved in immune response(GO:0002312)	16990, 1652, 42, 6	1.469	0.504867970103	0.816185472937	42
mature B cell differentiation involved in immune response(GO:0002313)	16990, 619, 18, 1	1.525	0.642728032346	0.896942561999	18
protein methylation(GO:0006479)	16990, 191, 131, 4	2.716	0.282385687207	0.641603757895	131
regulation of membrane protein ectodomain proteolysis(GO:0051043)	16990, 882, 23, 4	3.35	0.102648831356	0.404705638377	23
positive regulation of membrane protein ectodomain proteolysis(GO:0051044)	16990, 1632, 15, 3	2.082	0.322662860484	0.677481662923	15
entrainment of circadian clock(GO:0009649)	16990, 1484, 26, 1	0.44	0.927112009702	1.0	26
regulation of secretion(GO:0051046)	16990, 882, 774, 59	1.468	0.0256454624245	0.194966327887	774
positive regulation of secretion(GO:0051047)	16990, 928, 407, 37	1.664	0.0197188474253	0.166107979187	407
negative regulation of secretion(GO:0051048)	16990, 928, 219, 21	1.756	0.0689386234101	0.327734640923	219
regulation of transport(GO:0051049)	16990, 667, 1775, 97	1.392	0.00828671364712	0.0940888999947	1775
pinocytosis(GO:0006907)	16990, 99, 12, 1	14.301	0.157974478928	0.492773828562	12
positive regulation by host of viral transcription(GO:0043923)	16990, 1307, 17, 5	3.823	0.0311623856742	0.215281227049	17
negative regulation of cAMP-mediated signaling(GO:0043951)	16990, 552, 23, 1	1.338	0.721808444878	0.927112476569	23
positive regulation of cAMP-mediated signaling(GO:0043950)	16990, 1378, 26, 4	1.897	0.360579774994	0.713446613624	26
vesicle targeting(GO:0006903)	16990, 146, 16, 1	7.273	0.278579641847	0.638384029197	16
inflammatory response to antigenic stimulus(GO:0002437)	16990, 609, 24, 1	1.162	0.757150239798	0.943122009455	24
cellular protein catabolic process(GO:0044257)	16990, 558, 36, 3	2.537	0.320193126837	0.67668231111	36
nucleoside catabolic process(GO:0009164)	16990, 1898, 34, 5	1.316	0.601616386638	0.878636849663	34
negative regulation of cellular response to drug(GO:2001039)	16990, 546, 16, 1	1.945	0.564620749659	0.858538240907	16
deoxyribonucleoside monophosphate metabolic process(GO:0009162)	16990, 1796, 13, 3	2.183	0.290809961695	0.649696198677	13
small molecule metabolic process(GO:0044281)	16990, 1842, 1723, 199	1.065	0.701837651093	0.922864707971	1723
small molecule catabolic process(GO:0044282)	16990, 157, 413, 6	1.572	0.649379391262	0.897886595892	413
small molecule biosynthetic process(GO:0044283)	16990, 685, 584, 30	1.274	0.507354825187	0.817272842984	584
regulation of double-strand break repair via nonhomologous end joining(GO:2001032)	16990, 1613, 24, 5	2.194	0.205599355918	0.558393842294	24
regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator(GO:1902165)	16990, 598, 18, 2	3.157	0.29134578084	0.649804702063	18
positive regulation of receptor-mediated endocytosis(GO:0048260)	16990, 1225, 52, 10	2.667	0.0236166548763	0.185999622507	52
negative regulation of receptor-mediated endocytosis(GO:0048261)	16990, 307, 24, 1	2.306	0.582071552082	0.866640099671	24
behavioral response to pain(GO:0048266)	16990, 917, 13, 1	1.425	0.619426898254	0.88515846126	13
cellular lipid metabolic process(GO:0044255)	16990, 342, 970, 25	1.28	0.581943091821	0.866640099671	970
purine ribonucleoside monophosphate biosynthetic process(GO:0009168)	16990, 1800, 20, 8	3.776	0.00309489450894	0.0477129570128	20
response to pain(GO:0048265)	16990, 240, 17, 1	4.164	0.391246089663	0.73588545267	17
mitochondrial tRNA processing(GO:0090646)	16990, 1840, 11, 2	1.679	0.467851395859	0.79170536087	11
positive regulation of immune effector process(GO:0002699)	16990, 1995, 213, 42	1.679	0.00592983477259	0.0758577267451	213
nucleobase-containing small molecule metabolic process(GO:0055086)	16990, 1966, 582, 88	1.307	0.0542298265899	0.29272457144	582
retina homeostasis(GO:0001895)	16990, 1655, 37, 2	0.555	0.948811760485	1.0	37
meiotic chromosome segregation(GO:0045132)	16990, 1442, 19, 7	4.341	0.00316916661076	0.0485467878909	19
cellular response to oxygen levels(GO:0071453)	16990, 1595, 134, 21	1.669	0.0893266871333	0.374157378937	134
pyrimidine ribonucleotide metabolic process(GO:0009218)	16990, 351, 24, 2	4.034	0.236604872937	0.59553607474	24
pyrimidine deoxyribonucleotide metabolic process(GO:0009219)	16990, 1269, 20, 4	2.678	0.166487639404	0.50974254967	20
negative regulation of response to stimulus(GO:0048585)	16990, 484, 1514, 69	1.6	0.00133277142469	0.0282120621599	1514
positive regulation of chromatin organization(GO:1905269)	16990, 1434, 99, 10	1.197	0.709400818643	0.924800911746	99
negative regulation of chromatin organization(GO:1905268)	16990, 325, 61, 2	1.714	0.66386255097	0.903048323011	61
sensory perception of chemical stimulus(GO:0007606)	16990, 241, 174, 1	0.405	0.995553936925	1.0	174
UV-damage excision repair(GO:0070914)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of type 2 immune response(GO:0002828)	16990, 570, 30, 4	3.974	0.0741964293664	0.3398462002	30
negative regulation of type 2 immune response(GO:0002829)	16990, 1845, 14, 2	1.316	0.595174727219	0.874395919856	14
positive regulation of T-helper 1 type immune response(GO:0002827)	16990, 1342, 20, 5	3.165	0.0654041816715	0.318426651392	20
positive regulation of proteasomal protein catabolic process(GO:1901800)	16990, 1587, 105, 18	1.835	0.0577790978195	0.29911552586	105
negative regulation of adaptive immune response(GO:0002820)	16990, 812, 42, 7	3.487	0.0210393997856	0.174181605798	42
positive regulation of adaptive immune response(GO:0002821)	16990, 1772, 104, 22	2.028	0.00829149237324	0.0940888999947	104
neuromuscular junction development(GO:0007528)	16990, 295, 34, 3	5.082	0.0895072811107	0.374373932298	34
sensory perception of pain(GO:0019233)	16990, 128, 51, 2	5.205	0.215191214041	0.572654066393	51
water transport(GO:0006833)	16990, 156, 20, 2	10.891	0.0558630648899	0.295276200132	20
dendritic cell migration(GO:0036336)	16990, 789, 21, 3	3.076	0.197999450045	0.548012157428	21
organ induction(GO:0001759)	16990, 15, 13, 1	87.128	0.0412087517079	0.248700245565	13
labyrinthine layer blood vessel development(GO:0060716)	16990, 15, 19, 1	59.614	0.0636292320806	0.316591649798	19
negative regulation of stem cell proliferation(GO:2000647)	16990, 513, 11, 2	6.022	0.107515422068	0.414050584584	11
neural crest cell migration(GO:0001755)	16990, 729, 55, 5	2.119	0.293660077186	0.652126025515	55
interleukin-6-mediated signaling pathway(GO:0070102)	16990, 0, 14, 0	0.0	1.0	1.0	14
cellular response to chemokine(GO:1990869)	16990, 0, 14, 0	0.0	1.0	1.0	14
positive regulation of epithelial cell migration(GO:0010634)	16990, 395, 137, 4	1.256	0.799615780377	0.96250047638	137
oxidative demethylation(GO:0070989)	16990, 1997, 17, 2	1.001	0.734492542709	0.932658165372	17
positive regulation of cofactor metabolic process(GO:0051194)	16990, 1221, 27, 2	1.031	0.773391844969	0.949228285605	27
negative regulation of cofactor metabolic process(GO:0051195)	16990, 42, 20, 1	20.226	0.145684724435	0.473795486498	20
positive regulation of cellular protein catabolic process(GO:1903364)	16990, 1587, 141, 25	1.898	0.0121044685888	0.121804380569	141
epithelial cell migration(GO:0010631)	16990, 74, 82, 2	5.6	0.22110071259	0.57610749055	82
regulation of epithelial cell migration(GO:0010632)	16990, 947, 212, 15	1.269	0.631718441621	0.893039088122	212
negative regulation of epithelial cell migration(GO:0010633)	16990, 947, 65, 9	2.484	0.0572730568912	0.298142211739	65
post-anal tail morphogenesis(GO:0036342)	16990, 1982, 18, 4	1.905	0.323718673439	0.679060976555	18
positive regulation of myoblast differentiation(GO:0045663)	16990, 1378, 22, 2	1.121	0.716100143057	0.92584890075	22
positive regulation of organelle organization(GO:0010638)	16990, 1660, 598, 71	1.215	0.315106415464	0.671348723251	598
negative regulation of organelle organization(GO:0010639)	16990, 1193, 361, 32	1.262	0.471876967992	0.79500112646	361
left/right axis specification(GO:0070986)	16990, 1410, 13, 2	1.854	0.438700864875	0.769566433277	13
sodium ion export across plasma membrane(GO:0036376)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of fertilization(GO:0080154)	16990, 774, 27, 2	1.626	0.593406737904	0.873968061196	27
epithelial cell differentiation involved in kidney development(GO:0035850)	16990, 172, 17, 2	11.621	0.0477783273816	0.27196894048	17
lysosomal transport(GO:0007041)	16990, 533, 95, 1	0.336	0.994684525036	1.0	95
glycolytic process through glucose-6-phosphate(GO:0061620)	16990, 1372, 26, 4	1.905	0.35793519291	0.709381243468	26
regulation of histone deacetylation(GO:0031063)	16990, 325, 26, 1	2.011	0.630470370035	0.892980706675	26
positive regulation of striated muscle contraction(GO:0045989)	16990, 1623, 13, 1	0.805	0.739635451368	0.934583961641	13
telencephalon development(GO:0021537)	16990, 1793, 18, 3	1.579	0.486378825984	0.806929093376	18
