Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
deoxyribose phosphate catabolic process(GO:0046386)	16990, 1579, 20, 2	1.076	0.712540772414	1.0	20
deoxyribose phosphate biosynthetic process(GO:0046385)	16990, 0, 12, 0	0.0	1.0	1.0	12
meiotic cell cycle(GO:0051321)	16990, 185, 65, 2	2.826	0.450159232727	0.904703642635	65
regulation of smooth muscle cell apoptotic process(GO:0034391)	16990, 325, 23, 3	6.819	0.0402607731262	0.357135284928	23
negative regulation of dephosphorylation(GO:0035305)	16990, 316, 108, 6	2.987	0.0976756269893	0.543144237941	108
positive regulation of smooth muscle cell apoptotic process(GO:0034393)	16990, 325, 15, 2	6.97	0.0982877361116	0.544529244674	15
membrane repolarization(GO:0086009)	16990, 630, 22, 4	4.903	0.0360604430816	0.33873097506	22
indole-containing compound metabolic process(GO:0042430)	16990, 398, 24, 1	1.779	0.645691919009	0.987600376055	24
regulation of protein modification by small protein conjugation or removal(GO:1903320)	16990, 1005, 216, 13	1.017	0.903123545879	1.0	216
negative regulation of protein modification by small protein conjugation or removal(GO:1903321)	16990, 1003, 81, 8	1.673	0.365850986569	0.855732536031	81
positive regulation of protein modification by small protein conjugation or removal(GO:1903322)	16990, 109, 127, 1	1.227	0.895599249571	1.0	127
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment(GO:0043369)	16990, 747, 15, 2	3.033	0.282763912707	0.791733028881	15
branching involved in mammary gland duct morphogenesis(GO:0060444)	16990, 1988, 20, 3	1.282	0.622404066362	0.978993969655	20
branching involved in salivary gland morphogenesis(GO:0060445)	16990, 1976, 11, 2	1.563	0.503881294334	0.934213112739	11
granulocyte migration(GO:0097530)	16990, 468, 98, 9	3.334	0.0125470476376	0.182330208873	98
monosaccharide biosynthetic process(GO:0046364)	16990, 1011, 53, 8	2.537	0.0683753416645	0.462662500192	53
post-Golgi vesicle-mediated transport(GO:0006892)	16990, 968, 95, 15	2.771	0.00285199195334	0.0644041375378	95
dendritic cell differentiation(GO:0097028)	16990, 1842, 32, 7	2.018	0.177535533571	0.67148943353	32
cell junction maintenance(GO:0034331)	16990, 109, 15, 2	20.783	0.0174756361121	0.22355800452	15
calcium ion regulated exocytosis(GO:0017156)	16990, 1029, 53, 6	1.869	0.321967639643	0.829049436126	53
regulation of exocytosis(GO:0017157)	16990, 1631, 218, 20	0.956	0.943811494366	1.0	218
phosphatidylethanolamine biosynthetic process(GO:0006646)	16990, 1301, 15, 5	4.353	0.017568593301	0.224151017979	15
establishment of protein localization to chromosome(GO:0070199)	16990, 1383, 15, 1	0.819	0.752974950562	1.0	15
phospholipid metabolic process(GO:0006644)	16990, 1574, 421, 74	1.897	1.2283074225e-06	0.000159679964925	421
negative regulation of peptidyl-serine phosphorylation(GO:0033137)	16990, 1466, 26, 4	1.783	0.403576406967	0.880831932492	26
membrane lipid metabolic process(GO:0006643)	16990, 1722, 191, 39	2.015	0.000238152903349	0.0108067496709	191
triglyceride metabolic process(GO:0006641)	16990, 1301, 71, 22	4.047	1.1582529498e-07	2.4222594298e-05	71
regulation of extracellular matrix organization(GO:1903053)	16990, 245, 37, 3	5.623	0.0744025877762	0.479084936015	37
negative regulation of proteolysis involved in cellular protein catabolic process(GO:1903051)	16990, 1652, 69, 6	0.894	0.907647200001	1.0	69
glycolipid biosynthetic process(GO:0009247)	16990, 689, 58, 7	2.976	0.0510840530315	0.405469133798	58
negative regulation of cytokine production involved in inflammatory response(GO:1900016)	16990, 1698, 17, 2	1.177	0.658153617039	0.994912215212	17
negative regulation of extracellular matrix organization(GO:1903054)	16990, 1776, 11, 3	2.609	0.205590625808	0.705343017217	11
regulation of vesicle-mediated transport(GO:0060627)	16990, 1266, 519, 52	1.345	0.142150688694	0.621392265365	519
dopamine metabolic process(GO:0042417)	16990, 502, 29, 2	2.334	0.449130581983	0.904222977943	29
norepinephrine metabolic process(GO:0042415)	16990, 1241, 12, 1	1.141	0.642419573898	0.986602219173	12
negative regulation of response to external stimulus(GO:0032102)	16990, 246, 315, 6	1.316	0.784153870038	1.0	315
intra-Golgi vesicle-mediated transport(GO:0006891)	16990, 119, 33, 1	4.326	0.459136122089	0.909199154899	33
renal system development(GO:0072001)	16990, 740, 14, 1	1.64	0.600033871315	0.97223630828	14
regulation of vitamin metabolic process(GO:0030656)	16990, 0, 13, 0	0.0	1.0	1.0	13
protein localization to chromosome, telomeric region(GO:0070198)	16990, 1383, 15, 2	1.638	0.5073604646	0.936744535715	15
branching involved in ureteric bud morphogenesis(GO:0001658)	16990, 1039, 43, 4	1.521	0.562624884116	0.96310232163	43
inner ear development(GO:0048839)	16990, 1278, 51, 6	1.564	0.466059031527	0.912226066304	51
regulation of epithelial cell proliferation(GO:0050678)	16990, 1690, 319, 37	1.166	0.626846889474	0.981300580996	319
positive regulation of epithelial cell proliferation(GO:0050679)	16990, 23, 181, 1	4.081	0.639655172682	0.985712886747	181
complement activation, classical pathway(GO:0006958)	16990, 542, 35, 5	4.478	0.0268034745216	0.294648990776	35
maturation of SSU-rRNA(GO:0030490)	16990, 0, 34, 0	0.0	1.0	1.0	34
negative regulation of supramolecular fiber organization(GO:1902904)	16990, 87, 124, 3	4.725	0.149276120622	0.635977094945	124
regulation of supramolecular fiber organization(GO:1902903)	16990, 87, 337, 3	1.738	0.726899215008	1.0	337
fatty acid elongation(GO:0030497)	16990, 0, 13, 0	0.0	1.0	1.0	13
epithelial cell proliferation(GO:0050673)	16990, 127, 80, 2	3.344	0.398774808442	0.877167213688	80
positive regulation of osteoclast differentiation(GO:0045672)	16990, 1832, 25, 4	1.484	0.513216398811	0.936744535715	25
positive regulation of extracellular matrix organization(GO:1903055)	16990, 1076, 20, 3	2.368	0.294511981594	0.803165080787	20
regulation of pinocytosis(GO:0048548)	16990, 619, 11, 1	2.495	0.464970997586	0.912116842735	11
G protein-coupled receptor internalization(GO:0002031)	16990, 931, 11, 4	6.636	0.00885970712518	0.14952698692	11
alcohol metabolic process(GO:0006066)	16990, 1056, 296, 47	2.555	6.81302890268e-08	1.63853345109e-05	296
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890)	16990, 1530, 84, 9	1.19	0.712691308751	1.0	84
fucose metabolic process(GO:0006004)	16990, 1204, 16, 6	5.292	0.0024976764487	0.0583195326128	16
glucose metabolic process(GO:0006006)	16990, 865, 112, 12	2.104	0.0758526070471	0.483246410459	112
glucose catabolic process(GO:0006007)	16990, 155, 29, 2	7.56	0.108682260869	0.570078162245	29
fructose metabolic process(GO:0006000)	16990, 155, 15, 3	21.923	0.00150747748613	0.03898369198	15
digestive tract morphogenesis(GO:0048546)	16990, 35, 15, 1	32.362	0.0939971815563	0.533571411772	15
response to steroid hormone(GO:0048545)	16990, 566, 214, 13	1.824	0.178293345179	0.672525917688	214
regulation of chromatin organization(GO:1902275)	16990, 659, 183, 5	0.704	0.987951831691	1.0	183
nucleoside monophosphate biosynthetic process(GO:0009124)	16990, 614, 45, 4	2.46	0.264066698805	0.777528162509	45
negative regulation of protein localization to membrane(GO:1905476)	16990, 1466, 30, 4	1.545	0.51232437795	0.936744535715	30
positive regulation of protein localization to membrane(GO:1905477)	16990, 65, 118, 5	11.076	0.0010222172862	0.0301369813746	118
cell cycle G2/M phase transition(GO:0044839)	16990, 59, 125, 1	2.304	0.758431032177	1.0	125
DNA geometric change(GO:0032392)	16990, 428, 74, 1	0.536	0.969877548337	1.0	74
regulation of dendritic cell differentiation(GO:2001198)	16990, 1073, 13, 4	4.872	0.0268645364592	0.294648990776	13
epithelium development(GO:0060429)	16990, 69, 142, 3	5.202	0.127426581177	0.60685332224	142
protein localization to cytoskeleton(GO:0044380)	16990, 1160, 38, 3	1.156	0.748962237389	1.0	38
response to nicotine(GO:0035094)	16990, 316, 45, 2	2.39	0.484525995945	0.922435580601	45
positive regulation of interferon-gamma production(GO:0032729)	16990, 1918, 62, 9	1.286	0.595648350831	0.971868577848	62
purine-containing compound metabolic process(GO:0072521)	16990, 922, 400, 32	1.474	0.140418697382	0.61945578034	400
prepulse inhibition(GO:0060134)	16990, 1266, 15, 1	0.895	0.735083449519	1.0	15
maternal process involved in female pregnancy(GO:0060135)	16990, 23, 38, 1	19.439	0.182170351114	0.676173362009	38
regulation of lipid kinase activity(GO:0043550)	16990, 1543, 62, 3	0.533	0.98403500125	1.0	62
terpenoid biosynthetic process(GO:0016114)	16990, 18, 13, 1	72.607	0.0479422579396	0.393407113923	13
glycerolipid biosynthetic process(GO:0045017)	16990, 469, 235, 20	3.083	0.0001432984753	0.00757434798015	235
purine-containing compound catabolic process(GO:0072523)	16990, 1757, 51, 7	1.327	0.587262639799	0.969270126622	51
ovulation(GO:0030728)	16990, 1969, 17, 1	0.508	0.877001998435	1.0	17
positive regulation of cardiac muscle cell differentiation(GO:2000727)	16990, 1163, 19, 3	2.307	0.303385213831	0.813877790591	19
actin nucleation(GO:0045010)	16990, 1542, 31, 6	2.133	0.190100314851	0.681983297414	31
pyridine-containing compound metabolic process(GO:0072524)	16990, 155, 116, 3	2.835	0.35645685315	0.850778053041	116
regulation of postsynaptic density organization(GO:1905874)	16990, 0, 16, 0	0.0	1.0	1.0	16
positive regulation of superoxide anion generation(GO:0032930)	16990, 245, 16, 1	4.334	0.376971346632	0.864709450593	16
zymogen activation(GO:0031638)	16990, 458, 40, 3	2.782	0.288145508953	0.79791588835	40
negative regulation of nitric oxide biosynthetic process(GO:0045019)	16990, 1279, 13, 1	1.022	0.681063578462	1.0	13
sodium ion import across plasma membrane(GO:0098719)	16990, 1888, 15, 4	2.4	0.189265100082	0.681983297414	15
phasic smooth muscle contraction(GO:0014821)	16990, 1885, 18, 6	3.004	0.0426538879492	0.366366430421	18
Golgi to vacuole transport(GO:0006896)	16990, 1712, 14, 1	0.709	0.78034582381	1.0	14
blood vessel development(GO:0001568)	16990, 931, 109, 11	1.842	0.186949720001	0.681693663716	109
regulation of neuroblast proliferation(GO:1902692)	16990, 891, 30, 1	0.636	0.895031550686	1.0	30
tissue morphogenesis(GO:0048729)	16990, 86, 375, 5	2.634	0.258659624599	0.775173080574	375
lymphoid progenitor cell differentiation(GO:0002320)	16990, 740, 12, 2	3.827	0.199325453867	0.697276678619	12
natural killer cell activation involved in immune response(GO:0002323)	16990, 1387, 24, 1	0.51	0.902057683176	1.0	24
positive regulation of centrosome cycle(GO:0046607)	16990, 613, 11, 1	2.52	0.462089240261	0.911491080486	11
regulation of cAMP-mediated signaling(GO:0043949)	16990, 328, 52, 2	1.992	0.58419834478	0.968444288577	52
autophagy(GO:0006914)	16990, 1005, 213, 17	1.349	0.492750478812	0.927632419111	213
apoptotic process(GO:0006915)	16990, 846, 651, 44	1.357	0.188823760998	0.681983297414	651
regulation of protein localization to synapse(GO:1902473)	16990, 411, 24, 1	1.722	0.654226179467	0.991751630393	24
phagocytosis, recognition(GO:0006910)	16990, 0, 17, 0	0.0	1.0	1.0	17
phagocytosis, engulfment(GO:0006911)	16990, 141, 38, 2	6.342	0.152890990133	0.6466356215	38
negative regulation of RNA biosynthetic process(GO:1902679)	16990, 193, 1211, 16	1.163	0.849193561618	1.0	1211
nucleobase metabolic process(GO:0009112)	16990, 887, 37, 3	1.553	0.585635476237	0.969270126622	37
vitamin catabolic process(GO:0009111)	16990, 1273, 14, 1	0.953	0.709327118624	1.0	14
vitamin biosynthetic process(GO:0009110)	16990, 1393, 15, 6	4.879	0.00352446848665	0.0756816670571	15
nucleoside metabolic process(GO:0009116)	16990, 371, 112, 4	1.636	0.611835521286	0.976645929119	112
phosphatidylinositol-3-phosphate biosynthetic process(GO:0036092)	16990, 595, 53, 5	2.694	0.161283783337	0.656601968475	53
aminoglycan biosynthetic process(GO:0006023)	16990, 677, 104, 9	2.172	0.129948085682	0.609410998759	104
ribonucleoside metabolic process(GO:0009119)	16990, 359, 82, 3	1.731	0.610978936568	0.976645929119	82
monocarboxylic acid metabolic process(GO:0032787)	16990, 1301, 491, 70	1.862	7.0342695005e-06	0.000650669928797	491
ruffle organization(GO:0031529)	16990, 1793, 25, 3	1.137	0.702510499485	1.0	25
telomeric loop disassembly(GO:0090657)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway(GO:0039531)	16990, 782, 21, 3	3.104	0.194895252658	0.689239124447	21
protein palmitoylation(GO:0018345)	16990, 1577, 34, 5	1.584	0.461109753864	0.911491080486	34
cellular extravasation(GO:0045123)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of neurotransmitter transport(GO:0051590)	16990, 1043, 39, 1	0.418	0.962180544389	1.0	39
walking behavior(GO:0090659)	16990, 1559, 30, 6	2.18	0.176504273514	0.67148943353	30
coronary vasculature development(GO:0060976)	16990, 931, 25, 3	2.19	0.358883299297	0.850778053041	25
regulation of epithelial tube formation(GO:1905276)	16990, 0, 18, 0	0.0	1.0	1.0	18
negative regulation of chromosome organization(GO:2001251)	16990, 572, 131, 1	0.227	0.999485357321	1.0	131
ossification(GO:0001503)	16990, 740, 114, 7	1.41	0.611854517687	0.976645929119	114
positive regulation of developmental growth(GO:0048639)	16990, 49, 168, 3	6.192	0.0921926327139	0.527284855356	168
regulation of developmental growth(GO:0048638)	16990, 69, 320, 4	3.078	0.257498661737	0.775034371539	320
ether metabolic process(GO:0018904)	16990, 419, 19, 3	6.402	0.0430257280122	0.367859309366	19
regulation of actin nucleation(GO:0051125)	16990, 49, 27, 1	12.842	0.222429080552	0.732251114024	27
detection of external biotic stimulus(GO:0098581)	16990, 0, 18, 0	0.0	1.0	1.0	18
anion transport(GO:0006820)	16990, 1966, 537, 113	1.819	3.97544255747e-09	1.42314403935e-06	537
chloride transport(GO:0006821)	16990, 1178, 100, 13	1.875	0.119145624839	0.594974323186	100
iron ion transport(GO:0006826)	16990, 991, 73, 12	2.818	0.00781874327506	0.138265276298	73
copper ion transport(GO:0006825)	16990, 1329, 18, 4	2.841	0.140761989171	0.61945578034	18
manganese ion transport(GO:0006828)	16990, 1443, 12, 2	1.962	0.406890113091	0.880831932492	12
zinc ion transport(GO:0006829)	16990, 1923, 27, 9	2.945	0.0118092073812	0.174240145716	27
hormone-mediated signaling pathway(GO:0009755)	16990, 1632, 177, 28	1.647	0.0462192390137	0.38529382956	177
regulation of cell adhesion mediated by integrin(GO:0033628)	16990, 459, 46, 3	2.414	0.364507965199	0.854496307038	46
translational termination(GO:0006415)	16990, 1895, 95, 5	0.472	0.998481311449	1.0	95
regulation of cell proliferation involved in heart morphogenesis(GO:2000136)	16990, 740, 17, 2	2.701	0.335504655336	0.841824409059	17
adult heart development(GO:0007512)	16990, 534, 14, 1	2.273	0.507181544194	0.936744535715	14
posttranscriptional regulation of gene expression(GO:0010608)	16990, 1376, 437, 37	1.045	0.883610351361	1.0	437
behavioral response to cocaine(GO:0048148)	16990, 316, 20, 1	2.688	0.51526476005	0.93702211563	20
protein modification by small protein conjugation or removal(GO:0070647)	16990, 396, 920, 17	0.793	0.998530362833	1.0	920
protein modification by small protein removal(GO:0070646)	16990, 291, 284, 4	0.822	0.975939888585	1.0	284
mitotic cell cycle arrest(GO:0071850)	16990, 0, 15, 0	0.0	1.0	1.0	15
proton transmembrane transport(GO:1902600)	16990, 189, 134, 2	1.342	0.8317225526	1.0	134
tRNA threonylcarbamoyladenosine metabolic process(GO:0070525)	16990, 0, 11, 0	0.0	1.0	1.0	11
meiosis I cell cycle process(GO:0061982)	16990, 1372, 59, 2	0.42	0.98913825456	1.0	59
positive regulation of fibroblast proliferation(GO:0048146)	16990, 245, 52, 1	1.334	0.809713854308	1.0	52
negative regulation of protein localization to cell periphery(GO:1904376)	16990, 592, 24, 2	2.392	0.415686034313	0.885760124244	24
regulation of keratinocyte proliferation(GO:0010837)	16990, 1202, 30, 5	2.356	0.189687132023	0.681983297414	30
interleukin-12-mediated signaling pathway(GO:0035722)	16990, 526, 46, 2	1.404	0.717437597324	1.0	46
cellular homeostasis(GO:0019725)	16990, 245, 838, 24	1.986	0.0157087020352	0.210470353174	838
cytokinesis(GO:0000910)	16990, 40, 76, 1	5.589	0.477272623008	0.91787863532	76
spinal cord motor neuron differentiation(GO:0021522)	16990, 1976, 19, 3	1.358	0.584340431232	0.968444288577	19
regulation of ubiquitin protein ligase activity(GO:1904666)	16990, 1744, 21, 2	0.928	0.773724775266	1.0	21
spinal cord association neuron differentiation(GO:0021527)	16990, 1943, 13, 1	0.673	0.794120914535	1.0	13
regulation of phospholipase A2 activity(GO:0032429)	16990, 182, 12, 1	7.779	0.24313986599	0.755940650308	12
regulation of interleukin-8 secretion(GO:2000482)	16990, 88, 24, 1	8.045	0.292815899921	0.800869870053	24
positive regulation of interleukin-8 secretion(GO:2000484)	16990, 722, 15, 1	1.569	0.6163944775	0.976645929119	15
positive regulation of ubiquitin protein ligase activity(GO:1904668)	16990, 1744, 12, 2	1.624	0.486706777818	0.9231114763	12
cardiac right ventricle morphogenesis(GO:0003215)	16990, 1092, 13, 2	2.394	0.35746311295	0.850778053041	13
negative regulation of cellular component organization(GO:0051129)	16990, 87, 672, 4	1.162	0.920960601242	1.0	672
regulation of mesonephros development(GO:0061217)	16990, 2000, 26, 8	2.614	0.0385604945455	0.349295628557	26
negative regulation of fibroblast growth factor receptor signaling pathway(GO:0040037)	16990, 440, 16, 3	7.24	0.0313804594281	0.317768441788	16
regulation of fibroblast growth factor receptor signaling pathway(GO:0040036)	16990, 440, 30, 3	3.861	0.148722763264	0.63474400293	30
regulation of development, heterochronic(GO:0040034)	16990, 1747, 13, 1	0.748	0.760748568345	1.0	13
modulation by host of viral genome replication(GO:0044827)	16990, 0, 14, 0	0.0	1.0	1.0	14
cartilage development(GO:0051216)	16990, 802, 71, 6	1.79	0.383713732308	0.870552449057	71
phospholipase C-activating G protein-coupled receptor signaling pathway(GO:0007200)	16990, 1649, 69, 9	1.344	0.556492071422	0.96112275172	69
cell cycle process(GO:0022402)	16990, 3, 944, 1	5.999	0.656431106889	0.993841241466	944
activation of phospholipase C activity(GO:0007202)	16990, 281, 30, 3	6.046	0.0590520554608	0.437658531227	30
protein kinase C-activating G protein-coupled receptor signaling pathway(GO:0007205)	16990, 803, 28, 2	1.511	0.629673126536	0.982396282399	28
positive regulation of mesonephros development(GO:0061213)	16990, 2000, 22, 6	2.317	0.126408229249	0.60439719949	22
removal of superoxide radicals(GO:0019430)	16990, 477, 13, 1	2.74	0.452386204435	0.904772408871	13
protein kinase A signaling(GO:0010737)	16990, 777, 11, 1	1.988	0.521574846445	0.939263402255	11
bone remodeling(GO:0046849)	16990, 1987, 15, 5	2.85	0.0789722745433	0.493720739638	15
modulation of excitatory postsynaptic potential(GO:0098815)	16990, 0, 39, 0	0.0	1.0	1.0	39
positive regulation of interleukin-12 production(GO:0032735)	16990, 722, 32, 2	1.471	0.654074216546	0.991751630393	32
filopodium assembly(GO:0046847)	16990, 796, 18, 5	5.929	0.00610787369809	0.117515489951	18
regulation of protein localization to cell surface(GO:2000008)	16990, 1006, 37, 3	1.369	0.654536009937	0.991908698108	37
regulation of protein kinase A signaling(GO:0010738)	16990, 1904, 20, 2	0.892	0.787421419058	1.0	20
protein hydroxylation(GO:0018126)	16990, 404, 25, 1	1.682	0.665357092691	0.996688762331	25
positive regulation of interleukin-1 production(GO:0032732)	16990, 145, 48, 2	4.882	0.22965904394	0.73594936799	48
regulation of granulocyte macrophage colony-stimulating factor production(GO:0032645)	16990, 1957, 15, 2	1.158	0.661513654491	0.995397380005	15
myeloid cell differentiation(GO:0030099)	16990, 747, 165, 18	2.481	0.00404988063466	0.0832475463791	165
bicarbonate transport(GO:0015701)	16990, 1830, 42, 14	3.095	0.000632517221379	0.0209821229988	42
nuclear RNA surveillance(GO:0071027)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of fibroblast apoptotic process(GO:2000269)	16990, 0, 16, 0	0.0	1.0	1.0	16
glial cell development(GO:0021782)	16990, 153, 51, 1	2.177	0.688031168708	1.0	51
regulation of chemokine production(GO:0032642)	16990, 966, 73, 5	1.205	0.750274028659	1.0	73
positive regulation of muscle tissue development(GO:1901863)	16990, 863, 70, 6	1.687	0.432291101752	0.89625870665	70
calcium ion transmembrane transport(GO:0070588)	16990, 1997, 191, 29	1.292	0.390524047881	0.875629413617	191
NIK/NF-kappaB signaling(GO:0038061)	16990, 1421, 18, 3	1.993	0.366666269597	0.855732536031	18
regulation of interferon-gamma production(GO:0032649)	16990, 1918, 95, 12	1.119	0.761760148631	1.0	95
regulation of interferon-beta production(GO:0032648)	16990, 637, 48, 1	0.556	0.950223628077	1.0	48
collagen-activated signaling pathway(GO:0038065)	16990, 0, 13, 0	0.0	1.0	1.0	13
ammonium transmembrane transport(GO:0072488)	16990, 794, 17, 2	2.517	0.358436897517	0.850778053041	17
regulation of humoral immune response mediated by circulating immunoglobulin(GO:0002923)	16990, 315, 11, 2	9.807	0.0518312301593	0.408701995191	11
positive regulation of humoral immune response(GO:0002922)	16990, 92, 16, 1	11.542	0.2040666293	0.703627589199	16
negative regulation of humoral immune response(GO:0002921)	16990, 354, 12, 3	11.999	0.00746707038261	0.135024844137	12
regulation of humoral immune response(GO:0002920)	16990, 542, 69, 7	3.18	0.0406705632676	0.357633289428	69
action potential(GO:0001508)	16990, 84, 80, 2	5.057	0.250214819019	0.765119694521	80
negative regulation of myotube differentiation(GO:0010832)	16990, 1255, 17, 3	2.389	0.283081493145	0.791733028881	17
regulation of osteoclast differentiation(GO:0045670)	16990, 115, 64, 1	2.308	0.696822722687	1.0	64
cardiac muscle cell proliferation(GO:0060038)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of mitotic cell cycle(GO:0007346)	16990, 456, 585, 10	0.637	0.999727406849	1.0	585
response to amine(GO:0014075)	16990, 1851, 46, 8	1.596	0.35360821969	0.850778053041	46
acrosome reaction(GO:0007340)	16990, 1232, 16, 2	1.724	0.503570176314	0.934213112739	16
actin filament-based process(GO:0030029)	16990, 1201, 378, 47	1.759	0.00176226329411	0.0434691612548	378
fusion of sperm to egg plasma membrane involved in single fertilization(GO:0007342)	16990, 1525, 16, 2	1.393	0.580256430218	0.968042301339	16
cellular response to dsRNA(GO:0071359)	16990, 1119, 21, 2	1.446	0.610542952409	0.976645929119	21
cellular response to tumor necrosis factor(GO:0071356)	16990, 1891, 122, 21	1.547	0.156995306221	0.647639299249	122
import across plasma membrane(GO:0098739)	16990, 1923, 94, 25	2.35	0.000387072928487	0.0147763554446	94
cellular response to interleukin-6(GO:0071354)	16990, 923, 15, 1	1.227	0.68263229689	1.0	15
negative regulation of cellular protein catabolic process(GO:1903363)	16990, 1652, 83, 9	1.115	0.776086474842	1.0	83
gonad development(GO:0008406)	16990, 39, 107, 1	4.071	0.592456352301	0.969620637826	107
triglyceride catabolic process(GO:0019433)	16990, 1253, 26, 10	5.215	6.70627003062e-05	0.00418924140874	26
mitotic G2/M transition checkpoint(GO:0044818)	16990, 1587, 28, 5	1.912	0.30160268683	0.811845253488	28
megakaryocyte development(GO:0035855)	16990, 1943, 15, 3	1.749	0.417832774214	0.887158786377	15
suckling behavior(GO:0001967)	16990, 1389, 13, 1	0.941	0.699792956426	1.0	13
startle response(GO:0001964)	16990, 1944, 13, 1	0.672	0.794291181608	1.0	13
negative regulation of response to endoplasmic reticulum stress(GO:1903573)	16990, 1876, 44, 12	2.47	0.0134506427577	0.189174244633	44
synaptic transmission, dopaminergic(GO:0001963)	16990, 1266, 15, 1	0.895	0.735083449519	1.0	15
positive regulation of stem cell proliferation(GO:2000648)	16990, 58, 38, 1	7.709	0.33891677989	0.844227229456	38
regulation of sodium ion transmembrane transporter activity(GO:2000649)	16990, 1193, 52, 9	2.465	0.0545404443997	0.420415925581	52
regulation of NMDA receptor activity(GO:2000310)	16990, 1217, 20, 3	2.094	0.354962421898	0.850778053041	20
regulation of AMPA receptor activity(GO:2000311)	16990, 0, 25, 0	0.0	1.0	1.0	25
snoRNA 3'-end processing(GO:0031126)	16990, 0, 11, 0	0.0	1.0	1.0	11
pharyngeal system development(GO:0060037)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of T-helper 17 type immune response(GO:2000316)	16990, 261, 19, 1	3.426	0.449248589413	0.904222977943	19
regulation of early endosome to late endosome transport(GO:2000641)	16990, 777, 17, 2	2.572	0.351317542251	0.850778053041	17
negative regulation of catecholamine secretion(GO:0033604)	16990, 1243, 15, 2	1.822	0.47079472485	0.912378173461	15
positive regulation of catecholamine secretion(GO:0033605)	16990, 1860, 13, 1	0.703	0.779988747526	1.0	13
regulation of water loss via skin(GO:0033561)	16990, 689, 24, 2	2.055	0.479139684948	0.918557945237	24
fatty acid derivative biosynthetic process(GO:1901570)	16990, 18, 81, 1	11.653	0.314260826744	0.822321652936	81
regulation of mRNA splicing, via spliceosome(GO:0048024)	16990, 415, 97, 2	0.844	0.933723772655	1.0	97
inorganic anion transmembrane transport(GO:0098661)	16990, 1159, 106, 14	1.936	0.0848454716021	0.510629657459	106
protein localization to phagophore assembly site(GO:0034497)	16990, 1967, 13, 1	0.664	0.798207324273	1.0	13
regulation of heat generation(GO:0031650)	16990, 132, 13, 1	9.901	0.20907870934	0.711729220176	13
regulation of protein binding(GO:0043393)	16990, 1854, 214, 32	1.37	0.236168934375	0.745878249734	214
negative regulation of DNA binding(GO:0043392)	16990, 565, 53, 3	1.702	0.574894364334	0.966529847063	53
toll-like receptor 4 signaling pathway(GO:0034142)	16990, 1515, 18, 3	1.869	0.395876665296	0.877167213688	18
regulation of toll-like receptor 4 signaling pathway(GO:0034143)	16990, 1871, 20, 5	2.27	0.174979707064	0.67148943353	20
cellular response to glucose starvation(GO:0042149)	16990, 627, 42, 3	1.936	0.476639742121	0.91787863532	42
regulation of defense response to virus by host(GO:0050691)	16990, 1610, 37, 1	0.285	0.981007415792	1.0	37
early endosome to Golgi transport(GO:0034498)	16990, 1530, 12, 1	0.925	0.693903316902	1.0	12
negative regulation of ubiquitin-protein transferase activity(GO:0051444)	16990, 880, 16, 1	1.207	0.701577140548	1.0	16
regulation of meiotic cell cycle(GO:0051445)	16990, 1101, 47, 2	0.657	0.9416271487	1.0	47
positive regulation of meiotic cell cycle(GO:0051446)	16990, 1101, 22, 2	1.403	0.626930703825	0.981300580996	22
positive regulation of interleukin-13 production(GO:0032736)	16990, 107, 15, 1	10.586	0.217495101455	0.728010743213	15
regulation of translation in response to stress(GO:0043555)	16990, 1376, 16, 2	1.543	0.541015209054	0.949355571659	16
regulation of defense response to bacterium(GO:1900424)	16990, 330, 17, 2	6.057	0.128350410485	0.60837453044	17
positive regulation of ubiquitin-protein transferase activity(GO:0051443)	16990, 1744, 32, 2	0.609	0.924790453624	1.0	32
protein autoprocessing(GO:0016540)	16990, 73, 15, 2	31.032	0.00876622261412	0.148543209647	15
nucleotide salvage(GO:0043173)	16990, 798, 15, 2	2.839	0.303802539214	0.814089255499	15
cortical cytoskeleton organization(GO:0030865)	16990, 113, 44, 3	10.251	0.0199338207743	0.243973735176	44
negative regulation of protein localization to cell surface(GO:2000009)	16990, 1006, 13, 1	1.299	0.634580667697	0.983952660563	13
positive regulation of protein catabolic process(GO:0045732)	16990, 948, 214, 14	1.172	0.759600895063	1.0	214
regulation of nuclear cell cycle DNA replication(GO:0033262)	16990, 1389, 16, 1	0.764	0.777388059243	1.0	16
respiratory burst(GO:0045730)	16990, 762, 20, 2	2.23	0.428058958925	0.893798208822	20
regulation of actin filament organization(GO:0110053)	16990, 1001, 255, 21	1.398	0.372199986554	0.861583386213	255
positive regulation of interleukin-10 production(GO:0032733)	16990, 122, 31, 2	8.985	0.0875888182309	0.51517141276	31
regulation of odontogenesis(GO:0042481)	16990, 1039, 27, 3	1.817	0.462783702738	0.911491080486	27
