Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
negative regulation of response to stimulus(GO:0048585)	16990, 799, 1514, 109	1.531	0.00010674519799	0.00484381511636	1514
positive regulation of chromatin organization(GO:1905269)	16990, 30, 99, 2	11.441	0.0842571729929	0.381388554243	99
negative regulation of chromatin organization(GO:1905268)	16990, 460, 61, 4	2.422	0.294956602055	0.640515239677	61
sensory perception of chemical stimulus(GO:0007606)	16990, 196, 174, 2	0.996	0.928146610067	1.0	174
UV-damage excision repair(GO:0070914)	16990, 1820, 11, 3	2.546	0.215354107857	0.566247148172	11
regulation of type 2 immune response(GO:0002828)	16990, 13, 30, 1	43.564	0.0935668143074	0.40160163463	30
negative regulation of type 2 immune response(GO:0002829)	16990, 13, 14, 1	93.352	0.0389628490227	0.258769474804	14
positive regulation of T-helper 1 type immune response(GO:0002827)	16990, 538, 20, 1	1.579	0.655632659138	0.872604972075	20
positive regulation of proteasomal protein catabolic process(GO:1901800)	16990, 1888, 105, 18	1.543	0.201205636849	0.553028064711	105
negative regulation of adaptive immune response(GO:0002820)	16990, 13, 42, 1	31.117	0.132747741927	0.463160966546	42
positive regulation of adaptive immune response(GO:0002821)	16990, 1648, 104, 8	0.793	0.969565856893	1.0	104
neuromuscular junction development(GO:0007528)	16990, 176, 34, 2	5.678	0.171393507243	0.51506133417	34
sensory perception of pain(GO:0019233)	16990, 1706, 51, 9	1.757	0.23952241501	0.591701528717	51
water transport(GO:0006833)	16990, 582, 20, 1	1.46	0.671992948305	0.882255673526	20
dendritic cell migration(GO:0036336)	16990, 0, 21, 0	0.0	1.0	1.0	21
organ induction(GO:0001759)	16990, 145, 13, 1	9.013	0.222739664215	0.576655962946	13
labyrinthine layer blood vessel development(GO:0060716)	16990, 1623, 19, 3	1.653	0.465561702227	0.763936622486	19
negative regulation of stem cell proliferation(GO:2000647)	16990, 945, 11, 5	8.172	0.000796492332471	0.0194245013536	11
neural crest cell migration(GO:0001755)	16990, 1906, 55, 13	2.107	0.0417238273986	0.265816701705	55
interleukin-6-mediated signaling pathway(GO:0070102)	16990, 1953, 14, 2	1.243	0.624542248001	0.857737420162	14
cellular response to chemokine(GO:1990869)	16990, 0, 14, 0	0.0	1.0	1.0	14
positive regulation of epithelial cell migration(GO:0010634)	16990, 1728, 137, 22	1.579	0.12823332809	0.458349746861	137
oxidative demethylation(GO:0070989)	16990, 156, 17, 1	6.406	0.30877561994	0.65254210967	17
positive regulation of cofactor metabolic process(GO:0051194)	16990, 63, 27, 1	9.988	0.264852939236	0.614127400175	27
negative regulation of cofactor metabolic process(GO:0051195)	16990, 1953, 20, 2	0.87	0.798272504265	0.942949593693	20
positive regulation of cellular protein catabolic process(GO:1903364)	16990, 1888, 141, 22	1.404	0.293378295475	0.639687035918	141
epithelial cell migration(GO:0010631)	16990, 1991, 82, 15	1.561	0.231108111154	0.584395466546	82
regulation of epithelial cell migration(GO:0010632)	16990, 1336, 212, 30	1.8	0.0128214907003	0.134068196235	212
negative regulation of epithelial cell migration(GO:0010633)	16990, 26, 65, 2	20.107	0.0303751894774	0.227577354184	65
post-anal tail morphogenesis(GO:0036342)	16990, 1297, 18, 8	5.822	0.000158869183026	0.00664487626394	18
positive regulation of myoblast differentiation(GO:0045663)	16990, 0, 22, 0	0.0	1.0	1.0	22
positive regulation of organelle organization(GO:0010638)	16990, 1991, 598, 97	1.384	0.00769568590285	0.0966055124225	598
negative regulation of organelle organization(GO:0010639)	16990, 1858, 361, 53	1.343	0.122540677179	0.449939433002	361
left/right axis specification(GO:0070986)	16990, 303, 13, 2	8.627	0.0671342316226	0.340269393156	13
sodium ion export across plasma membrane(GO:0036376)	16990, 38, 13, 1	34.393	0.0840345336187	0.381388554243	13
regulation of fertilization(GO:0080154)	16990, 426, 27, 1	1.477	0.70869474094	0.896822337259	27
epithelial cell differentiation involved in kidney development(GO:0035850)	16990, 491, 17, 3	6.106	0.0467266782339	0.28508974521	17
lysosomal transport(GO:0007041)	16990, 333, 95, 3	1.611	0.664837784926	0.877571280323	95
glycolytic process through glucose-6-phosphate(GO:0061620)	16990, 1285, 26, 6	3.051	0.0504659836167	0.297477182839	26
regulation of histone deacetylation(GO:0031063)	16990, 13, 26, 1	50.266	0.0795467089653	0.374071206169	26
positive regulation of striated muscle contraction(GO:0045989)	16990, 707, 13, 1	1.849	0.560325161585	0.821696349763	13
telencephalon development(GO:0021537)	16990, 238, 18, 1	3.966	0.408856217617	0.728730437404	18
cell migration in hindbrain(GO:0021535)	16990, 1234, 11, 4	5.007	0.0226298800944	0.19042079932	11
negative regulation of transporter activity(GO:0032410)	16990, 707, 77, 4	1.248	0.754785393513	0.922622043913	77
positive regulation of transporter activity(GO:0032411)	16990, 38, 105, 1	4.258	0.578549769928	0.832931575382	105
negative regulation of myoblast differentiation(GO:0045662)	16990, 1724, 25, 5	1.971	0.268181477344	0.616743345859	25
lysosome localization(GO:0032418)	16990, 1976, 35, 6	1.474	0.479318085114	0.774964702319	35
positive regulation of pri-miRNA transcription by RNA polymerase II(GO:1902895)	16990, 1953, 29, 8	2.4	0.0628910141762	0.32632770031	29
regulation of vasculature development(GO:1901342)	16990, 1646, 312, 36	1.191	0.577390998551	0.83275557029	312
negative regulation of vasculature development(GO:1901343)	16990, 1621, 116, 12	1.084	0.812392688053	0.952610636161	116
embryonic axis specification(GO:0000578)	16990, 6, 29, 1	97.644	0.048096085602	0.28887420313	29
regulation of DNA methylation(GO:0044030)	16990, 1319, 23, 3	1.68	0.488338686129	0.782969693427	23
cytoplasmic sequestering of protein(GO:0051220)	16990, 1579, 24, 5	2.242	0.195499656136	0.544416153122	24
positive regulation of protein serine/threonine kinase activity(GO:0071902)	16990, 1127, 331, 40	1.822	0.00248869954469	0.0436884847078	331
negative regulation of protein serine/threonine kinase activity(GO:0071901)	16990, 1026, 131, 16	2.023	0.040878243208	0.264635733285	131
regulation of protein serine/threonine kinase activity(GO:0071900)	16990, 1127, 502, 57	1.712	0.000875578495065	0.020746465819	502
spindle assembly(GO:0051225)	16990, 1021, 86, 6	1.161	0.777383921887	0.933759498617	86
response to muscle stretch(GO:0035994)	16990, 1825, 19, 2	0.98	0.745526056001	0.917834740048	19
negative regulation of protein binding(GO:0032091)	16990, 1915, 101, 17	1.493	0.261856575275	0.611828608901	101
poly(A)+ mRNA export from nucleus(GO:0016973)	16990, 1721, 17, 1	0.581	0.843548700286	0.969356523665	17
cardiac chamber morphogenesis(GO:0003206)	16990, 1796, 33, 8	2.293	0.0820360506147	0.377024922427	33
response to food(GO:0032094)	16990, 1521, 21, 2	1.064	0.723891343746	0.904394120369	21
regulation of response to food(GO:0032095)	16990, 0, 19, 0	0.0	1.0	1.0	19
Rac protein signal transduction(GO:0016601)	16990, 1605, 21, 3	1.512	0.526693241614	0.805530840115	21
regulation of appetite(GO:0032098)	16990, 455, 21, 1	1.778	0.637111707975	0.863826006617	21
magnesium ion homeostasis(GO:0010960)	16990, 15, 13, 1	87.128	0.0412087517079	0.264992106571	13
mitotic cytokinesis(GO:0000281)	16990, 1817, 50, 7	1.309	0.596457991959	0.84333368912	50
positive regulation of protein localization to cell surface(GO:2000010)	16990, 0, 16, 0	0.0	1.0	1.0	16
cardiac ventricle morphogenesis(GO:0003208)	16990, 1796, 28, 8	2.703	0.0339517009933	0.242656287931	28
negative regulation of interleukin-17 production(GO:0032700)	16990, 18, 13, 1	72.607	0.0479422579396	0.28887420313	13
negative regulation of bone remodeling(GO:0046851)	16990, 0, 14, 0	0.0	1.0	1.0	14
response to interleukin-6(GO:0070741)	16990, 0, 19, 0	0.0	1.0	1.0	19
alditol metabolic process(GO:0019400)	16990, 722, 24, 1	0.98	0.789170601365	0.938902380522	24
phosphatidylinositol dephosphorylation(GO:0046856)	16990, 1266, 22, 1	0.61	0.868053467516	0.979896075746	22
transmembrane transport(GO:0055085)	16990, 48, 1202, 8	2.356	0.171765817101	0.515726329749	1202
methylation(GO:0032259)	16990, 156, 300, 2	0.726	0.984133020789	1.0	300
positive regulation of signaling receptor activity(GO:2000273)	16990, 1638, 38, 6	1.638	0.397982392485	0.723774737231	38
negative regulation of signaling receptor activity(GO:2000272)	16990, 0, 29, 0	0.0	1.0	1.0	29
negative regulation of biomineral tissue development(GO:0070168)	16990, 1732, 24, 4	1.635	0.442143085478	0.749104699243	24
antigen processing and presentation of endogenous antigen(GO:0019883)	16990, 0, 20, 0	0.0	1.0	1.0	20
antigen processing and presentation of endogenous peptide antigen via MHC class I(GO:0019885)	16990, 0, 13, 0	0.0	1.0	1.0	13
T cell differentiation in thymus(GO:0033077)	16990, 1001, 29, 6	3.512	0.0305567688485	0.227872958389	29
negative regulation of DNA biosynthetic process(GO:2000279)	16990, 1204, 38, 2	0.743	0.899836308484	0.995678086912	38
regulation of DNA biosynthetic process(GO:2000278)	16990, 1985, 109, 13	1.021	0.861900321301	0.977401059562	109
enamel mineralization(GO:0070166)	16990, 199, 11, 2	15.523	0.0250472227469	0.202482590609	11
regulation of biomineral tissue development(GO:0070167)	16990, 1906, 86, 15	1.555	0.239355005873	0.591701528717	86
positive regulation of MAPK cascade(GO:0043410)	16990, 1732, 525, 81	1.513	0.00159748401266	0.0322852861381	525
lymphocyte migration(GO:0072676)	16990, 378, 63, 4	2.854	0.213021618421	0.563915236437	63
eosinophil migration(GO:0072677)	16990, 355, 22, 1	2.175	0.581886444339	0.835273493233	22
macromolecule methylation(GO:0043414)	16990, 156, 240, 2	0.908	0.956119762429	1.0	240
positive regulation of autophagosome assembly(GO:2000786)	16990, 265, 11, 1	5.828	0.285015614816	0.629731330852	11
regulation of organic acid transport(GO:0032890)	16990, 766, 56, 3	1.188	0.774682583085	0.933335337824	56
negative regulation of organic acid transport(GO:0032891)	16990, 1510, 20, 2	1.125	0.696310607769	0.890563597742	20
positive regulation of organic acid transport(GO:0032892)	16990, 766, 33, 2	1.344	0.694289914898	0.89050911257	33
T cell migration(GO:0072678)	16990, 378, 24, 1	1.873	0.632312253268	0.861994632875	24
negative regulation of viral transcription(GO:0032897)	16990, 143, 24, 1	4.95	0.391656290818	0.719857378233	24
male sex determination(GO:0030238)	16990, 1347, 14, 3	2.703	0.212522601344	0.563730106742	14
cellular response to cytokine stimulus(GO:0071345)	16990, 1752, 423, 54	1.238	0.336985836113	0.675601999243	423
olfactory bulb development(GO:0021772)	16990, 58, 17, 2	34.462	0.00741707865431	0.0938846008612	17
amino acid transmembrane transport(GO:0003333)	16990, 1148, 75, 10	1.973	0.144604443541	0.478368207312	75
cellular response to interferon-gamma(GO:0071346)	16990, 489, 92, 7	2.644	0.100890736869	0.414364042575	92
response to potassium ion(GO:0035864)	16990, 0, 15, 0	0.0	1.0	1.0	15
negative regulation of Notch signaling pathway(GO:0045746)	16990, 1014, 38, 10	4.409	0.000467324954695	0.0130059728149	38
response to amphetamine(GO:0001975)	16990, 0, 33, 0	0.0	1.0	1.0	33
blood vessel remodeling(GO:0001974)	16990, 134, 31, 1	4.09	0.46321841738	0.761997464979	31
sarcoplasmic reticulum calcium ion transport(GO:0070296)	16990, 153, 12, 1	9.254	0.21413600294	0.565218803167	12
nucleoside phosphate catabolic process(GO:1901292)	16990, 1454, 108, 15	1.623	0.206391179791	0.557117367721	108
nucleoside phosphate biosynthetic process(GO:1901293)	16990, 1800, 274, 45	1.55	0.0205199458061	0.179281812225	274
renal absorption(GO:0070293)	16990, 207, 14, 1	5.863	0.303042304813	0.646383197105	14
peripheral nervous system axon ensheathment(GO:0032292)	16990, 1960, 17, 5	2.55	0.118857512129	0.442838600574	17
regulation of ceramide biosynthetic process(GO:2000303)	16990, 1975, 13, 3	1.985	0.340839822523	0.677212465208	13
organonitrogen compound catabolic process(GO:1901565)	16990, 285, 772, 18	1.39	0.508722830591	0.795549527304	772
mitotic metaphase plate congression(GO:0007080)	16990, 773, 39, 1	0.564	0.936046694893	1.0	39
mitochondrial respiratory chain complex IV assembly(GO:0033617)	16990, 1923, 20, 2	0.884	0.791577521593	0.940120463916	20
hatching(GO:0035188)	16990, 1998, 27, 8	2.52	0.0474290222267	0.287321910467	27
retrograde transport, endosome to Golgi(GO:0042147)	16990, 810, 86, 4	0.976	0.886103959672	0.987296744503	86
heart morphogenesis(GO:0003007)	16990, 1793, 36, 7	1.843	0.247493741388	0.598475468371	36
membrane protein proteolysis(GO:0033619)	16990, 836, 37, 5	2.746	0.133354035363	0.463798199636	37
clathrin-dependent endocytosis(GO:0072583)	16990, 22, 26, 1	29.703	0.11969363568	0.443890815435	26
regulation of protein catabolic process(GO:0042176)	16990, 1690, 377, 47	1.253	0.342095745994	0.679143376988	377
negative regulation of protein catabolic process(GO:0042177)	16990, 15, 129, 1	8.78	0.410164600339	0.728730437404	129
ERBB signaling pathway(GO:0038127)	16990, 1623, 72, 12	1.745	0.180724362687	0.527741807034	72
regulation of intracellular pH(GO:0051453)	16990, 1265, 70, 5	0.959	0.878457466875	0.98241813896	70
ERBB2 signaling pathway(GO:0038128)	16990, 15, 31, 1	36.538	0.108283193788	0.4235050055	31
xenobiotic catabolic process(GO:0042178)	16990, 707, 11, 3	6.554	0.0313746186627	0.230597955758	11
regulation of protein complex assembly(GO:0043254)	16990, 1649, 429, 57	1.369	0.0827357840705	0.377928890198	429
regulation of insulin-like growth factor receptor signaling pathway(GO:0043567)	16990, 194, 23, 1	3.808	0.449327841206	0.752792377638	23
regulation of neuromuscular junction development(GO:1904396)	16990, 1955, 11, 2	1.58	0.498316571842	0.789401054	11
protein import into peroxisome matrix(GO:0016558)	16990, 0, 11, 0	0.0	1.0	1.0	11
mRNA modification(GO:0016556)	16990, 1439, 21, 2	1.124	0.705261465586	0.894962458267	21
cytidine to uridine editing(GO:0016554)	16990, 180, 12, 1	7.866	0.241114156277	0.592813583101	12
negative regulation of nucleotide catabolic process(GO:0030812)	16990, 1953, 13, 2	1.338	0.585605883153	0.838073281156	13
positive regulation of nucleotide catabolic process(GO:0030813)	16990, 1718, 21, 1	0.471	0.899581269152	0.995678086912	21
positive regulation of nucleotide biosynthetic process(GO:0030810)	16990, 137, 39, 1	3.18	0.555903320104	0.819526006877	39
regulation of retrograde protein transport, ER to cytosol(GO:1904152)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of Notch signaling pathway(GO:0045747)	16990, 1137, 50, 10	2.989	0.0099842557597	0.112998282833	50
negative regulation of G protein-coupled receptor signaling pathway(GO:0045744)	16990, 446, 38, 2	2.005	0.544915307912	0.812010221314	38
positive regulation of G protein-coupled receptor signaling pathway(GO:0045745)	16990, 1892, 32, 6	1.684	0.353589559462	0.68662324627	32
response to vitamin(GO:0033273)	16990, 1064, 83, 15	2.886	0.00175054760169	0.0345087457547	83
positive regulation of DNA replication(GO:0045740)	16990, 1258, 37, 7	2.555	0.0800029809801	0.375062708103	37
positive regulation of nitric oxide metabolic process(GO:1904407)	16990, 158, 38, 1	2.83	0.586416096551	0.838628454478	38
regulation of interleukin-4 production(GO:0032673)	16990, 499, 28, 1	1.216	0.761144223882	0.927331235277	28
regulation of interleukin-5 production(GO:0032674)	16990, 190, 22, 1	4.065	0.430269874884	0.740464435847	22
regulation of interleukin-6 production(GO:0032675)	16990, 1732, 124, 22	1.74	0.0482864135234	0.289598066144	124
cerebral cortex cell migration(GO:0021795)	16990, 1338, 23, 6	3.313	0.0335856840563	0.241115134792	23
regulation of interleukin-8 production(GO:0032677)	16990, 158, 65, 2	3.309	0.386324301492	0.71607702897	65
mitochondrial respiratory chain complex assembly(GO:0033108)	16990, 1923, 90, 8	0.785	0.967233101118	1.0	90
regulation of type B pancreatic cell proliferation(GO:0061469)	16990, 32, 11, 1	48.267	0.0614366140314	0.323026788306	11
regulation of body fluid levels(GO:0050878)	16990, 582, 380, 20	1.536	0.248407114302	0.59861634258	380
multicellular organismal movement(GO:0050879)	16990, 0, 14, 0	0.0	1.0	1.0	14
nervous system process(GO:0050877)	16990, 278, 922, 23	1.525	0.229777904434	0.582007225027	922
regulation of cellular protein catabolic process(GO:1903362)	16990, 1929, 243, 32	1.16	0.650354074822	0.870407609225	243
white fat cell differentiation(GO:0050872)	16990, 30, 13, 1	43.564	0.0698778564632	0.349389282316	13
brown fat cell differentiation(GO:0050873)	16990, 16, 28, 1	37.924	0.101136320802	0.414719269442	28
positive regulation of T cell activation(GO:0050870)	16990, 13, 199, 1	6.567	0.51826167441	0.800007629668	199
positive regulation of B cell activation(GO:0050871)	16990, 32, 77, 2	13.791	0.0596499276349	0.319505737109	77
regulation of immunoglobulin production(GO:0002637)	16990, 13, 67, 1	19.506	0.212534995155	0.563730106742	67
negative regulation of I-kappaB kinase/NF-kappaB signaling(GO:0043124)	16990, 81, 42, 1	4.994	0.447273044107	0.751433990151	42
regulation of skeletal muscle adaptation(GO:0014733)	16990, 1412, 14, 3	2.578	0.227817726761	0.581966686086	14
negative regulation of meiotic cell cycle(GO:0051447)	16990, 1405, 16, 4	3.023	0.113671392093	0.432702024948	16
regulation of attachment of spindle microtubules to kinetochore(GO:0051988)	16990, 111, 12, 1	12.755	0.170757592446	0.514626578738	12
negative regulation of chromosome segregation(GO:0051985)	16990, 1822, 33, 5	1.413	0.540661804766	0.808928830792	33
positive regulation of chromosome segregation(GO:0051984)	16990, 111, 28, 1	5.467	0.384266634215	0.713913677318	28
lipid modification(GO:0030258)	16990, 15, 261, 1	4.34	0.652903331276	0.8723513954	261
lipid glycosylation(GO:0030259)	16990, 436, 11, 1	3.543	0.375101585533	0.708377945196	11
regulation of chromosome segregation(GO:0051983)	16990, 111, 102, 2	3.001	0.465667812293	0.763936622486	102
negative regulation of immunoglobulin production(GO:0002638)	16990, 13, 12, 1	108.91	0.0334438502119	0.240647404602	12
membrane docking(GO:0022406)	16990, 553, 174, 10	1.766	0.28961245784	0.635799142953	174
positive regulation of ATP metabolic process(GO:1903580)	16990, 1953, 37, 4	0.94	0.835634532233	0.9667540305	37
chromatin remodeling(GO:0006338)	16990, 2, 155, 1	54.806	0.12217229812	0.449272747674	155
positive regulation of immune system process(GO:0002684)	16990, 13, 927, 1	1.41	0.954627931488	1.0	927
protein localization to ciliary membrane(GO:1903441)	16990, 1974, 11, 3	2.347	0.251133719339	0.601870049835	11
nucleosome assembly(GO:0006334)	16990, 73, 115, 1	2.024	0.78446033856	0.937687432523	115
regulation of dendrite extension(GO:1903859)	16990, 852, 24, 1	0.831	0.823679311599	0.960459997283	24
chromatin assembly or disassembly(GO:0006333)	16990, 73, 76, 1	3.062	0.63926692186	0.864215044367	76
mRNA 3'-end processing(GO:0031124)	16990, 1956, 78, 7	0.78	0.961414527369	1.0	78
neutrophil degranulation(GO:0043312)	16990, 1623, 477, 56	1.229	0.358691799826	0.692868582991	477
intraciliary transport involved in cilium assembly(GO:0035735)	16990, 175, 40, 1	2.427	0.63380006965	0.862173577741	40
protein kinase B signaling(GO:0043491)	16990, 1732, 39, 4	1.006	0.804614263942	0.948247180893	39
glycerophospholipid catabolic process(GO:0046475)	16990, 307, 20, 3	8.301	0.0244932036457	0.200141904818	20
liver development(GO:0001889)	16990, 96, 107, 4	6.616	0.0241353261211	0.198107369697	107
phosphatidylglycerol metabolic process(GO:0046471)	16990, 1976, 28, 5	1.535	0.46182959055	0.76147507016	28
phosphatidylcholine metabolic process(GO:0046470)	16990, 901, 73, 6	1.55	0.512546802113	0.797167379664	73
phosphatidic acid metabolic process(GO:0046473)	16990, 70, 40, 1	6.068	0.39614101181	0.723774737231	40
negative regulation of fatty acid metabolic process(GO:0045922)	16990, 0, 25, 0	0.0	1.0	1.0	25
regulation of hexokinase activity(GO:1903299)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of exocytosis(GO:0045920)	16990, 446, 32, 1	1.19	0.785127800642	0.937786123936	32
myosin filament assembly(GO:0031034)	16990, 609, 12, 1	2.325	0.488296984513	0.782969693427	12
negative regulation of growth(GO:0045926)	16990, 1796, 252, 46	1.727	0.00207033991	0.0384714052762	252
actomyosin structure organization(GO:0031032)	16990, 1540, 100, 14	1.545	0.28373345226	0.628714071568	100
detoxification of inorganic compound(GO:0061687)	16990, 272, 17, 1	3.674	0.420734883054	0.732733016582	17
execution phase of apoptosis(GO:0097194)	16990, 1702, 23, 3	1.302	0.619974678994	0.857411790097	23
regulation of coenzyme metabolic process(GO:0051196)	16990, 1953, 57, 7	1.068	0.791506594755	0.940120463916	57
lamellipodium assembly(GO:0030032)	16990, 984, 34, 4	2.031	0.345310130436	0.679757457053	34
coronary vasculature morphogenesis(GO:0060977)	16990, 1991, 12, 5	3.556	0.03168640113	0.231988052862	12
apoptotic signaling pathway(GO:0097190)	16990, 36, 262, 3	5.404	0.13432935871	0.463956393094	262
positive regulation of sodium ion transmembrane transport(GO:1902307)	16990, 137, 21, 2	11.811	0.0493829108417	0.29324913722	21
roof of mouth development(GO:0060021)	16990, 142, 80, 5	7.478	0.00479397814768	0.0684258587035	80
homeostatic process(GO:0042592)	16990, 1343, 1465, 137	1.183	0.180704641513	0.527741807034	1465
leukocyte migration(GO:0050900)	16990, 378, 293, 11	1.687	0.337717554577	0.675716072177	293
protein localization to cilium(GO:0061512)	16990, 469, 43, 1	0.842	0.883345201081	0.98605022446	43
detection of stimulus involved in sensory perception(GO:0050906)	16990, 221, 505, 3	0.457	0.99975407494	1.0	505
response to starvation(GO:0042594)	16990, 1866, 186, 32	1.566	0.0529878927969	0.302394574956	186
RNA polyadenylation(GO:0043631)	16990, 1568, 31, 3	1.049	0.768886880289	0.931426251362	31
segmentation(GO:0035282)	16990, 1297, 53, 9	2.224	0.0904839933037	0.396086275061	53
sensory perception of taste(GO:0050909)	16990, 0, 28, 0	0.0	1.0	1.0	28
pyrimidine nucleotide biosynthetic process(GO:0006221)	16990, 254, 46, 2	2.908	0.407455887333	0.728475587907	46
regulation of nuclease activity(GO:0032069)	16990, 1570, 22, 1	0.492	0.896412834076	0.993523878819	22
chromosome separation(GO:0051304)	16990, 1294, 14, 3	2.814	0.200002702381	0.551612957827	14
vitamin D metabolic process(GO:0042359)	16990, 1064, 14, 1	1.141	0.675516391099	0.883261828567	14
gas transport(GO:0015669)	16990, 423, 18, 1	2.231	0.561387397011	0.821750876331	18
response to hyperoxia(GO:0055093)	16990, 472, 19, 4	7.578	0.00816607677328	0.0986905258279	19
negative regulation of myeloid cell differentiation(GO:0045638)	16990, 1971, 77, 12	1.343	0.499258581118	0.789401054	77
multicellular organism development(GO:0007275)	16990, 1843, 644, 91	1.303	0.0547945212182	0.307181406829	644
cell division(GO:0051301)	16990, 1382, 387, 42	1.334	0.226732754785	0.581877237234	387
pyrimidine nucleotide catabolic process(GO:0006244)	16990, 593, 13, 2	4.408	0.174089140016	0.519781976086	13
negative regulation of gene expression, epigenetic(GO:0045814)	16990, 765, 74, 7	2.101	0.212789148642	0.563824611401	74
positive regulation of gene expression, epigenetic(GO:0045815)	16990, 460, 61, 1	0.605	0.951594327252	1.0	61
hepatocyte apoptotic process(GO:0097284)	16990, 1262, 11, 1	1.224	0.611343713403	0.852366870119	11
negative regulation of canonical Wnt signaling pathway(GO:0090090)	16990, 1724, 128, 29	2.233	0.000331222594365	0.0104129456137	128
keratinization(GO:0031424)	16990, 398, 181, 16	3.774	9.1030463246e-05	0.00437856528213	181
protein phosphorylation(GO:0006468)	16990, 1809, 909, 124	1.281	0.028090389985	0.216840823501	909
negative regulation of protein kinase activity(GO:0006469)	16990, 1026, 217, 22	1.679	0.0878003810901	0.388876457683	217
regulation of osteoclast development(GO:2001204)	16990, 1935, 12, 2	1.463	0.538443276623	0.808424950284	12
negative regulation of embryonic development(GO:0045992)	16990, 1121, 26, 5	2.915	0.0978048125606	0.408723847451	26
female genitalia development(GO:0030540)	16990, 1121, 15, 3	3.031	0.180414765071	0.527741807034	15
nucleotide-sugar metabolic process(GO:0009225)	16990, 1179, 36, 3	1.201	0.72190838049	0.903089547505	36
regulation of protein localization to plasma membrane(GO:1903076)	16990, 32, 92, 4	23.084	0.000293521457363	0.00950146439669	92
nucleotide-sugar biosynthetic process(GO:0009226)	16990, 1179, 23, 2	1.253	0.681724698111	0.885763316562	23
signal peptide processing(GO:0006465)	16990, 0, 11, 0	0.0	1.0	1.0	11
interferon-gamma-mediated signaling pathway(GO:0060333)	16990, 272, 70, 3	2.677	0.349153098362	0.682139075191	70
regulation of response to interferon-gamma(GO:0060330)	16990, 1959, 25, 2	0.694	0.883774424773	0.986071673199	25
type I interferon signaling pathway(GO:0060337)	16990, 133, 66, 1	1.936	0.744534672128	0.917087467162	66
water homeostasis(GO:0030104)	16990, 1088, 66, 13	3.076	0.00215228250841	0.0396646699825	66
mesenchyme development(GO:0060485)	16990, 1297, 54, 6	1.455	0.537454182618	0.808424950284	54
regulation of type I interferon-mediated signaling pathway(GO:0060338)	16990, 636, 30, 2	1.781	0.567385708562	0.825568131245	30
phototransduction(GO:0007602)	16990, 196, 44, 2	3.94	0.288635184608	0.63452250364	44
regulation of endocytosis(GO:0030100)	16990, 61, 200, 3	4.178	0.211923332298	0.563730106742	200
natural killer cell activation(GO:0030101)	16990, 1823, 58, 7	1.125	0.751262068789	0.921063138079	58
negative regulation of hormone metabolic process(GO:0032351)	16990, 207, 11, 1	7.462	0.249873821545	0.600346194622	11
epidermal cell differentiation(GO:0009913)	16990, 1342, 89, 19	2.703	0.000592301760809	0.015827619275	89
brain morphogenesis(GO:0048854)	16990, 927, 20, 1	0.916	0.788587284986	0.938902380522	20
neural nucleus development(GO:0048857)	16990, 1521, 59, 7	1.325	0.605139333382	0.849466346559	59
regulation of circadian rhythm(GO:0042752)	16990, 1987, 100, 12	1.026	0.853249604859	0.975000940865	100
morphogenesis of an epithelial sheet(GO:0002011)	16990, 1874, 19, 7	3.34	0.0141461430092	0.143854012419	19
hormone transport(GO:0009914)	16990, 676, 84, 3	0.898	0.913386262822	1.0	84
neurotransmitter metabolic process(GO:0042133)	16990, 158, 88, 2	2.444	0.542882697683	0.810439986782	88
ethanol metabolic process(GO:0006067)	16990, 617, 21, 3	3.934	0.126386163301	0.454932884309	21
regulation of leukocyte differentiation(GO:1902105)	16990, 860, 265, 19	1.416	0.387251650774	0.717243142173	265
sulfur compound metabolic process(GO:0006790)	16990, 1125, 351, 33	1.42	0.190687796056	0.541518169307	351
negative regulation of viral process(GO:0048525)	16990, 255, 91, 3	2.197	0.478599827369	0.774063607815	91
positive regulation of viral process(GO:0048524)	16990, 28, 83, 1	7.311	0.417655076672	0.732114037461	83
negative regulation of behavior(GO:0048521)	16990, 1628, 17, 1	0.614	0.83100371348	0.964016785614	17
positive regulation of behavior(GO:0048520)	16990, 1476, 24, 1	0.48	0.909106599539	1.0	24
ethanol catabolic process(GO:0006068)	16990, 617, 12, 2	4.589	0.158501352047	0.49927406899	12
regulation of mitochondrial membrane permeability involved in apoptotic process(GO:1902108)	16990, 16, 16, 1	66.367	0.0536206731663	0.303787323828	16
axon extension(GO:0048675)	16990, 1851, 34, 7	1.89	0.224710564669	0.578662847049	34
detection of biotic stimulus(GO:0009595)	16990, 1039, 22, 4	2.973	0.137111353621	0.467912391679	22
positive regulation of transferase activity(GO:0051347)	16990, 1785, 628, 94	1.425	0.0041054551204	0.060948268917	628
detection of chemical stimulus(GO:0009593)	16990, 158, 485, 1	0.222	0.99997461114	1.0	485
regulation of collateral sprouting(GO:0048670)	16990, 1662, 20, 11	5.622	4.26213413318e-06	0.000488115837633	20
nucleobase-containing compound transport(GO:0015931)	16990, 9, 228, 1	8.28	0.468625872128	0.766153908242	228
response to axon injury(GO:0048678)	16990, 1471, 46, 9	2.26	0.0780641801929	0.370032702489	46
positive regulation of defense response(GO:0031349)	16990, 15, 390, 1	2.904	0.78744788107	0.938902380522	390
protein insertion into mitochondrial inner membrane(GO:0045039)	16990, 1556, 11, 1	0.993	0.66576030492	0.878306929968	11
