region	chr	start	end	ESCC_1	ESCC_2	ESCC_3	ESCC_4	ESCC_5	ESCC_6	ESCC_7	ESCC_8	ESCC_9	ESCC_10	ESCC_11	ESCC_12	ESCC_13	ESCC_14	ESCC_15	ESCC_16	ESCC_17	ESCC_19	ESCC_20	ESCC_21	ESCC_22	ESCC_Nonmalignant_1	ESCC_Nonmalignant_2	ESCC_Nonmalignant_3	ESCC_Nonmalignant_53F	ESCC_Nonmalignant_54M	EAC_1	EAC_2	EAC_3	EAC_4	EAC_6	GEJ_1	GEJ_2	GEJ_3	GEJ_4	GEJ_5	GEJ_6	GEJ_7	GEJ_Nonmalignant_1	GEJ_Nonmalignant_2	GEJ_Nonmalignant_3	GEJ_Nonmalignant_4	GEJ_Nonmalignant_5	GEJ_Nonmalignant_6	GEJ_Nonmalignant_7
chr3_171320000_171330000	chr3	171320000	171330000	0.8476	0.8181	0.577	0.6078	0.839	0.8219	0.6916	0.7994	0.7966	0.7925	0.8066	0.8147	0.7958	0.7156	0.8637	0.7048	0.7391	0.8055	0.4917	0.5892	0.6456	0.8574	0.863	0.8386	0.7872	0.8243	0.8806	0.8568	0.8199	0.8807	0.7988	0.836	0.8932	0.7823	0.8297	0.8115	0.7903	0.8569	0.8307	0.8415	0.8153	0.8264	0.8229	0.8064	0.8165
chr3_171330000_171340000	chr3	171330000	171340000	0.8577	0.8588	0.6444	0.6952	0.8205	0.8172	0.7998	0.8515	0.7849	0.8055	0.8596	0.8168	0.8003	0.7452	0.9149	0.6861	0.7876	0.8369	0.5035	0.6598	0.5876	0.8634	0.8454	0.8212	0.8443	0.8358	0.8765	0.822	0.7117	0.8873	0.8165	0.769	0.8755	0.7689	0.8114	0.7228	0.8129	0.8732	0.7735	0.763	0.7812	0.7636	0.8227	0.767	0.7881
chr3_171340000_171350000	chr3	171340000	171350000	0.8005	0.8125	0.6085	0.6208	0.7594	0.6963	0.7459	0.7386	0.7503	0.7833	0.863	0.7748	0.758	0.7197	0.8186	0.6152	0.7983	0.8185	0.4147	0.6193	0.5816	0.7684	0.7904	0.7304	0.8177	0.7714	0.8206	0.7112	0.6613	0.8519	0.7349	0.7918	0.8223	0.7198	0.7672	0.6781	0.7295	0.7898	0.8012	0.81	0.7815	0.7864	0.7903	0.7809	0.8052
chr3_171350000_171360000	chr3	171350000	171360000	0.7958	0.8107	0.6328	0.6334	0.7641	0.7375	0.7069	0.7334	0.7139	0.8508	0.8162	0.8013	0.7873	0.7612	0.7162	0.6609	0.8431	0.7984	0.4695	0.6414	0.5543	0.8061	0.8309	0.78	0.7904	0.8052	0.6656	0.6248	0.6186	0.7517	0.7436	0.7832	0.6272	0.6658	0.7278	0.559	0.6286	0.6862	0.7564	0.7169	0.8026	0.7448	0.774	0.7714	0.7882
chr3_171360000_171370000	chr3	171360000	171370000	0.8554	0.8521	0.6604	0.6354	0.8597	0.8359	0.7713	0.8734	0.7631	0.8416	0.8959	0.8165	0.8356	0.7568	0.9122	0.6415	0.8606	0.856	0.4555	0.6749	0.5283	0.8846	0.9029	0.8136	0.8591	0.8699	0.8865	0.8887	0.8601	0.9232	0.8206	0.8743	0.8861	0.8869	0.8502	0.841	0.8523	0.8712	0.9172	0.8948	0.8516	0.8664	0.8585	0.8745	0.8898
chr3_171370000_171380000	chr3	171370000	171380000	0.852	0.7985	0.5813	0.6657	0.7978	0.8233	0.772	0.8117	0.7611	0.9083	0.8392	0.825	0.8003	0.7192	0.8723	0.5631	0.7689	0.8412	0.4708	0.6198	0.5694	0.8574	0.9052	0.8443	0.8372	0.842	0.8327	0.8645	0.8039	0.8671	0.7652	0.8259	0.8627	0.8366	0.8042	0.7687	0.7324	0.8389	0.8534	0.8712	0.8056	0.8393	0.8245	0.814	0.8728
chr3_171380000_171390000	chr3	171380000	171390000	0.7699	0.7826	0.5304	0.623	0.7196	0.7428	0.7115	0.7111	0.7044	0.764	0.8039	0.6979	0.7302	0.6316	0.8067	0.5014	0.7145	0.7268	0.389	0.6248	0.493	0.7785	0.815	0.7277	0.7403	0.7856	0.8169	0.8318	0.7777	0.838	0.7566	0.7823	0.8218	0.8413	0.8033	0.7572	0.7433	0.7887	0.8115	0.8273	0.769	0.8171	0.7769	0.7982	0.8138
chr3_171390000_171400000	chr3	171390000	171400000	0.8692	0.831	0.517	0.641	0.8209	0.8181	0.7544	0.8404	0.7684	0.8722	0.8666	0.8304	0.8165	0.7314	0.8926	0.5896	0.7735	0.8368	0.4936	0.6492	0.6265	0.8794	0.8621	0.8634	0.8556	0.8721	0.8992	0.8631	0.8121	0.895	0.827	0.8285	0.9157	0.8495	0.8279	0.8241	0.8135	0.8804	0.853	0.8537	0.8427	0.8697	0.8648	0.812	0.8684
chr3_171400000_171410000	chr3	171400000	171410000	0.8577	0.8368	0.584	0.646	0.8145	0.8172	0.8402	0.8434	0.7553	0.8487	0.8099	0.8276	0.8071	0.768	0.8815	0.6033	0.8075	0.7953	0.4184	0.6582	0.6251	0.8938	0.8904	0.8329	0.8383	0.8758	0.8316	0.8839	0.8436	0.855	0.8195	0.8778	0.8662	0.8551	0.8421	0.8117	0.7847	0.8744	0.8805	0.8456	0.8806	0.8804	0.8646	0.8723	0.8507
chr3_171410000_171420000	chr3	171410000	171420000	0.9036	0.8501	0.4971	0.6379	0.7905	0.8201	0.8081	0.8245	0.7479	0.8527	0.8554	0.8468	0.7864	0.7387	0.8754	0.6062	0.7762	0.794	0.4517	0.5802	0.5521	0.8721	0.8693	0.8293	0.8443	0.846	0.9118	0.8765	0.7985	0.9139	0.8025	0.8681	0.8821	0.8668	0.8526	0.8403	0.8319	0.8587	0.8505	0.8692	0.8766	0.8688	0.8663	0.8624	0.8509
chr3_171420000_171430000	chr3	171420000	171430000	0.9049	0.866	0.5452	0.6262	0.7867	0.8518	0.8157	0.8304	0.7645	0.898	0.8995	0.8444	0.7636	0.7535	0.8576	0.5636	0.7985	0.739	0.455	0.6361	0.648	0.9064	0.9025	0.8758	0.8819	0.883	0.8605	0.8885	0.8232	0.8891	0.8275	0.8826	0.8857	0.8654	0.8319	0.8359	0.8239	0.8782	0.9146	0.9055	0.8685	0.8795	0.8716	0.8678	0.8529
chr3_171430000_171440000	chr3	171430000	171440000	0.8743	0.8547	0.4964	0.6785	0.8268	0.8234	0.8205	0.8428	0.7885	0.8839	0.8933	0.8524	0.804	0.7088	0.9021	0.6006	0.7187	0.8359	0.4808	0.5796	0.6299	0.8957	0.8967	0.854	0.8904	0.8702	0.9213	0.8757	0.8344	0.9367	0.8373	0.8768	0.9089	0.8486	0.8671	0.8256	0.8233	0.9148	0.8926	0.8872	0.8688	0.848	0.8739	0.8289	0.8601
chr3_171440000_171450000	chr3	171440000	171450000	0.8655	0.8361	0.5215	0.6438	0.8391	0.803	0.7787	0.7938	0.7383	0.8653	0.8059	0.8006	0.7768	0.7252	0.8697	0.6436	0.7314	0.8103	0.5555	0.589	0.5549	0.8802	0.8343	0.8064	0.8194	0.8237	0.7898	0.8167	0.7823	0.8102	0.7715	0.8245	0.8608	0.7873	0.8219	0.7609	0.7895	0.8414	0.8237	0.789	0.8383	0.808	0.8268	0.7962	0.8517
chr3_171450000_171460000	chr3	171450000	171460000	0.7781	0.7017	0.4875	0.5973	0.7157	0.6934	0.6918	0.6869	0.694	0.8198	0.7199	0.7409	0.7378	0.6115	0.8465	0.5757	0.7003	0.8172	0.4687	0.5471	0.6484	0.6964	0.7103	0.7436	0.7	0.6956	0.584	0.5369	0.5097	0.7051	0.5878	0.6702	0.5814	0.6098	0.6072	0.5154	0.5992	0.5928	0.6101	0.5377	0.6786	0.6774	0.6633	0.6452	0.67
chr3_171460000_171470000	chr3	171460000	171470000	0.7339	0.6629	0.4604	0.5753	0.6758	0.6994	0.6701	0.6424	0.6818	0.7366	0.7758	0.6447	0.6971	0.6445	0.7723	0.5522	0.7614	0.7754	0.5373	0.5504	0.5685	0.7474	0.69	0.6795	0.6368	0.7064	0.6652	0.68	0.6365	0.7185	0.6606	0.7199	0.6957	0.6883	0.6988	0.6338	0.6267	0.7426	0.6697	0.7542	0.686	0.7888	0.7098	0.6914	0.7413
chr3_171470000_171480000	chr3	171470000	171480000	0.8659	0.8578	0.5732	0.7143	0.8312	0.8206	0.8369	0.8511	0.7892	0.9021	0.9095	0.7987	0.8028	0.7861	0.8859	0.7325	0.8642	0.8619	0.509	0.6805	0.7112	0.8997	0.9102	0.8867	0.8858	0.8921	0.7026	0.7334	0.7561	0.8127	0.8317	0.8902	0.796	0.8665	0.8411	0.6959	0.7634	0.8703	0.8927	0.8892	0.8773	0.8941	0.8765	0.873	0.878
chr3_171480000_171490000	chr3	171480000	171490000	0.8342	0.7843	0.5657	0.6023	0.8004	0.7628	0.737	0.77	0.7026	0.8772	0.8373	0.7442	0.6893	0.7153	0.7379	0.7171	0.7312	0.7684	0.4423	0.5521	0.5224	0.8165	0.8249	0.7829	0.8356	0.7893	0.7788	0.8431	0.7757	0.8379	0.7551	0.823	0.7982	0.8176	0.7971	0.7484	0.7481	0.848	0.8283	0.8489	0.8576	0.8309	0.8208	0.8113	0.8552
chr3_171490000_171500000	chr3	171490000	171500000	0.8521	0.8147	0.586	0.7238	0.8132	0.8025	0.7881	0.7977	0.7492	0.8553	0.9009	0.8053	0.7898	0.7745	0.8397	0.7818	0.8541	0.849	0.6621	0.6449	0.6678	0.8613	0.8556	0.8223	0.8229	0.8271	0.809	0.8427	0.7606	0.8701	0.7837	0.852	0.8268	0.7997	0.8107	0.7333	0.7178	0.8467	0.841	0.8394	0.843	0.8719	0.8471	0.8505	0.8439
chr3_171500000_171510000	chr3	171500000	171510000	0.8561	0.7732	0.588	0.7155	0.7552	0.8044	0.7776	0.7575	0.7037	0.8484	0.8801	0.794	0.7433	0.821	0.8109	0.6513	0.8022	0.8518	0.7016	0.5547	0.5862	0.8468	0.9047	0.8051	0.7832	0.7909	0.8301	0.8564	0.7773	0.8924	0.74	0.8722	0.7641	0.8052	0.8193	0.699	0.7674	0.8831	0.8509	0.8278	0.8616	0.9035	0.7794	0.8052	0.8319
chr3_171510000_171520000	chr3	171510000	171520000	0.8205	0.7328	0.4562	0.5788	0.665	0.7288	0.7068	0.6942	0.6569	0.7744	0.8707	0.7063	0.6652	0.669	0.7402	0.5551	0.7405	0.7129	0.4792	0.5264	0.5873	0.7827	0.853	0.7868	0.7988	0.7855	0.6853	0.79	0.6693	0.784	0.7068	0.8527	0.678	0.7719	0.7588	0.6422	0.6455	0.8229	0.756	0.7544	0.7683	0.8564	0.7279	0.7522	0.7743
chr3_171520000_171530000	chr3	171520000	171530000	0.8875	0.8563	0.6102	0.748	0.8076	0.805	0.797	0.842	0.7706	0.8927	0.8584	0.8124	0.7742	0.7574	0.8478	0.7072	0.8459	0.8687	0.5806	0.7162	0.68	0.9104	0.8574	0.8412	0.8606	0.8646	0.7093	0.7266	0.7156	0.8356	0.783	0.8131	0.8588	0.8141	0.7795	0.7187	0.7425	0.7911	0.8804	0.8869	0.8384	0.843	0.8269	0.8643	0.8526
chr3_171530000_171540000	chr3	171530000	171540000	0.9132	0.8846	0.6552	0.7476	0.8369	0.8213	0.8141	0.8434	0.7953	0.9179	0.9017	0.7955	0.8134	0.8127	0.8947	0.6931	0.8326	0.8505	0.6346	0.7102	0.6913	0.9073	0.9106	0.8644	0.8914	0.9008	0.8222	0.9217	0.839	0.9374	0.8127	0.8756	0.8113	0.8867	0.8773	0.8405	0.8503	0.8726	0.9107	0.936	0.8795	0.9057	0.8783	0.8974	0.9071
chr3_171540000_171550000	chr3	171540000	171550000	0.8909	0.8197	0.5484	0.6236	0.7781	0.7849	0.757	0.7794	0.7123	0.8403	0.8692	0.743	0.7433	0.7438	0.8558	0.5863	0.7492	0.8111	0.4842	0.6348	0.6151	0.868	0.8311	0.8164	0.8046	0.8306	0.7939	0.8363	0.8312	0.8975	0.7787	0.8454	0.8155	0.8374	0.8128	0.7705	0.7558	0.8161	0.8566	0.907	0.8523	0.8613	0.8318	0.8289	0.8435
chr3_171550000_171560000	chr3	171550000	171560000	0.8427	0.8331	0.5899	0.7267	0.7933	0.7455	0.7579	0.7962	0.7716	0.8406	0.8194	0.7969	0.7295	0.7615	0.8862	0.6308	0.7411	0.8559	0.4416	0.6914	0.6025	0.8549	0.8266	0.8175	0.8325	0.8261	0.7317	0.81	0.8224	0.8943	0.8256	0.8134	0.8146	0.8183	0.8269	0.8109	0.7869	0.8622	0.8523	0.8047	0.8881	0.8402	0.8584	0.8461	0.8641
chr3_171560000_171570000	chr3	171560000	171570000	0.8255	0.7699	0.5365	0.6309	0.7354	0.7481	0.7283	0.7732	0.6662	0.8478	0.7893	0.7168	0.6644	0.7098	0.7906	0.5745	0.7486	0.7585	0.491	0.5771	0.5684	0.8388	0.8148	0.7566	0.7866	0.7802	0.6965	0.8102	0.7529	0.822	0.7295	0.796	0.75	0.7815	0.7738	0.7365	0.7191	0.8061	0.8125	0.7807	0.8106	0.7945	0.7649	0.7955	0.8082
chr3_171570000_171580000	chr3	171570000	171580000	0.8659	0.8378	0.5692	0.6209	0.7887	0.7777	0.77	0.7945	0.7376	0.9071	0.8453	0.7389	0.8009	0.7392	0.8614	0.6239	0.7746	0.8677	0.5247	0.5974	0.6204	0.8692	0.8524	0.8386	0.8616	0.8716	0.6376	0.8293	0.6949	0.8705	0.7961	0.836	0.7794	0.8144	0.8381	0.7836	0.6697	0.8458	0.8793	0.8936	0.8581	0.8363	0.8181	0.8225	0.8682
chr3_171580000_171590000	chr3	171580000	171590000	0.8665	0.8454	0.6982	0.77	0.7994	0.7872	0.7754	0.7842	0.7975	0.8503	0.8623	0.837	0.8788	0.8009	0.8708	0.7911	0.8335	0.9248	0.5879	0.7503	0.6785	0.8496	0.8407	0.842	0.8653	0.8872	0.7865	0.8026	0.7885	0.8476	0.793	0.8237	0.8317	0.8432	0.8514	0.6847	0.7855	0.8221	0.8908	0.9152	0.8574	0.8468	0.8591	0.821	0.8485
chr3_171590000_171600000	chr3	171590000	171600000	0.8616	0.7919	0.6663	0.6836	0.7544	0.7686	0.7551	0.78	0.7872	0.8721	0.8573	0.7506	0.7933	0.7424	0.8571	0.7105	0.8279	0.8583	0.7029	0.7249	0.6717	0.8414	0.8034	0.7897	0.8115	0.8239	0.8413	0.8004	0.7413	0.8285	0.7615	0.8398	0.7929	0.8149	0.769	0.7631	0.7789	0.814	0.8451	0.8733	0.7995	0.804	0.7483	0.8034	0.8296
chr3_171600000_171610000	chr3	171600000	171610000	0.9181	0.8496	0.8398	0.82	0.8062	0.7694	0.8034	0.8381	0.9054	0.9387	0.9154	0.9027	0.8882	0.8559	0.9318	0.882	0.8906	0.9301	0.908	0.8109	0.9266	0.9067	0.8908	0.8792	0.8783	0.8993	0.9226	0.9169	0.8409	0.9122	0.8239	0.8598	0.8784	0.8776	0.8761	0.8283	0.8693	0.8802	0.8876	0.9031	0.89	0.877	0.8365	0.9058	0.8616
chr3_171610000_171620000	chr3	171610000	171620000	0.7649	0.7976	0.7966	0.7579	0.738	0.7	0.7065	0.7569	0.8531	0.7885	0.8835	0.8632	0.8973	0.7839	0.9096	0.8897	0.878	0.8872	0.8544	0.7802	0.8982	0.855	0.8245	0.8354	0.8106	0.8737	0.7832	0.8481	0.7642	0.7976	0.762	0.8307	0.8817	0.7997	0.7777	0.7781	0.7945	0.805	0.8272	0.8657	0.7817	0.7879	0.734	0.8093	0.7699
chr3_171620000_171630000	chr3	171620000	171630000	0.8448	0.8877	0.8302	0.6823	0.824	0.8025	0.8175	0.8732	0.7843	0.9374	0.8875	0.833	0.7305	0.8361	0.7771	0.8104	0.824	0.8516	0.8847	0.8464	0.8197	0.9653	0.8802	0.8916	0.9378	0.8921	0.7226	0.7875	0.7632	0.8807	0.798	0.8512	0.7841	0.9008	0.8928	0.7533	0.7447	0.9104	0.9205	0.945	0.8847	0.9368	0.8532	0.9069	0.8957
chr3_171630000_171640000	chr3	171630000	171640000	0.9569	0.9426	0.8935	0.8653	0.8641	0.835	0.8981	0.92	0.9286	0.9483	0.9819	0.961	0.9639	0.9508	0.9805	0.8283	0.9322	0.9662	0.9593	0.8793	0.9532	0.9632	0.9894	0.9468	0.9333	0.9478	0.9401	0.9771	0.9423	0.9455	0.9304	0.9342	0.9175	0.9732	0.9165	0.9088	0.9222	0.9205	0.9411	0.9563	0.9303	0.9046	0.8822	0.9165	0.91
chr3_171640000_171650000	chr3	171640000	171650000	0.8741	0.845	0.7906	0.817	0.8065	0.771	0.7959	0.8318	0.8843	0.8702	0.8905	0.8646	0.8468	0.8325	0.9077	0.8547	0.8704	0.913	0.8534	0.8001	0.8855	0.8705	0.846	0.8472	0.8424	0.8486	0.88	0.8664	0.7878	0.8853	0.7976	0.8689	0.8558	0.8261	0.8498	0.7911	0.8206	0.8288	0.8571	0.8595	0.8376	0.8734	0.8324	0.8444	0.8482
chr3_171650000_171660000	chr3	171650000	171660000	0.8501	0.7815	0.765	0.7748	0.7738	0.7241	0.6804	0.7664	0.8248	0.7941	0.8457	0.8214	0.8339	0.8357	0.8933	0.854	0.8406	0.856	0.8277	0.7472	0.8713	0.8224	0.7982	0.7978	0.8185	0.8115	0.8108	0.9045	0.8366	0.9042	0.7755	0.8405	0.8928	0.8524	0.8342	0.8578	0.756	0.8524	0.8728	0.8792	0.869	0.8917	0.8025	0.8438	0.8631
chr3_171660000_171670000	chr3	171660000	171670000	0.9116	0.8683	0.8636	0.8402	0.8382	0.7816	0.8325	0.8949	0.9072	0.9075	0.9401	0.8861	0.8883	0.8994	0.9413	0.8915	0.9151	0.9247	0.8932	0.8374	0.9355	0.9059	0.8851	0.8625	0.8731	0.9025	0.922	0.885	0.8614	0.9389	0.8311	0.8879	0.8658	0.8796	0.8765	0.8409	0.8878	0.8601	0.9129	0.9226	0.8674	0.9014	0.8358	0.8828	0.8722
chr3_171670000_171680000	chr3	171670000	171680000	0.8724	0.8311	0.822	0.787	0.8155	0.7522	0.8003	0.8299	0.8391	0.9028	0.9086	0.8384	0.8766	0.877	0.9126	0.8786	0.8734	0.8994	0.8655	0.8103	0.8712	0.898	0.8701	0.8556	0.8612	0.8913	0.7121	0.7645	0.7496	0.7802	0.7733	0.8337	0.7534	0.8029	0.8182	0.6834	0.7686	0.7973	0.8839	0.889	0.8532	0.8475	0.8061	0.8213	0.8318
chr3_171680000_171690000	chr3	171680000	171690000	0.8708	0.8319	0.8105	0.7603	0.8098	0.7469	0.7513	0.8277	0.8532	0.9031	0.9144	0.7808	0.8529	0.8399	0.9125	0.8653	0.8674	0.9122	0.8883	0.7782	0.9241	0.903	0.8827	0.8445	0.8792	0.8811	0.754	0.7883	0.7353	0.821	0.7492	0.8897	0.814	0.8536	0.8508	0.6718	0.7455	0.7925	0.8849	0.9272	0.8518	0.8598	0.8165	0.8563	0.8512
chr3_171690000_171700000	chr3	171690000	171700000	0.8912	0.8367	0.8594	0.8037	0.7739	0.766	0.7901	0.8361	0.8808	0.8344	0.8943	0.8779	0.9157	0.874	0.9296	0.9275	0.8594	0.9545	0.9224	0.8391	0.8763	0.9193	0.8789	0.8613	0.8775	0.888	0.9018	0.8889	0.8713	0.907	0.8021	0.8348	0.8862	0.879	0.8349	0.832	0.8761	0.8671	0.8917	0.8972	0.8332	0.8784	0.8143	0.8331	0.8608
