chrom	start	end	num	length
chr1	214086004	214106455	7	20451
chr1	214106455	214108552	6	2097
chr1	214108552	214108789	5	237
chr1	214108789	214111991	4	3202
chr1	214111991	214130942	3	18951
chr1	214130942	214136348	4	5406
chr1	214136348	214137652	5	1304
chr1	214137652	214140564	6	2912
chr1	214140564	214141562	7	998
chr1	214141562	214144197	8	2635
chr1	214144197	214156056	9	11859
chr1	214156056	214184227	10	28171
chr1	214184227	214199492	9	15265
chr1	214199492	214220204	8	20712
chr1	214220204	214238153	9	17949
chr1	214238153	214240077	8	1924
chr1	214240077	214241865	7	1788
chr1	214241865	214247334	5	5469
chr1	214247334	214267989	4	20655
chr1	214267989	214270925	2	2936
chr1	214270925	214271761	1	836
chr1	214546542	214589815	1	43273
chr1	214684750	214685512	2	762
chr1	214685512	214687146	3	1634
chr1	214687146	214687218	4	72
chr1	214687218	214687320	5	102
chr1	214687320	214687366	7	46
chr1	214687366	214688326	8	960
chr1	214688326	214689452	9	1126
chr1	214689452	214694544	10	5092
chr1	214694544	214709510	11	14966
chr1	214709510	214857941	12	148431
chr1	214857941	214889090	11	31149
chr1	214889090	215095011	12	205921
chr1	215095011	215113591	11	18580
chr1	215113591	215145700	10	32109
chr1	215145700	215146791	11	1091
chr1	215146791	215486426	12	339635
chr1	215486426	215520359	11	33933
chr1	215520359	215521123	10	764
chr1	215521123	215521221	9	98
chr1	215521221	215521703	8	482
chr1	215521703	215523587	7	1884
chr1	215523587	215532538	6	8951
chr1	215532538	215532795	5	257
chr1	215532795	215551983	4	19188
chr1	215551983	215552313	3	330
chr1	215552313	215552393	2	80
chr1	215552393	215552803	1	410
chr1	215638932	215639937	1	1005
chr1	215639937	215649952	2	10015
chr1	215649952	215650678	3	726
chr1	215650678	215650962	5	284
chr1	215650962	215651052	6	90
chr1	215651052	215652262	7	1210
chr1	215652262	215672339	8	20077
chr1	215672339	215685420	9	13081
chr1	215685420	215691044	10	5624
chr1	215691044	216203214	11	512170
chr1	216203214	216263528	10	60314
chr1	216263528	216502718	11	239190
chr1	216502718	216502889	10	171
chr1	216502889	216526298	9	23409
chr1	216526298	216549830	10	23532
chr1	216549830	216711537	11	161707
chr1	216711537	216733536	10	21999
chr1	216733536	216736166	9	2630
chr1	216736166	216782344	10	46178
chr1	216782344	216868548	11	86204
chr1	216868548	216931381	10	62833
chr1	216931381	216966081	11	34700
chr1	216966081	217038017	10	71936
chr1	217038017	217052280	9	14263
chr1	217052280	217085517	10	33237
chr1	217085517	217092944	9	7427
chr1	217092944	217122948	10	30004
chr1	217122948	217341663	11	218715
chr1	217341663	217418166	10	76503
chr1	217418166	217418743	9	577
chr1	217418743	217419888	8	1145
chr1	217419888	217420945	7	1057
chr1	217420945	217422497	6	1552
chr1	217422497	217423725	5	1228
chr1	217423725	217425649	4	1924
chr1	217425649	217428477	3	2828
chr1	217428477	217429639	2	1162
chr1	217429639	217431019	1	1380
chr1	217646920	217649081	1	2161
chr1	217649081	217649426	2	345
chr1	217649426	217650072	3	646
chr1	217650072	217651815	4	1743
chr1	217651815	217651886	5	71
chr1	217651886	217652505	6	619
chr1	217652505	217652527	7	22
chr1	217652527	217658664	8	6137
chr1	217658664	217665914	9	7250
chr1	217665914	217689040	10	23126
chr1	217689040	217700365	9	11325
chr1	217700365	217728954	8	28589
chr1	217728954	217738750	9	9796
chr1	217738750	217756294	10	17544
chr1	217756294	218154177	11	397883
chr1	218154177	218180230	10	26053
chr1	218180230	218243180	11	62950
chr1	218243180	218265089	12	21909
chr1	218265089	218269309	11	4220
chr1	218269309	218270253	10	944
chr1	218270253	218270771	9	518
chr1	218270771	218271307	6	536
chr1	218271307	218271926	5	619
chr1	218271926	218272431	4	505
chr1	218272431	218276328	3	3897
chr1	218276328	218278312	2	1984
chr1	218278312	218278464	1	152
chr1	218351580	218355698	1	4118
chr1	218355698	218355852	2	154
chr1	218355852	218363495	3	7643
chr1	218363495	218380441	4	16946
chr1	218380441	218382107	3	1666
chr1	218382107	218400510	2	18403
chr1	218400510	218402161	3	1651
chr1	218402161	218402692	4	531
chr1	218402692	218403153	5	461
chr1	218403153	218417074	6	13921
chr1	218417074	218417664	7	590
chr1	218417664	218427788	8	10124
chr1	218427788	218440041	9	12253
chr1	218440041	218440150	8	109
chr1	218440150	218441337	7	1187
chr1	218441337	218455525	6	14188
chr1	218455525	218459932	5	4407
chr1	218459932	218460643	4	711
chr1	218460643	218465539	3	4896
chr1	218465539	218474265	2	8726
chr1	218474265	218481917	1	7652
chr1	218492228	218495593	1	3365
chr1	218495593	218496388	2	795
chr1	218496388	218498076	3	1688
chr1	218498076	218506004	4	7928
chr1	218506004	218520700	5	14696
chr1	218520700	218521190	6	490
chr1	218521190	218530081	7	8891
chr1	218530081	218558587	8	28506
chr1	218558587	218559571	7	984
chr1	218559571	218566050	6	6479
chr1	218566050	218652517	5	86467
chr1	218652517	218676944	3	24427
chr1	218676944	218686428	4	9484
chr1	218686428	218690416	6	3988
chr1	218690416	218751632	7	61216
chr1	218751632	218765168	8	13536
chr1	218765168	218769692	9	4524
chr1	218769692	218787369	10	17677
chr1	218787369	218793938	11	6569
chr1	218793938	218844632	10	50694
chr1	218844632	218846655	9	2023
chr1	218846655	218851697	8	5042
chr1	218851697	218855185	7	3488
chr1	218855185	218875180	6	19995
chr1	218875180	218880392	7	5212
chr1	218880392	218881896	8	1504
chr1	218881896	218882761	9	865
chr1	218882761	218891719	8	8958
chr1	218891719	218908151	7	16432
chr1	218908151	218914879	6	6728
chr1	218914879	218925042	5	10163
chr1	218925042	218930004	6	4962
chr1	218930004	218940286	7	10282
chr1	218940286	218963491	8	23205
chr1	218963491	218965149	7	1658
chr1	218965149	218975488	6	10339
chr1	218975488	219061082	7	85594
chr1	219061082	219061744	8	662
chr1	219061744	219085024	9	23280
chr1	219085024	219105646	10	20622
chr1	219105646	219141153	11	35507
chr1	219141153	219145587	10	4434
chr1	219145587	219153897	9	8310
chr1	219153897	219155909	6	2012
chr1	219155909	219159023	5	3114
chr1	219159023	219161919	4	2896
chr1	219161919	219161966	3	47
chr1	219161966	219162139	2	173
chr1	219162139	219162543	1	404
chr1	219239910	219254136	1	14226
chr1	219254136	219258178	2	4042
chr1	219258178	219287750	3	29572
chr1	219287750	219289288	4	1538
chr1	219289288	219327462	5	38174
chr1	219327462	219329705	6	2243
chr1	219329705	219330272	7	567
chr1	219330272	219331370	8	1098
chr1	219331370	219331951	9	581
chr1	219331951	219349370	10	17419
chr1	219349370	219360465	11	11095
chr1	219360465	219386806	10	26341
chr1	219386806	219404282	11	17476
chr1	219404282	219424009	12	19727
chr1	219424009	219445949	11	21940
chr1	219445949	219819629	12	373680
chr1	219819629	219883301	11	63672
chr1	219883301	219905317	10	22016
chr1	219905317	219907487	9	2170
chr1	219907487	219939207	8	31720
chr1	219939207	219942518	7	3311
chr1	219942518	219953419	6	10901
chr1	219953419	219956517	4	3098
chr1	219956517	219957301	3	784
chr1	219957301	219958537	2	1236
chr1	219958537	219958893	1	356
chr1	220286184	220287610	1	1426
chr1	220287610	220288427	2	817
chr1	220288427	220292178	4	3751
chr1	220292178	220299507	5	7329
chr1	220299507	220299718	6	211
chr1	220299718	220301074	7	1356
chr1	220301074	220409952	8	108878
chr1	220409952	220454871	9	44919
chr1	220454871	220463961	8	9090
chr1	220463961	220492337	7	28376
chr1	220492337	220541183	8	48846
chr1	220541183	220678333	7	137150
chr1	220678333	220680601	6	2268
chr1	220680601	220681383	5	782
chr1	220681383	220681634	4	251
chr1	220681634	220682381	2	747
chr1	220696838	220701432	1	4594
chr1	220701432	220702258	2	826
chr1	220702258	220718954	3	16696
chr1	220718954	220719203	2	249
chr1	220719203	220727388	1	8185
chr1	220804091	220814010	1	9919
chr1	220814010	220816409	2	2399
chr1	220816409	220820240	3	3831
chr1	220820240	220823255	4	3015
chr1	220823255	220824816	5	1561
chr1	220824816	220829650	6	4834
chr1	220829650	220836062	7	6412
chr1	220836062	220861282	8	25220
chr1	220861282	220864598	9	3316
chr1	220864598	220882584	10	17986
chr1	220882584	220891876	11	9292
chr1	220891876	221219449	12	327573
chr1	221219449	221257102	11	37653
chr1	221257102	221427733	12	170631
chr1	221427733	221455854	11	28121
chr1	221455854	221539677	12	83823
chr1	221539677	221553077	11	13400
chr1	221553077	221553386	10	309
chr1	221553386	221554501	9	1115
chr1	221554501	221555726	8	1225
chr1	221555726	221574705	7	18979
chr1	221574705	221600580	8	25875
chr1	221600580	221632774	9	32194
chr1	221632774	221641513	10	8739
chr1	221641513	221642849	9	1336
chr1	221642849	221643507	8	658
chr1	221643507	221655163	7	11656
chr1	221655163	221656014	6	851
chr1	221656014	221656485	5	471
chr1	221656485	221667093	4	10608
chr1	221667093	221692181	3	25088
chr1	221692181	221700265	1	8084
chr1	221749850	221754546	1	4696
chr1	221754546	221755009	2	463
chr1	221755009	221781445	3	26436
chr1	221781445	221803395	4	21950
chr1	221803395	221839691	3	36296
chr1	221839691	221859653	2	19962
chr1	221859653	221863990	3	4337
chr1	221863990	221877122	4	13132
chr1	221877122	221888862	5	11740
chr1	221888862	221904882	6	16020
chr1	221904882	221925089	7	20207
chr1	221925089	221938101	6	13012
chr1	221938101	221951820	5	13719
chr1	221951820	221955071	4	3251
chr1	221955071	221955495	3	424
chr1	221955495	221959739	4	4244
chr1	221959739	221961000	3	1261
chr1	221961000	221974732	2	13732
chr1	221974732	221977102	1	2370
chr1	221977102	221988582	2	11480
chr1	221988582	221994503	3	5921
chr1	221994503	222011700	5	17197
chr1	222011700	222012018	6	318
chr1	222012018	222015869	7	3851
chr1	222015869	222017224	8	1355
chr1	222017224	222018844	9	1620
chr1	222018844	222040275	10	21431
chr1	222040275	222041214	9	939
chr1	222041214	222043701	8	2487
chr1	222043701	222045341	7	1640
chr1	222045341	222057512	6	12171
chr1	222057512	222082680	7	25168
chr1	222082680	222083226	8	546
chr1	222083226	222085834	9	2608
chr1	222085834	222089543	10	3709
chr1	222089543	222129443	11	39900
chr1	222129443	222159488	10	30045
chr1	222159488	222161815	11	2327
chr1	222161815	222436308	12	274493
chr1	222436308	222445009	11	8701
chr1	222445009	222445975	10	966
chr1	222445975	222446867	9	892
chr1	222446867	222451699	8	4832
chr1	222451699	222453560	7	1861
chr1	222453560	222454237	6	677
chr1	222454237	222454915	5	678
chr1	222454915	222457897	4	2982
chr1	222457897	222460543	3	2646
chr1	222460543	222465185	2	4642
chr1	222465185	222496742	1	31557
chr1	222496742	222497302	2	560
chr1	222497302	222499998	3	2696
chr1	222499998	222514380	4	14382
chr1	222514380	222542145	5	27765
chr1	222542145	222542611	4	466
chr1	222542611	222542887	3	276
chr1	222542887	222544418	2	1531
chr1	222544418	222544637	1	219
chr1	222747934	222749648	1	1714
chr1	222749648	222774371	2	24723
chr1	222774371	222781485	3	7114
chr1	222781485	222782604	2	1119
chr1	222782604	222799283	1	16679
chr1	223050242	223057584	1	7342
chr1	223057584	223060591	2	3007
chr1	223060591	223073942	3	13351
chr1	223073942	223085234	2	11292
chr1	223085234	223098591	3	13357
chr1	223098591	223106821	2	8230
chr1	223106821	223108525	1	1704
chr1	223147388	223154279	1	6891
chr1	223154279	223169672	2	15393
chr1	223169672	223172096	3	2424
chr1	223172096	223183142	4	11046
chr1	223183142	223201814	5	18672
chr1	223201814	223202037	6	223
chr1	223202037	223218125	5	16088
chr1	223218125	223223502	4	5377
chr1	223223502	223224306	3	804
chr1	223224306	223253290	2	28984
chr1	223253290	223262448	3	9158
chr1	223262448	223270201	4	7753
chr1	223270201	223272376	5	2175
chr1	223272376	223279886	6	7510
chr1	223279886	223288360	7	8474
chr1	223288360	223318249	8	29889
chr1	223318249	223342927	7	24678
chr1	223342927	223343260	8	333
chr1	223343260	223380361	9	37101
chr1	223380361	223384109	8	3748
chr1	223384109	223391619	7	7510
chr1	223391619	223434168	6	42549
chr1	223434168	223443224	7	9056
chr1	223443224	223465256	8	22032
chr1	223465256	223489435	9	24179
chr1	223489435	223490849	8	1414
chr1	223490849	223493637	7	2788
chr1	223493637	223511968	6	18331
chr1	223511968	223529555	5	17587
chr1	223529555	223531306	4	1751
chr1	223531306	223532593	3	1287
chr1	223532593	223533933	2	1340
chr1	223533933	223543423	1	9490
chr1	223699926	223701094	1	1168
chr1	223701094	223722333	2	21239
chr1	223722333	223723393	1	1060
chr1	223862568	223863193	1	625
chr1	223863193	223863331	2	138
chr1	223863331	223866144	3	2813
chr1	223866144	223887411	4	21267
chr1	223887411	223896225	3	8814
chr1	223896225	223908660	2	12435
chr1	223908660	223909149	1	489
chr1	224041979	224065670	1	23691
chr1	224065670	224074404	2	8734
chr1	224074404	224087002	3	12598
chr1	224087002	224089579	2	2577
chr1	224089579	224100667	1	11088
chr1	224518750	224521240	1	2490
chr1	224521240	224524226	2	2986
chr1	224524226	224525172	3	946
chr1	224525172	224526413	4	1241
chr1	224526413	224527550	5	1137
chr1	224527550	224532078	6	4528
chr1	224532078	224544656	7	12578
chr1	224544656	224548100	8	3444
chr1	224548100	224549580	9	1480
chr1	224549580	224566562	10	16982
chr1	224566562	224625195	11	58633
chr1	224625195	224633291	10	8096
chr1	224633291	224634425	9	1134
chr1	224634425	224651610	8	17185
chr1	224651610	224656292	9	4682
chr1	224656292	224660821	10	4529
chr1	224660821	224661628	11	807
chr1	224661628	224715685	12	54057
chr1	224715685	224744766	11	29081
chr1	224744766	224854659	12	109893
chr1	224854659	224925521	11	70862
chr1	224925521	224927481	10	1960
chr1	224927481	224928267	9	786
chr1	224928267	224930917	8	2650
chr1	224930917	224973178	7	42261
chr1	224973178	225020765	8	47587
chr1	225020765	225104079	7	83314
chr1	225104079	225104386	8	307
chr1	225104386	225106460	9	2074
chr1	225106460	225132617	10	26157
chr1	225132617	225136173	9	3556
chr1	225136173	225180692	8	44519
chr1	225180692	225188898	9	8206
chr1	225188898	225212954	10	24056
chr1	225212954	225217000	9	4046
chr1	225217000	225242962	10	25962
chr1	225242962	225249753	9	6791
chr1	225249753	225285619	10	35866
chr1	225285619	225322411	9	36792
chr1	225322411	225336452	8	14041
chr1	225336452	225339245	9	2793
chr1	225339245	225362757	10	23512
chr1	225362757	225366494	9	3737
chr1	225366494	225368603	8	2109
chr1	225368603	225370549	7	1946
chr1	225370549	225375202	6	4653
chr1	225375202	225376389	4	1187
chr1	225376389	225378283	3	1894
chr1	225378283	225382453	2	4170
chr1	225382453	225386057	1	3604
chr1	225493952	225642698	1	148746
chr1	225670246	225733721	1	63475
chr1	225749694	225767960	1	18266
chr1	225938702	225940594	1	1892
chr1	225940594	225943743	2	3149
chr1	225943743	225958593	3	14850
chr1	225958593	225959458	2	865
chr1	225959458	225964630	1	5172
chr1	226322428	226338677	1	16249
chr1	226416118	226424122	1	8004
chr1	226424122	226424359	2	237
chr1	226424359	226424686	3	327
chr1	226424686	226425603	4	917
chr1	226425603	226426041	5	438
chr1	226426041	226427226	6	1185
chr1	226427226	226430397	7	3171
chr1	226430397	226437300	8	6903
chr1	226437300	226475946	9	38646
chr1	226475946	226522683	10	46737
chr1	226522683	226538117	9	15434
chr1	226538117	226539047	8	930
chr1	226539047	226539147	7	100
chr1	226539147	226558831	6	19684
chr1	226558831	226567441	7	8610
chr1	226567441	226585683	8	18242
chr1	226585683	226587211	7	1528
chr1	226587211	226592170	6	4959
chr1	226592170	226609309	5	17139
chr1	226609309	226612296	4	2987
chr1	226612296	226615899	3	3603
chr1	226615899	226617422	2	1523
chr1	226617422	226624167	1	6745
chr1	226648566	226717321	1	68755
chr1	226752015	226754705	1	2690
chr1	226754705	226755005	2	300
chr1	226755005	226756739	3	1734
chr1	226756739	226759118	4	2379
chr1	226759118	226773537	5	14419
chr1	226773537	226775131	4	1594
chr1	226775131	226775473	3	342
chr1	226775473	226782161	2	6688
chr1	226782161	226804923	1	22762
chr1	226830239	226844711	1	14472
chr1	226844711	226857829	2	13118
chr1	226857829	226863818	1	5989
chr1	227356256	227379493	1	23237
chr1	227430744	227438158	1	7414
chr1	227438158	227440090	2	1932
chr1	227440090	227443692	3	3602
chr1	227443692	227443742	4	50
chr1	227443742	227444474	5	732
chr1	227444474	227445079	6	605
chr1	227445079	227449944	7	4865
chr1	227449944	227452756	8	2812
chr1	227452756	227453026	9	270
chr1	227453026	227460610	10	7584
chr1	227460610	227500183	11	39573
chr1	227500183	227500917	10	734
chr1	227500917	227502055	9	1138
chr1	227502055	227515579	8	13524
chr1	227515579	227519885	7	4306
chr1	227519885	227520547	6	662
chr1	227520547	227523309	5	2762
chr1	227523309	227526235	4	2926
chr1	227526235	227531013	3	4778
chr1	227531013	227531385	2	372
chr1	227531385	227535883	1	4498
chr1	227676598	227680943	1	4345
chr1	227680943	227683010	2	2067
chr1	227683010	227683112	3	102
chr1	227683112	227684201	4	1089
chr1	227684201	227684272	5	71
chr1	227684272	227685217	6	945
chr1	227685217	227686916	7	1699
chr1	227686916	227694550	8	7634
chr1	227694550	227713349	9	18799
chr1	227713349	227714181	8	832
chr1	227714181	227714423	7	242
chr1	227714423	227716119	6	1696
chr1	227716119	227719303	5	3184
chr1	227719303	227722768	4	3465
chr1	227722768	227722802	3	34
chr1	227722802	227723604	2	802
chr1	227723604	227727849	1	4245
chr1	227788016	227788162	1	146
chr1	227788162	227791004	2	2842
chr1	227791004	227791752	3	748
chr1	227791752	227793218	4	1466
chr1	227793218	227794906	5	1688
chr1	227794906	227798026	6	3120
chr1	227798026	227800376	7	2350
chr1	227800376	227801372	8	996
chr1	227801372	227801499	9	127
chr1	227801499	227802144	10	645
chr1	227802144	227808500	11	6356
chr1	227808500	227893479	12	84979
chr1	227893479	227900453	11	6974
chr1	227900453	227912894	10	12441
chr1	227912894	227915820	9	2926
chr1	227915820	227917127	8	1307
chr1	227917127	227918142	7	1015
chr1	227918142	227919563	6	1421
chr1	227919563	227925409	5	5846
chr1	227925409	227938358	4	12949
chr1	227938358	227961446	3	23088
chr1	227961446	227974608	2	13162
chr1	227974608	227994406	3	19798
chr1	227994406	228002774	4	8368
chr1	228002774	228007537	5	4763
chr1	228007537	228015212	6	7675
chr1	228015212	228017718	7	2506
chr1	228017718	228021960	8	4242
chr1	228021960	228029457	9	7497
chr1	228029457	228048968	8	19511
chr1	228048968	228050028	9	1060
chr1	228050028	228054156	8	4128
chr1	228054156	228066354	9	12198
chr1	228066354	228066611	8	257
chr1	228066611	228074193	7	7582
chr1	228074193	228074591	6	398
chr1	228074591	228082747	5	8156
chr1	228082747	228082793	4	46
chr1	228082793	228084741	3	1948
chr1	228084741	228085091	2	350
chr1	228085091	228086407	1	1316
chr1	228182900	228183630	1	730
chr1	228183630	228200901	2	17271
chr1	228200901	228201237	3	336
chr1	228201237	228221206	2	19969
chr1	228221206	228280319	3	59113
chr1	228280319	228283576	4	3257
chr1	228283576	228284901	5	1325
chr1	228284901	228288456	6	3555
chr1	228288456	228322036	7	33580
chr1	228322036	228324334	8	2298
chr1	228324334	228326800	7	2466
chr1	228326800	228331059	6	4259
chr1	228331059	228353142	5	22083
chr1	228353142	228354641	4	1499
chr1	228354641	228357445	3	2804
chr1	228357445	228380506	2	23061
chr1	228380506	228386983	1	6477
chr1	228421748	228421870	1	122
chr1	228421870	228426518	2	4648
chr1	228426518	228430544	3	4026
chr1	228430544	228432366	4	1822
chr1	228432366	228444593	5	12227
chr1	228444593	228446179	4	1586
chr1	228446179	228447523	3	1344
chr1	228447523	228464283	2	16760
chr1	228464283	228478919	3	14636
chr1	228478919	228481090	2	2171
chr1	228481090	228481363	1	273
chr1	228506336	228506826	1	490
chr1	228506826	228507558	2	732
chr1	228507558	228508082	3	524
chr1	228508082	228508867	4	785
chr1	228508867	228509115	5	248
chr1	228509115	228510954	6	1839
chr1	228510954	228512901	7	1947
chr1	228512901	228513983	8	1082
chr1	228513983	228514054	9	71
chr1	228514054	228516990	10	2936
chr1	228516990	228521054	11	4064
chr1	228521054	228544763	12	23709
chr1	228544763	228549947	11	5184
chr1	228549947	228551073	10	1126
chr1	228551073	228551937	9	864
chr1	228551937	228552270	8	333
chr1	228552270	228601717	7	49447
chr1	228601717	228650408	2	48691
chr1	228650408	228717003	1	66595
chr1	228950940	229002986	1	52046
chr1	229002986	229035356	2	32370
chr1	229035356	229041710	3	6354
chr1	229041710	229068099	2	26389
chr1	229068099	229097907	1	29808
chr1	229213867	229252003	1	38136
chr1	229344389	229346626	1	2237
chr1	229346626	229347342	2	716
chr1	229347342	229348498	3	1156
chr1	229348498	229348740	4	242
chr1	229348740	229349067	5	327
chr1	229349067	229349262	8	195
chr1	229349262	229350030	9	768
chr1	229350030	229368465	10	18435
chr1	229368465	229376109	9	7644
chr1	229376109	229401867	8	25758
chr1	229401867	229406264	7	4397
chr1	229406264	229409527	8	3263
chr1	229409527	229410184	7	657
chr1	229410184	229432405	6	22221
chr1	229432405	229433219	5	814
chr1	229433219	229433263	4	44
chr1	229433263	229434386	3	1123
chr1	229434386	229436261	1	1875
chr1	229679076	229681410	1	2334
chr1	229681410	229685100	2	3690
chr1	229685100	229691440	3	6340
chr1	229691440	229696348	4	4908
chr1	229696348	229698511	5	2163
chr1	229698511	229708177	4	9666
chr1	229708177	229709132	5	955
chr1	229709132	229709579	6	447
chr1	229709579	229718290	7	8711
chr1	229718290	229744649	8	26359
chr1	229744649	229778401	9	33752
chr1	229778401	229786044	8	7643
chr1	229786044	229798693	7	12649
chr1	229798693	229801879	8	3186
chr1	229801879	229834015	9	32136
chr1	229834015	229849266	8	15251
chr1	229849266	229860360	9	11094
chr1	229860360	229871616	10	11256
chr1	229871616	229877160	9	5544
chr1	229877160	229883793	10	6633
chr1	229883793	229897444	9	13651
chr1	229897444	229924644	8	27200
chr1	229924644	229932200	9	7556
chr1	229932200	229973251	10	41051
chr1	229973251	230010477	9	37226
chr1	230010477	230020081	8	9604
chr1	230020081	230052069	7	31988
chr1	230052069	230052585	5	516
chr1	230052585	230052922	4	337
chr1	230052922	230054056	3	1134
chr1	230054056	230055205	2	1149
chr1	230055205	230055979	1	774
chr1	230310022	230313718	1	3696
chr1	230313718	230316962	2	3244
chr1	230316962	230317769	3	807
chr1	230317769	230318454	4	685
chr1	230318454	230318674	5	220
chr1	230318674	230319124	6	450
chr1	230319124	230330240	7	11116
chr1	230330240	230387121	8	56881
chr1	230387121	230421387	9	34266
chr1	230421387	230421877	10	490
chr1	230421877	230549140	11	127263
chr1	230549140	230557841	10	8701
chr1	230557841	230558521	9	680
chr1	230558521	230564925	8	6404
chr1	230564925	230571249	7	6324
chr1	230571249	230591308	6	20059
chr1	230591308	230594698	7	3390
chr1	230594698	230596491	8	1793
chr1	230596491	230611959	9	15468
chr1	230611959	230623601	8	11642
chr1	230623601	230624814	7	1213
chr1	230624814	230629617	6	4803
chr1	230629617	230632096	5	2479
chr1	230632096	230632244	4	148
chr1	230632244	230632642	3	398
chr1	230632642	230632897	2	255
chr1	230632897	230634583	1	1686
chr1	230744056	230753247	1	9191
chr1	230753247	230778009	2	24762
chr1	230778009	230787333	1	9324
chr1	230787333	230792291	2	4958
chr1	230792291	230799464	3	7173
chr1	230799464	230806260	4	6796
chr1	230806260	230809106	3	2846
chr1	230809106	230817041	2	7935
chr1	230817041	230829051	1	12010
chr1	230872154	230873850	1	1696
chr1	230873850	230875590	2	1740
chr1	230875590	230877050	3	1460
chr1	230877050	230892201	5	15151
chr1	230892201	230892510	4	309
chr1	230892510	230894191	3	1681
chr1	230894191	230894983	2	792
chr1	230894983	230895541	1	558
chr1	231057380	231068038	1	10658
chr1	231068038	231069166	2	1128
chr1	231069166	231070942	3	1776
chr1	231070942	231071610	4	668
chr1	231071610	231082617	5	11007
chr1	231082617	231083442	6	825
chr1	231083442	231105120	7	21678
chr1	231105120	231107524	8	2404
chr1	231107524	231131446	9	23922
chr1	231131446	231138686	10	7240
chr1	231138686	231173629	11	34943
chr1	231173629	231181407	10	7778
chr1	231181407	231187032	9	5625
chr1	231187032	231188017	8	985
chr1	231188017	231189971	7	1954
chr1	231189971	231190305	6	334
chr1	231190305	231190565	5	260
chr1	231190565	231196884	4	6319
chr1	231196884	231200065	3	3181
chr1	231200065	231203459	2	3394
chr1	231433774	231442667	1	8893
chr1	231442667	231444108	2	1441
chr1	231444108	231444484	3	376
chr1	231444484	231444853	5	369
chr1	231444853	231445706	6	853
chr1	231445706	231445760	7	54
chr1	231445760	231446417	8	657
chr1	231446417	231476701	9	30284
chr1	231476701	231489885	8	13184
chr1	231489885	231506055	7	16170
chr1	231506055	231506807	5	752
chr1	231506807	231507605	3	798
chr1	231507605	231507902	2	297
chr1	231507902	231508122	1	220
chr1	231593279	231594195	1	916
chr1	231594195	231594962	2	767
chr1	231594962	231598959	3	3997
chr1	231598959	231614647	4	15688
chr1	231614647	231618937	5	4290
chr1	231618937	231624973	4	6036
chr1	231624973	231627116	3	2143
chr1	231627116	231644036	2	16920
chr1	231644036	231645342	3	1306
chr1	231645342	231647149	4	1807
chr1	231647149	231649807	5	2658
chr1	231649807	231650850	6	1043
chr1	231650850	231666302	7	15452
chr1	231666302	231690749	8	24447
chr1	231690749	231701127	7	10378
chr1	231701127	231705000	6	3873
chr1	231705000	231706934	7	1934
chr1	231706934	231723841	8	16907
chr1	231723841	231727504	7	3663
chr1	231727504	231764902	6	37398
chr1	231764902	231766036	7	1134
chr1	231766036	231793349	6	27313
chr1	231793349	231821393	5	28044
chr1	231821393	231875395	4	54002
chr1	231875395	231884914	5	9519
chr1	231884914	231888431	6	3517
chr1	231888431	231889906	7	1475
chr1	231889906	231890088	8	182
chr1	231890088	231900293	9	10205
chr1	231900293	231917288	8	16995
chr1	231917288	231922830	7	5542
chr1	231922830	231923562	8	732
chr1	231923562	231924501	9	939
chr1	231924501	231939299	10	14798
chr1	231939299	231945892	9	6593
chr1	231945892	231950689	8	4797
chr1	231950689	231974254	9	23565
chr1	231974254	231992235	10	17981
chr1	231992235	232016900	9	24665
chr1	232016900	232019919	10	3019
chr1	232019919	232053780	11	33861
chr1	232053780	232113639	12	59859
chr1	232113639	232138294	11	24655
chr1	232138294	232145318	12	7024
chr1	232145318	232174220	11	28902
chr1	232174220	232218743	12	44523
chr1	232218743	232238237	11	19494
chr1	232238237	232278845	12	40608
chr1	232278845	232283293	11	4448
chr1	232283293	232314061	10	30768
chr1	232314061	232339092	9	25031
chr1	232339092	232344784	10	5692
chr1	232344784	232361309	11	16525
chr1	232361309	232370353	10	9044
chr1	232370353	232374655	9	4302
chr1	232374655	232374851	8	196
chr1	232374851	232375427	7	576
chr1	232375427	232377579	6	2152
chr1	232377579	232381933	5	4354
chr1	232381933	232386789	4	4856
chr1	232386789	232388647	3	1858
chr1	232388647	232429533	2	40886
chr1	232429533	232458599	1	29066
chr1	232475052	232510301	1	35249
chr1	232510301	232536135	2	25834
chr1	232536135	232565957	1	29822
chr1	232589165	232624159	1	34994
chr1	232672474	232672924	1	450
chr1	232672924	232673354	2	430
chr1	232673354	232679681	3	6327
chr1	232679681	232680970	4	1289
chr1	232680970	232695217	5	14247
chr1	232695217	232698619	6	3402
chr1	232698619	232700105	5	1486
chr1	232700105	232704219	3	4114
chr1	232704219	232712224	2	8005
chr1	232712224	232716798	3	4574
chr1	232716798	232721326	5	4528
chr1	232721326	232735218	6	13892
chr1	232735218	232737333	5	2115
chr1	232737333	232737611	4	278
chr1	232737611	232745695	3	8084
chr1	232745695	232748926	2	3231
chr1	232748926	232771029	1	22103
chr1	232771029	232792024	2	20995
chr1	232792024	232796402	1	4378
chr1	232796402	232798220	2	1818
chr1	232798220	232798586	3	366
chr1	232798586	232815574	4	16988
chr1	232815574	232817918	5	2344
chr1	232817918	232820752	6	2834
chr1	232820752	232854609	7	33857
chr1	232854609	232862137	6	7528
chr1	232862137	232869578	5	7441
chr1	232869578	232876418	6	6840
chr1	232876418	232878462	7	2044
