Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
toll-like receptor 4 signaling pathway(GO:0034142)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of toll-like receptor 4 signaling pathway(GO:0034143)	16990, 551, 20, 1	1.542	0.660442149944	1.0	20
cellular response to glucose starvation(GO:0042149)	16990, 964, 42, 1	0.42	0.966286315524	1.0	42
regulation of defense response to virus by host(GO:0050691)	16990, 450, 37, 1	1.02	0.836606576034	1.0	37
early endosome to Golgi transport(GO:0034498)	16990, 1712, 12, 1	0.827	0.726325604883	1.0	12
negative regulation of ubiquitin-protein transferase activity(GO:0051444)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of meiotic cell cycle(GO:0051445)	16990, 960, 47, 1	0.377	0.978345133556	1.0	47
positive regulation of meiotic cell cycle(GO:0051446)	16990, 960, 22, 1	0.804	0.826190274535	1.0	22
positive regulation of interleukin-13 production(GO:0032736)	16990, 1496, 15, 3	2.271	0.283836555802	0.943846420401	15
regulation of translation in response to stress(GO:0043555)	16990, 66, 16, 1	16.089	0.159558970285	0.816466645819	16
regulation of defense response to bacterium(GO:1900424)	16990, 445, 17, 2	4.492	0.184864178388	0.863543379143	17
positive regulation of ubiquitin-protein transferase activity(GO:0051443)	16990, 1744, 32, 2	0.609	0.924790453624	1.0	32
protein autoprocessing(GO:0016540)	16990, 1172, 15, 1	0.966	0.72070908116	1.0	15
nucleotide salvage(GO:0043173)	16990, 378, 15, 1	2.996	0.459489892534	1.0	15
cortical cytoskeleton organization(GO:0030865)	16990, 116, 44, 1	3.329	0.560224525064	1.0	44
negative regulation of protein localization to cell surface(GO:2000009)	16990, 1041, 13, 1	1.255	0.640540015231	1.0	13
positive regulation of protein catabolic process(GO:0045732)	16990, 1790, 214, 24	1.064	0.83881769227	1.0	214
regulation of nuclear cell cycle DNA replication(GO:0033262)	16990, 594, 16, 1	1.788	0.585591492371	1.0	16
respiratory burst(GO:0045730)	16990, 1620, 20, 1	0.524	0.877025081402	1.0	20
regulation of actin filament organization(GO:0110053)	16990, 217, 255, 8	2.456	0.128904083669	0.768368237074	255
positive regulation of interleukin-10 production(GO:0032733)	16990, 346, 31, 2	3.168	0.338091060724	0.969409770897	31
regulation of odontogenesis(GO:0042481)	16990, 37, 27, 1	17.007	0.181200178867	0.857050282269	27
response to fibroblast growth factor(GO:0071774)	16990, 423, 35, 3	3.443	0.192183826703	0.868800945903	35
positive regulation of DNA repair(GO:0045739)	16990, 219, 65, 1	1.194	0.853153942612	1.0	65
negative regulation of DNA repair(GO:0045738)	16990, 238, 33, 1	2.163	0.640462535771	1.0	33
triglyceride-rich lipoprotein particle remodeling(GO:0034370)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of cell cycle checkpoint(GO:1901976)	16990, 193, 32, 1	2.751	0.574367729978	1.0	32
response to BMP(GO:0071772)	16990, 1743, 33, 6	1.772	0.31554359304	0.958995249408	33
positive regulation of receptor internalization(GO:0002092)	16990, 1601, 25, 5	2.122	0.226826697132	0.896334148998	25
nucleosome organization(GO:0034728)	16990, 1031, 150, 7	0.769	0.980113967172	1.0	150
plasma membrane phospholipid scrambling(GO:0017121)	16990, 566, 17, 2	3.531	0.251727420399	0.92490122268	17
negative regulation of RNA splicing(GO:0033119)	16990, 1220, 25, 2	1.114	0.737939729123	1.0	25
negative regulation of receptor internalization(GO:0002091)	16990, 1835, 12, 1	0.772	0.748237370936	1.0	12
multicellular organismal signaling(GO:0035637)	16990, 599, 65, 5	2.182	0.289353596244	0.9481888071	65
positive regulation of viral genome replication(GO:0045070)	16990, 960, 35, 3	1.517	0.590561666798	1.0	35
ion homeostasis(GO:0050801)	16990, 5, 751, 2	9.049	0.156676307108	0.811982662998	751
ubiquitin-dependent ERAD pathway(GO:0030433)	16990, 1501, 65, 7	1.219	0.696640535869	1.0	65
regulation of synapse organization(GO:0050807)	16990, 802, 215, 24	2.365	0.00112284551814	0.184432087449	215
regulation of interferon-alpha production(GO:0032647)	16990, 868, 28, 1	0.699	0.872709427092	1.0	28
negative regulation of synaptic transmission(GO:0050805)	16990, 456, 59, 7	4.421	0.00723657183437	0.348079105233	59
tube formation(GO:0035148)	16990, 288, 119, 3	1.487	0.731637486398	1.0	119
entry into host cell(GO:0030260)	16990, 280, 99, 3	1.839	0.591821781212	1.0	99
regulation of cell development(GO:0060284)	16990, 511, 898, 41	1.518	0.0612484136006	0.653750985093	898
cGMP metabolic process(GO:0046068)	16990, 890, 18, 3	3.182	0.176769406057	0.848649986182	18
cytoskeleton-dependent intracellular transport(GO:0030705)	16990, 1618, 168, 16	1.0	0.901011632625	1.0	168
regulation of GTPase activity(GO:0043087)	16990, 1730, 474, 57	1.181	0.486391369141	1.0	474
negative regulation of catalytic activity(GO:0043086)	16990, 1123, 767, 67	1.322	0.112636320921	0.75365323138	767
positive regulation of catalytic activity(GO:0043085)	16990, 8, 1393, 2	3.049	0.624560741251	1.0	1393
regulation of gene expression by genetic imprinting(GO:0006349)	16990, 823, 18, 2	2.294	0.399234844616	1.0	18
type B pancreatic cell development(GO:0003323)	16990, 1901, 12, 3	2.234	0.276499220195	0.939238170297	12
regulation of cell population proliferation(GO:0042127)	16990, 8, 1568, 3	4.063	0.256667466858	0.929646472581	1568
chromatin silencing(GO:0006342)	16990, 987, 53, 1	0.325	0.988199302374	1.0	53
methylation-dependent chromatin silencing(GO:0006346)	16990, 0, 12, 0	0.0	1.0	1.0	12
cellular hormone metabolic process(GO:0034754)	16990, 69, 112, 2	4.397	0.316164447307	0.958995249408	112
regulation of NLRP3 inflammasome complex assembly(GO:1900225)	16990, 0, 15, 0	0.0	1.0	1.0	15
regulation of cellular extravasation(GO:0002691)	16990, 1801, 25, 3	1.132	0.704883502416	1.0	25
positive regulation of oligodendrocyte differentiation(GO:0048714)	16990, 85, 17, 1	11.758	0.203393870737	0.871379802484	17
membrane lipid catabolic process(GO:0046466)	16990, 1473, 33, 2	0.699	0.903906740415	1.0	33
membrane lipid biosynthetic process(GO:0046467)	16990, 33, 124, 1	4.152	0.601272236666	1.0	124
acylglycerol catabolic process(GO:0046464)	16990, 331, 33, 3	4.666	0.105905295982	0.739885877834	33
alpha-amino acid metabolic process(GO:1901605)	16990, 306, 214, 10	2.595	0.047067770567	0.625403249799	214
acylglycerol biosynthetic process(GO:0046463)	16990, 817, 20, 2	2.08	0.452255398299	1.0	20
alpha-amino acid biosynthetic process(GO:1901607)	16990, 251, 67, 3	3.031	0.285455802326	0.945616491079	67
alpha-amino acid catabolic process(GO:1901606)	16990, 306, 99, 7	3.926	0.016391664121	0.457917119978	99
positive regulation of ubiquitin-dependent protein catabolic process(GO:2000060)	16990, 456, 97, 3	1.152	0.836834037483	1.0	97
microtubule organizing center organization(GO:0031023)	16990, 310, 68, 2	1.612	0.700957276981	1.0	68
response to lead ion(GO:0010288)	16990, 472, 24, 3	4.499	0.101504347673	0.727239234601	24
regulation of necrotic cell death(GO:0010939)	16990, 216, 26, 1	3.025	0.519122647652	1.0	26
regulation of RNA stability(GO:0043487)	16990, 860, 136, 7	1.017	0.889000339391	1.0	136
protein import(GO:0017038)	16990, 1228, 122, 7	0.794	0.970816587832	1.0	122
sperm-egg recognition(GO:0035036)	16990, 1483, 52, 2	0.441	0.984962298699	1.0	52
angiogenesis involved in wound healing(GO:0060055)	16990, 76, 15, 1	14.904	0.166669169278	0.82989513895	15
G protein-coupled glutamate receptor signaling pathway(GO:0007216)	16990, 666, 15, 1	1.701	0.592432445735	1.0	15
negative regulation of centrosome cycle(GO:0046606)	16990, 94, 14, 1	12.91	0.185096304344	0.863543379143	14
cellular monovalent inorganic cation homeostasis(GO:0030004)	16990, 1566, 94, 12	1.385	0.47867201992	1.0	94
cellular potassium ion homeostasis(GO:0030007)	16990, 1969, 13, 5	3.319	0.042697247914	0.615283911786	13
regulation of centrosome cycle(GO:0046605)	16990, 203, 58, 2	2.886	0.431720409178	1.0	58
metal ion transport(GO:0030001)	16990, 242, 621, 10	1.131	0.886782578727	1.0	621
response to acid chemical(GO:0001101)	16990, 268, 332, 9	1.719	0.403027871699	1.0	332
cellular anion homeostasis(GO:0030002)	16990, 0, 11, 0	0.0	1.0	1.0	11
membrane depolarization during cardiac muscle cell action potential(GO:0086012)	16990, 2000, 17, 7	3.498	0.0104504645758	0.396603920308	17
membrane depolarization during action potential(GO:0086010)	16990, 2000, 30, 9	2.549	0.0314711961216	0.558195524142	30
regulation of cell growth involved in cardiac muscle cell development(GO:0061050)	16990, 1190, 16, 2	1.785	0.492741243456	1.0	16
somite development(GO:0061053)	16990, 1461, 15, 2	1.551	0.528239687006	1.0	15
membrane disassembly(GO:0030397)	16990, 539, 16, 1	1.97	0.561483235788	1.0	16
regulation of non-motile cilium assembly(GO:1902855)	16990, 0, 13, 0	0.0	1.0	1.0	13
nucleoside salvage(GO:0043174)	16990, 1728, 16, 1	0.615	0.826171832289	1.0	16
mitochondrial electron transport, cytochrome c to oxygen(GO:0006123)	16990, 0, 11, 0	0.0	1.0	1.0	11
mitochondrial electron transport, ubiquinol to cytochrome c(GO:0006122)	16990, 0, 11, 0	0.0	1.0	1.0	11
peptide catabolic process(GO:0043171)	16990, 1034, 29, 4	2.266	0.270372943036	0.93881098597	29
mitochondrial electron transport, NADH to ubiquinone(GO:0006120)	16990, 1164, 38, 1	0.384	0.968106610365	1.0	38
negative regulation of digestive system process(GO:0060457)	16990, 725, 19, 2	2.467	0.384723421192	1.0	19
positive regulation of digestive system process(GO:0060456)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate(GO:0045869)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of gastric acid secretion(GO:0060453)	16990, 431, 12, 1	3.285	0.401249689102	1.0	12
regulation of peptide secretion(GO:0002791)	16990, 456, 463, 22	1.77	0.0704214754341	0.680445503807	463
negative regulation of receptor signaling pathway via STAT(GO:1904893)	16990, 1268, 20, 1	0.67	0.838668631669	1.0	20
regulation of receptor signaling pathway via STAT(GO:1904892)	16990, 213, 127, 3	1.884	0.59987926125	1.0	127
CD4-positive, alpha-beta T cell lineage commitment(GO:0043373)	16990, 0, 11, 0	0.0	1.0	1.0	11
drug metabolic process(GO:0017144)	16990, 802, 569, 41	1.526	0.0519690360173	0.643951140121	569
myeloid leukocyte migration(GO:0097529)	16990, 16, 124, 2	17.127	0.04272615543	0.615283911786	124
positive regulation of cell-substrate adhesion(GO:0010811)	16990, 76, 117, 3	5.732	0.100165744405	0.726438436086	117
positive regulation of receptor signaling pathway via STAT(GO:1904894)	16990, 213, 85, 3	2.815	0.338150200595	0.969409770897	85
activation of MAPK activity(GO:0000187)	16990, 456, 152, 8	1.961	0.266398143986	0.93881098597	152
activation of MAPKK activity(GO:0000186)	16990, 1815, 52, 8	1.44	0.474681231202	1.0	52
activation of MAPKKK activity(GO:0000185)	16990, 0, 11, 0	0.0	1.0	1.0	11
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:0000184)	16990, 294, 118, 1	0.49	0.986070785168	1.0	118
chromatin silencing at rDNA(GO:0000183)	16990, 0, 12, 0	0.0	1.0	1.0	12
positive regulation of glutamate receptor signaling pathway(GO:1900451)	16990, 30, 13, 1	43.564	0.0698778564632	0.679529070748	13
regulation of guanylate cyclase activity(GO:0031282)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of cell population proliferation(GO:0008285)	16990, 263, 668, 21	2.031	0.0229947211658	0.524192458803	668
cobalamin metabolic process(GO:0009235)	16990, 696, 19, 1	1.285	0.693154976091	1.0	19
endoplasmic reticulum to cytosol transport(GO:1903513)	16990, 0, 16, 0	0.0	1.0	1.0	16
phosphatidylserine metabolic process(GO:0006658)	16990, 1957, 30, 4	1.158	0.702354560664	1.0	30
mitotic cell cycle process(GO:1903047)	16990, 260, 563, 10	1.161	0.863196644853	1.0	563
meiotic cell cycle process(GO:1903046)	16990, 723, 161, 1	0.146	0.99998193821	1.0	161
vesicle cargo loading(GO:0035459)	16990, 63, 24, 1	11.237	0.233251436358	0.902606121385	24
cellular response to interferon-beta(GO:0035458)	16990, 450, 22, 1	1.716	0.649137475936	1.0	22
nephron tubule morphogenesis(GO:0072078)	16990, 1470, 13, 3	2.667	0.20842071707	0.882471622632	13
nephron tubule formation(GO:0072079)	16990, 1292, 13, 1	1.012	0.683277050403	1.0	13
nucleobase biosynthetic process(GO:0046112)	16990, 137, 19, 1	6.527	0.312591388523	0.957684445092	19
response to interferon-alpha(GO:0035455)	16990, 727, 20, 1	1.169	0.72345339366	1.0	20
kidney epithelium development(GO:0072073)	16990, 5, 58, 1	58.586	0.0903236843779	0.706064886404	58
response to interferon-beta(GO:0035456)	16990, 450, 30, 1	1.259	0.762080422584	1.0	30
drug transport(GO:0015893)	16990, 95, 154, 3	3.484	0.274207002681	0.93881098597	154
morphogenesis of an epithelium(GO:0002009)	16990, 467, 278, 9	1.178	0.819797088362	1.0	278
homocysteine metabolic process(GO:0050667)	16990, 525, 11, 2	5.884	0.110672036118	0.74926335956	11
vocalization behavior(GO:0071625)	16990, 440, 18, 2	4.29	0.200042092328	0.870247248818	18
artery morphogenesis(GO:0048844)	16990, 5, 55, 1	61.782	0.0847357057725	0.699105908689	55
cell population proliferation(GO:0008283)	16990, 273, 647, 15	1.443	0.49525661866	1.0	647
hippocampus development(GO:0021766)	16990, 30, 64, 1	8.849	0.35279329016	0.978624985969	64
regulation of axon extension involved in axon guidance(GO:0048841)	16990, 107, 32, 1	4.962	0.423463487022	1.0	32
galactose metabolic process(GO:0006012)	16990, 0, 13, 0	0.0	1.0	1.0	13
oxidative phosphorylation(GO:0006119)	16990, 0, 25, 0	0.0	1.0	1.0	25
positive regulation of reactive oxygen species biosynthetic process(GO:1903428)	16990, 1978, 48, 7	1.253	0.637951883125	1.0	48
positive regulation of cell-cell adhesion(GO:0022409)	16990, 437, 248, 8	1.254	0.768423237507	1.0	248
regulation of organelle assembly(GO:1902115)	16990, 8, 212, 1	10.018	0.415782229427	1.0	212
thymus development(GO:0048538)	16990, 704, 44, 3	1.645	0.574440000816	1.0	44
positive regulation of organelle assembly(GO:1902117)	16990, 203, 72, 2	2.325	0.547418591181	1.0	72
spleen development(GO:0048536)	16990, 978, 33, 6	3.159	0.0510155699725	0.643951140121	33
hematopoietic or lymphoid organ development(GO:0048534)	16990, 402, 170, 10	2.486	0.0554624078393	0.64819212622	170
lymph node development(GO:0048535)	16990, 1462, 17, 4	2.734	0.147824370396	0.796093768856	17
anatomical structure arrangement(GO:0048532)	16990, 370, 17, 1	2.701	0.505550876956	1.0	17
regulation of reactive oxygen species biosynthetic process(GO:1903426)	16990, 888, 80, 7	1.674	0.406912418045	1.0	80
neuron development(GO:0048666)	16990, 770, 144, 7	1.073	0.860884583236	1.0	144
cell morphogenesis involved in neuron differentiation(GO:0048667)	16990, 493, 13, 2	5.302	0.139790547818	0.787700517836	13
detection of abiotic stimulus(GO:0009582)	16990, 427, 121, 5	1.644	0.559699610204	1.0	121
neuron fate specification(GO:0048665)	16990, 8, 25, 1	84.95	0.051308408183	0.643951140121	25
negative regulation of smooth muscle cell proliferation(GO:0048662)	16990, 809, 45, 4	1.867	0.429046285661	1.0	45
neuron fate commitment(GO:0048663)	16990, 1552, 34, 2	0.644	0.920569321032	1.0	34
regulation of smooth muscle cell proliferation(GO:0048660)	16990, 890, 130, 10	1.468	0.4868254165	1.0	130
positive regulation of smooth muscle cell proliferation(GO:0048661)	16990, 499, 84, 4	1.621	0.58894351712	1.0	84
cellular response to vitamin(GO:0071295)	16990, 75, 21, 1	10.787	0.235572433598	0.906482724484	21
regulation of growth hormone secretion(GO:0060123)	16990, 1117, 13, 1	1.17	0.653480312734	1.0	13
inner ear receptor cell stereocilium organization(GO:0060122)	16990, 1490, 27, 4	1.689	0.442967957132	1.0	27
mitochondrial ATP synthesis coupled proton transport(GO:0042776)	16990, 0, 15, 0	0.0	1.0	1.0	15
DNA damage response, signal transduction resulting in transcription(GO:0042772)	16990, 570, 14, 1	2.129	0.52396734352	1.0	14
signal transduction in response to DNA damage(GO:0042770)	16990, 196, 103, 1	0.842	0.939868708404	1.0	103
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator(GO:0042771)	16990, 1821, 28, 2	0.666	0.897761857597	1.0	28
DNA-dependent DNA replication maintenance of fidelity(GO:0045005)	16990, 1881, 38, 3	0.713	0.921035754377	1.0	38
DNA deamination(GO:0045006)	16990, 1436, 13, 1	0.91	0.707795508829	1.0	13
regulation of macrophage differentiation(GO:0045649)	16990, 669, 21, 1	1.209	0.722428793486	1.0	21
replicative senescence(GO:0090399)	16990, 1572, 13, 1	0.831	0.730951830675	1.0	13
cellular senescence(GO:0090398)	16990, 391, 32, 2	2.716	0.40249991335	1.0	32
regulation of smooth muscle cell differentiation(GO:0051150)	16990, 693, 32, 6	4.597	0.0090096872671	0.3682332139	32
neuron projection organization(GO:0106027)	16990, 400, 40, 2	2.124	0.522855185783	1.0	40
regulation of cell cycle G1/S phase transition(GO:1902806)	16990, 412, 156, 4	1.057	0.890691844302	1.0	156
negative regulation of cell cycle G1/S phase transition(GO:1902807)	16990, 391, 99, 1	0.439	0.987839529872	1.0	99
positive regulation of synaptic vesicle transport(GO:1902805)	16990, 1592, 11, 4	3.881	0.0464569150312	0.625403249799	11
organelle fusion(GO:0048284)	16990, 252, 88, 4	3.065	0.198923700173	0.869389221432	88
organelle fission(GO:0048285)	16990, 723, 81, 3	0.87	0.918621441249	1.0	81
lung alveolus development(GO:0048286)	16990, 1822, 33, 8	2.261	0.0877525995386	0.703568795245	33
regulation of erythrocyte differentiation(GO:0045646)	16990, 64, 46, 1	5.771	0.423518012487	1.0	46
anion transmembrane transport(GO:0098656)	16990, 263, 247, 10	2.615	0.0463093124169	0.625403249799	247
eye development(GO:0001654)	16990, 1130, 88, 10	1.709	0.275926681084	0.939238170297	88
cation transmembrane transport(GO:0098655)	16990, 95, 592, 4	1.208	0.902667275935	1.0	592
vesicle-mediated transport to the plasma membrane(GO:0098876)	16990, 1749, 81, 12	1.439	0.410048890012	1.0	81
B cell activation involved in immune response(GO:0002312)	16990, 474, 42, 2	1.707	0.624709500576	1.0	42
mature B cell differentiation involved in immune response(GO:0002313)	16990, 1462, 18, 3	1.937	0.379228814275	0.996955269764	18
protein methylation(GO:0006479)	16990, 1777, 131, 17	1.241	0.593726975648	1.0	131
regulation of membrane protein ectodomain proteolysis(GO:0051043)	16990, 0, 23, 0	0.0	1.0	1.0	23
positive regulation of membrane protein ectodomain proteolysis(GO:0051044)	16990, 0, 15, 0	0.0	1.0	1.0	15
entrainment of circadian clock(GO:0009649)	16990, 194, 26, 1	3.368	0.491529362391	1.0	26
regulation of secretion(GO:0051046)	16990, 456, 774, 34	1.637	0.042190882901	0.615283911786	774
positive regulation of secretion(GO:0051047)	16990, 2, 407, 1	20.872	0.297464837757	0.952122552005	407
negative regulation of secretion(GO:0051048)	16990, 499, 219, 12	1.866	0.184492596496	0.863543379143	219
regulation of transport(GO:0051049)	16990, 464, 1775, 61	1.258	0.285650885975	0.945616491079	1775
pinocytosis(GO:0006907)	16990, 0, 12, 0	0.0	1.0	1.0	12
positive regulation by host of viral transcription(GO:0043923)	16990, 1821, 17, 1	0.549	0.857037933411	1.0	17
negative regulation of cAMP-mediated signaling(GO:0043951)	16990, 1190, 23, 1	0.621	0.874317207854	1.0	23
positive regulation of cAMP-mediated signaling(GO:0043950)	16990, 598, 26, 1	1.093	0.78663905943	1.0	26
vesicle targeting(GO:0006903)	16990, 116, 16, 1	9.154	0.242942462897	0.915593561535	16
inflammatory response to antigenic stimulus(GO:0002437)	16990, 1770, 24, 2	0.8	0.835929136747	1.0	24
cellular protein catabolic process(GO:0044257)	16990, 422, 36, 2	2.237	0.492149838527	1.0	36
nucleoside catabolic process(GO:0009164)	16990, 1914, 34, 4	1.044	0.77352976789	1.0	34
negative regulation of cellular response to drug(GO:2001039)	16990, 746, 16, 2	2.847	0.310014555607	0.95725554851	16
deoxyribonucleoside monophosphate metabolic process(GO:0009162)	16990, 137, 13, 1	9.54	0.214406161322	0.886305113668	13
small molecule metabolic process(GO:0044281)	16990, 317, 1723, 54	1.68	0.0020581043028	0.210764027751	1723
small molecule catabolic process(GO:0044282)	16990, 359, 413, 19	2.177	0.0162354388791	0.457917119978	413
small molecule biosynthetic process(GO:0044283)	16990, 254, 584, 18	2.062	0.036182692885	0.588964013527	584
regulation of double-strand break repair via nonhomologous end joining(GO:2001032)	16990, 1922, 24, 1	0.368	0.944430382661	1.0	24
regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator(GO:1902165)	16990, 1293, 18, 2	1.46	0.58549994457	1.0	18
positive regulation of receptor-mediated endocytosis(GO:0048260)	16990, 1601, 52, 6	1.224	0.68417985994	1.0	52
negative regulation of receptor-mediated endocytosis(GO:0048261)	16990, 573, 24, 1	1.235	0.74659077628	1.0	24
behavioral response to pain(GO:0048266)	16990, 348, 13, 1	3.756	0.387144929724	1.0	13
cellular lipid metabolic process(GO:0044255)	16990, 394, 970, 41	1.823	0.00282204446837	0.235311345602	970
purine ribonucleoside monophosphate biosynthetic process(GO:0009168)	16990, 378, 20, 1	2.247	0.564589937365	1.0	20
response to pain(GO:0048265)	16990, 30, 17, 1	33.314	0.0955393724394	0.720671965488	17
mitochondrial tRNA processing(GO:0090646)	16990, 1556, 11, 1	0.993	0.66576030492	1.0	11
positive regulation of immune effector process(GO:0002699)	16990, 23, 213, 1	3.468	0.696786199912	1.0	213
nucleobase-containing small molecule metabolic process(GO:0055086)	16990, 1164, 582, 48	1.204	0.50571849739	1.0	582
retina homeostasis(GO:0001895)	16990, 574, 37, 3	2.4	0.349894945701	0.976560592272	37
meiotic chromosome segregation(GO:0045132)	16990, 1645, 19, 1	0.544	0.865880109756	1.0	19
cellular response to oxygen levels(GO:0071453)	16990, 76, 134, 3	5.005	0.134300558567	0.775493021259	134
pyrimidine ribonucleotide metabolic process(GO:0009218)	16990, 303, 24, 2	4.673	0.198668559347	0.869389221432	24
pyrimidine deoxyribonucleotide metabolic process(GO:0009219)	16990, 137, 20, 1	6.201	0.325743653403	0.966781690497	20
negative regulation of response to stimulus(GO:0048585)	16990, 20, 1514, 5	2.805	0.236990168173	0.909333989011	1514
positive regulation of chromatin organization(GO:1905269)	16990, 1718, 99, 10	0.999	0.874693143267	1.0	99
negative regulation of chromatin organization(GO:1905268)	16990, 1581, 61, 7	1.233	0.675897785479	1.0	61
sensory perception of chemical stimulus(GO:0007606)	16990, 348, 174, 1	0.281	0.99912218438	1.0	174
UV-damage excision repair(GO:0070914)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of type 2 immune response(GO:0002828)	16990, 1286, 30, 4	1.762	0.420297304106	1.0	30
negative regulation of type 2 immune response(GO:0002829)	16990, 412, 14, 1	2.946	0.448160833273	1.0	14
positive regulation of T-helper 1 type immune response(GO:0002827)	16990, 1122, 20, 3	2.271	0.313731746058	0.958995249408	20
positive regulation of proteasomal protein catabolic process(GO:1901800)	16990, 456, 105, 4	1.419	0.702592051332	1.0	105
negative regulation of adaptive immune response(GO:0002820)	16990, 1286, 42, 2	0.629	0.938706251592	1.0	42
positive regulation of adaptive immune response(GO:0002821)	16990, 550, 104, 5	1.485	0.629212327824	1.0	104
neuromuscular junction development(GO:0007528)	16990, 710, 34, 4	2.815	0.180719321101	0.857050282269	34
sensory perception of pain(GO:0019233)	16990, 646, 51, 5	2.578	0.177082703011	0.848649986182	51
water transport(GO:0006833)	16990, 174, 20, 2	9.764	0.0667320047355	0.668710297454	20
dendritic cell migration(GO:0036336)	16990, 1656, 21, 2	0.977	0.754249172718	1.0	21
organ induction(GO:0001759)	16990, 219, 13, 1	5.968	0.296610605408	0.95123810768	13
labyrinthine layer blood vessel development(GO:0060716)	16990, 0, 19, 0	0.0	1.0	1.0	19
negative regulation of stem cell proliferation(GO:2000647)	16990, 0, 11, 0	0.0	1.0	1.0	11
neural crest cell migration(GO:0001755)	16990, 107, 55, 3	8.661	0.0311258786137	0.558195524142	55
interleukin-6-mediated signaling pathway(GO:0070102)	16990, 1602, 14, 1	0.758	0.762550704059	1.0	14
cellular response to chemokine(GO:1990869)	16990, 1801, 14, 5	3.369	0.0421839254988	0.615283911786	14
positive regulation of epithelial cell migration(GO:0010634)	16990, 445, 137, 5	1.393	0.703354668052	1.0	137
oxidative demethylation(GO:0070989)	16990, 837, 17, 4	4.776	0.0341303493194	0.57659768748	17
positive regulation of cofactor metabolic process(GO:0051194)	16990, 802, 27, 3	2.354	0.326517628159	0.967683174025	27
negative regulation of cofactor metabolic process(GO:0051195)	16990, 1978, 20, 3	1.288	0.618974239275	1.0	20
positive regulation of cellular protein catabolic process(GO:1903364)	16990, 456, 141, 5	1.321	0.744981575035	1.0	141
epithelial cell migration(GO:0010631)	16990, 219, 82, 3	2.838	0.331552213258	0.969409770897	82
regulation of epithelial cell migration(GO:0010632)	16990, 250, 212, 3	0.962	0.939105327426	1.0	212
negative regulation of epithelial cell migration(GO:0010633)	16990, 1730, 65, 5	0.755	0.95306159713	1.0	65
post-anal tail morphogenesis(GO:0036342)	16990, 60, 18, 1	15.731	0.171043987938	0.837505542719	18
positive regulation of myoblast differentiation(GO:0045663)	16990, 0, 22, 0	0.0	1.0	1.0	22
positive regulation of organelle organization(GO:0010638)	16990, 8, 598, 2	7.103	0.217081553503	0.88868221949	598
negative regulation of organelle organization(GO:0010639)	16990, 214, 361, 7	1.539	0.616967978218	1.0	361
left/right axis specification(GO:0070986)	16990, 1470, 13, 3	2.667	0.20842071707	0.882471622632	13
sodium ion export across plasma membrane(GO:0036376)	16990, 1888, 13, 4	2.769	0.127646009301	0.768368237074	13
regulation of fertilization(GO:0080154)	16990, 0, 27, 0	0.0	1.0	1.0	27
epithelial cell differentiation involved in kidney development(GO:0035850)	16990, 1626, 17, 4	2.459	0.186235232879	0.864834685307	17
lysosomal transport(GO:0007041)	16990, 203, 95, 3	2.643	0.377941163743	0.996770830555	95
glycolytic process through glucose-6-phosphate(GO:0061620)	16990, 1356, 26, 1	0.482	0.918565051113	1.0	26
regulation of histone deacetylation(GO:0031063)	16990, 456, 26, 2	2.866	0.357764861633	0.981445444369	26
positive regulation of striated muscle contraction(GO:0045989)	16990, 58, 13, 1	22.533	0.118289827193	0.763054326471	13
telencephalon development(GO:0021537)	16990, 1391, 18, 1	0.679	0.818446841474	1.0	18
cell migration in hindbrain(GO:0021535)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of transporter activity(GO:0032410)	16990, 1140, 77, 12	2.323	0.0355974805365	0.582394154356	77
positive regulation of transporter activity(GO:0032411)	16990, 447, 105, 8	2.896	0.0485201618611	0.632528196735	105
negative regulation of myoblast differentiation(GO:0045662)	16990, 1391, 25, 5	2.443	0.158636807922	0.814346900861	25
lysosome localization(GO:0032418)	16990, 152, 35, 1	3.194	0.541314985466	1.0	35
positive regulation of pri-miRNA transcription by RNA polymerase II(GO:1902895)	16990, 1587, 29, 2	0.738	0.876111808891	1.0	29
regulation of vasculature development(GO:1901342)	16990, 452, 312, 18	2.169	0.0198935174004	0.479865165402	312
negative regulation of vasculature development(GO:1901343)	16990, 452, 116, 9	2.916	0.0289660291884	0.552883334907	116
embryonic axis specification(GO:0000578)	16990, 288, 29, 2	4.068	0.248282285608	0.921332728579	29
regulation of DNA methylation(GO:0044030)	16990, 1635, 23, 2	0.904	0.791840496527	1.0	23
cytoplasmic sequestering of protein(GO:0051220)	16990, 1947, 24, 1	0.364	0.946410415347	1.0	24
positive regulation of protein serine/threonine kinase activity(GO:0071902)	16990, 8, 331, 2	12.832	0.0834050648743	0.697811787344	331
