Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
regulation of exocytosis(GO:0017157)	16990, 1765, 218, 34	1.501	0.0785331351765	0.499001823248	218
phosphatidylethanolamine biosynthetic process(GO:0006646)	16990, 52, 15, 1	21.782	0.125102122145	0.584482388634	15
establishment of protein localization to chromosome(GO:0070199)	16990, 1069, 15, 1	1.06	0.70495844349	1.0	15
phospholipid metabolic process(GO:0006644)	16990, 52, 421, 2	1.552	0.854992792576	1.0	421
negative regulation of peptidyl-serine phosphorylation(GO:0033137)	16990, 822, 26, 2	1.59	0.603767930626	1.0	26
membrane lipid metabolic process(GO:0006643)	16990, 720, 191, 11	1.359	0.596854469181	1.0	191
triglyceride metabolic process(GO:0006641)	16990, 441, 71, 2	1.085	0.851190767735	1.0	71
regulation of extracellular matrix organization(GO:1903053)	16990, 155, 37, 1	2.963	0.569863237576	1.0	37
negative regulation of proteolysis involved in cellular protein catabolic process(GO:1903051)	16990, 1277, 69, 7	1.35	0.603795195859	1.0	69
glycolipid biosynthetic process(GO:0009247)	16990, 565, 58, 3	1.555	0.634649708085	1.0	58
negative regulation of cytokine production involved in inflammatory response(GO:1900016)	16990, 1808, 17, 1	0.553	0.855284333104	1.0	17
negative regulation of extracellular matrix organization(GO:1903054)	16990, 155, 11, 1	9.965	0.200112129326	0.70263937031	11
regulation of vesicle-mediated transport(GO:0060627)	16990, 1765, 519, 70	1.298	0.117396992307	0.574306937821	519
dopamine metabolic process(GO:0042417)	16990, 341, 29, 3	5.154	0.082195078124	0.507520315503	29
norepinephrine metabolic process(GO:0042415)	16990, 192, 12, 2	14.748	0.02912913039	0.335737118197	12
negative regulation of response to external stimulus(GO:0032102)	16990, 503, 315, 10	1.072	0.892373544471	1.0	315
intra-Golgi vesicle-mediated transport(GO:0006891)	16990, 1226, 33, 2	0.84	0.857114691733	1.0	33
renal system development(GO:0072001)	16990, 763, 14, 3	4.772	0.0722768834069	0.485235297529	14
regulation of vitamin metabolic process(GO:0030656)	16990, 1656, 13, 2	1.578	0.504596165659	0.968476938623	13
protein localization to chromosome, telomeric region(GO:0070198)	16990, 1898, 15, 3	1.79	0.403669302791	0.9098637987	15
branching involved in ureteric bud morphogenesis(GO:0001658)	16990, 950, 43, 6	2.495	0.132059012906	0.597557715972	43
inner ear development(GO:0048839)	16990, 1732, 51, 11	2.116	0.0672830870878	0.468955419427	51
regulation of epithelial cell proliferation(GO:0050678)	16990, 950, 319, 29	1.626	0.0627635683138	0.456148671418	319
positive regulation of epithelial cell proliferation(GO:0050679)	16990, 854, 181, 17	1.869	0.0713343059875	0.483282565456	181
complement activation, classical pathway(GO:0006958)	16990, 522, 35, 2	1.86	0.564547756182	0.999584971038	35
maturation of SSU-rRNA(GO:0030490)	16990, 966, 34, 1	0.517	0.93316392188	1.0	34
negative regulation of supramolecular fiber organization(GO:1902904)	16990, 760, 124, 12	2.163	0.0688435378928	0.474408907256	124
regulation of supramolecular fiber organization(GO:1902903)	16990, 447, 337, 19	2.143	0.0183550234996	0.268351559372	337
fatty acid elongation(GO:0030497)	16990, 1345, 13, 2	1.943	0.421646126484	0.91907857102	13
epithelial cell proliferation(GO:0050673)	16990, 646, 80, 8	2.63	0.0685183738532	0.472845592875	80
positive regulation of osteoclast differentiation(GO:0045672)	16990, 478, 25, 1	1.422	0.710548802244	1.0	25
positive regulation of extracellular matrix organization(GO:1903055)	16990, 798, 20, 1	1.065	0.747377360762	1.0	20
regulation of pinocytosis(GO:0048548)	16990, 1059, 11, 2	2.917	0.273225324904	0.793350727098	11
G protein-coupled receptor internalization(GO:0002031)	16990, 1283, 11, 1	1.204	0.615230612797	1.0	11
alcohol metabolic process(GO:0006066)	16990, 970, 296, 26	1.539	0.148033489667	0.631802205233	296
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890)	16990, 182, 84, 1	1.111	0.886221151422	1.0	84
fucose metabolic process(GO:0006004)	16990, 1393, 16, 3	2.287	0.290274015127	0.810637788339	16
glucose metabolic process(GO:0006006)	16990, 53, 112, 2	5.724	0.230531421639	0.743201164937	112
glucose catabolic process(GO:0006007)	16990, 905, 29, 1	0.647	0.888950972564	1.0	29
fructose metabolic process(GO:0006000)	16990, 1296, 15, 1	0.874	0.739671013889	1.0	15
digestive tract morphogenesis(GO:0048546)	16990, 648, 15, 2	3.496	0.243871545791	0.759810157453	15
response to steroid hormone(GO:0048545)	16990, 1338, 214, 24	1.424	0.274289877429	0.793350727098	214
regulation of chromatin organization(GO:1902275)	16990, 1155, 183, 12	0.965	0.928753719735	1.0	183
nucleoside monophosphate biosynthetic process(GO:0009124)	16990, 161, 45, 1	2.345	0.651736978394	1.0	45
negative regulation of protein localization to membrane(GO:1905476)	16990, 705, 30, 1	0.803	0.862222844773	1.0	30
positive regulation of protein localization to membrane(GO:1905477)	16990, 68, 118, 3	6.352	0.077963959651	0.498623186179	118
cell cycle G2/M phase transition(GO:0044839)	16990, 615, 125, 3	0.663	0.980668686706	1.0	125
DNA geometric change(GO:0032392)	16990, 1999, 74, 4	0.459	0.996784669111	1.0	74
regulation of dendritic cell differentiation(GO:2001198)	16990, 576, 13, 1	2.269	0.500157934294	0.96706001371	13
epithelium development(GO:0060429)	16990, 717, 142, 10	1.669	0.33835363802	0.851618048544	142
protein localization to cytoskeleton(GO:0044380)	16990, 415, 38, 1	1.077	0.824677512658	1.0	38
response to nicotine(GO:0035094)	16990, 662, 45, 5	2.852	0.129979370062	0.593169611005	45
positive regulation of interferon-gamma production(GO:0032729)	16990, 951, 62, 2	0.576	0.970158524418	1.0	62
purine-containing compound metabolic process(GO:0072521)	16990, 1530, 400, 49	1.36	0.129053651852	0.592316856304	400
prepulse inhibition(GO:0060134)	16990, 1722, 15, 3	1.973	0.349135141426	0.862969313114	15
maternal process involved in female pregnancy(GO:0060135)	16990, 654, 38, 4	2.735	0.200765331498	0.703336667521	38
regulation of lipid kinase activity(GO:0043550)	16990, 207, 62, 1	1.324	0.827256129409	1.0	62
terpenoid biosynthetic process(GO:0016114)	16990, 1872, 13, 1	0.698	0.782031952395	1.0	13
glycerolipid biosynthetic process(GO:0045017)	16990, 685, 235, 11	1.161	0.803269527911	1.0	235
purine-containing compound catabolic process(GO:0072523)	16990, 795, 51, 9	3.771	0.00398831527705	0.12376642892	51
ovulation(GO:0030728)	16990, 908, 17, 5	5.503	0.00756262633032	0.166101518944	17
positive regulation of cardiac muscle cell differentiation(GO:2000727)	16990, 585, 19, 3	4.586	0.0889168510681	0.524944990948	19
actin nucleation(GO:0045010)	16990, 423, 31, 1	1.296	0.76212787908	1.0	31
pyridine-containing compound metabolic process(GO:0072524)	16990, 1110, 116, 8	1.056	0.852770733994	1.0	116
regulation of postsynaptic density organization(GO:1905874)	16990, 606, 16, 4	7.009	0.00989336004017	0.189532578013	16
positive regulation of superoxide anion generation(GO:0032930)	16990, 0, 16, 0	0.0	1.0	1.0	16
zymogen activation(GO:0031638)	16990, 1775, 40, 6	1.436	0.514013017873	0.972349661475	40
negative regulation of nitric oxide biosynthetic process(GO:0045019)	16990, 646, 13, 2	4.046	0.192299436829	0.693629459427	13
sodium ion import across plasma membrane(GO:0098719)	16990, 975, 15, 3	3.485	0.137763487711	0.610167933602	15
phasic smooth muscle contraction(GO:0014821)	16990, 24, 18, 2	78.657	0.00153006071803	0.0743393136739	18
Golgi to vacuole transport(GO:0006896)	16990, 1459, 14, 1	0.832	0.739417048384	1.0	14
blood vessel development(GO:0001568)	16990, 1585, 109, 14	1.377	0.45732490925	0.948550669406	109
regulation of neuroblast proliferation(GO:1902692)	16990, 597, 30, 2	1.897	0.544122192667	0.988309002851	30
tissue morphogenesis(GO:0048729)	16990, 1163, 375, 37	1.441	0.124918039322	0.584482388634	375
lymphoid progenitor cell differentiation(GO:0002320)	16990, 207, 12, 1	6.84	0.267338893397	0.789380035138	12
natural killer cell activation involved in immune response(GO:0002323)	16990, 0, 24, 0	0.0	1.0	1.0	24
positive regulation of centrosome cycle(GO:0046607)	16990, 1707, 11, 1	0.905	0.693708962468	1.0	11
regulation of cAMP-mediated signaling(GO:0043949)	16990, 446, 52, 3	2.198	0.429006513885	0.925761028167	52
autophagy(GO:0006914)	16990, 660, 213, 11	1.329	0.635396979208	1.0	213
apoptotic process(GO:0006915)	16990, 226, 651, 12	1.386	0.635464224709	1.0	651
regulation of protein localization to synapse(GO:1902473)	16990, 1746, 24, 5	2.027	0.247260417445	0.763364960149	24
phagocytosis, recognition(GO:0006910)	16990, 938, 17, 1	1.065	0.737928004922	1.0	17
phagocytosis, engulfment(GO:0006911)	16990, 1478, 38, 5	1.513	0.504637466266	0.968476938623	38
negative regulation of RNA biosynthetic process(GO:1902679)	16990, 1632, 1211, 135	1.161	0.267691041113	0.789450587217	1211
nucleobase metabolic process(GO:0009112)	16990, 167, 37, 2	5.499	0.184027123803	0.686178655421	37
vitamin catabolic process(GO:0009111)	16990, 0, 14, 0	0.0	1.0	1.0	14
vitamin biosynthetic process(GO:0009110)	16990, 953, 15, 2	2.377	0.369021671549	0.881327825297	15
nucleoside metabolic process(GO:0009116)	16990, 183, 112, 3	2.487	0.425548820695	0.92202244484	112
phosphatidylinositol-3-phosphate biosynthetic process(GO:0036092)	16990, 1636, 53, 9	1.764	0.23849284381	0.752936196084	53
aminoglycan biosynthetic process(GO:0006023)	16990, 1265, 104, 11	1.421	0.480046209789	0.960051413375	104
ribonucleoside metabolic process(GO:0009119)	16990, 756, 82, 6	1.644	0.472831400401	0.959856551686	82
monocarboxylic acid metabolic process(GO:0032787)	16990, 130, 491, 10	2.662	0.0475341253094	0.404671049094	491
ruffle organization(GO:0031529)	16990, 702, 25, 1	0.968	0.798636287031	1.0	25
telomeric loop disassembly(GO:0090657)	16990, 1411, 11, 1	1.095	0.638922190056	1.0	11
regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway(GO:0039531)	16990, 987, 21, 1	0.82	0.820573585908	1.0	21
protein palmitoylation(GO:0018345)	16990, 1793, 34, 6	1.672	0.363673380569	0.874370090069	34
cellular extravasation(GO:0045123)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of neurotransmitter transport(GO:0051590)	16990, 68, 39, 2	12.813	0.0539985753784	0.436526298437	39
walking behavior(GO:0090659)	16990, 1849, 30, 1	0.306	0.969686525908	1.0	30
coronary vasculature development(GO:0060976)	16990, 1194, 25, 4	2.277	0.253590862445	0.770544566242	25
regulation of epithelial tube formation(GO:1905276)	16990, 323, 18, 2	5.845	0.135855355321	0.605029585215	18
negative regulation of chromosome organization(GO:2001251)	16990, 564, 131, 1	0.23	0.999440673643	1.0	131
ossification(GO:0001503)	16990, 1287, 114, 14	1.621	0.235975695515	0.752182303132	114
positive regulation of developmental growth(GO:0048639)	16990, 615, 168, 13	2.138	0.0598551848804	0.451967722566	168
regulation of developmental growth(GO:0048638)	16990, 615, 320, 25	2.158	0.00369462205603	0.119269342882	320
ether metabolic process(GO:0018904)	16990, 594, 19, 2	3.011	0.310175097744	0.825645943635	19
regulation of actin nucleation(GO:0051125)	16990, 1945, 27, 4	1.294	0.618622048699	1.0	27
detection of external biotic stimulus(GO:0098581)	16990, 1665, 18, 2	1.134	0.679388922879	1.0	18
anion transport(GO:0006820)	16990, 18, 537, 2	3.515	0.511649731971	0.971360596911	537
chloride transport(GO:0006821)	16990, 17, 100, 1	9.994	0.360795418566	0.87339001676	100
iron ion transport(GO:0006826)	16990, 1858, 73, 4	0.501	0.993950506442	1.0	73
copper ion transport(GO:0006825)	16990, 1784, 18, 3	1.587	0.483619970665	0.960174702581	18
manganese ion transport(GO:0006828)	16990, 509, 12, 1	2.782	0.440132460101	0.934477016513	12
zinc ion transport(GO:0006829)	16990, 524, 27, 1	1.201	0.761489738418	1.0	27
hormone-mediated signaling pathway(GO:0009755)	16990, 66, 177, 3	4.363	0.190495516055	0.691534665829	177
regulation of cell adhesion mediated by integrin(GO:0033628)	16990, 82, 46, 1	4.504	0.482010373181	0.960174702581	46
translational termination(GO:0006415)	16990, 1875, 95, 4	0.382	0.999455802358	1.0	95
regulation of cell proliferation involved in heart morphogenesis(GO:2000136)	16990, 1671, 17, 6	3.589	0.0189452037411	0.273652942928	17
adult heart development(GO:0007512)	16990, 226, 14, 1	5.37	0.321510835489	0.836380269714	14
posttranscriptional regulation of gene expression(GO:0010608)	16990, 25, 437, 3	4.665	0.180342711784	0.680649930048	437
behavioral response to cocaine(GO:0048148)	16990, 0, 20, 0	0.0	1.0	1.0	20
protein modification by small protein conjugation or removal(GO:0070647)	16990, 526, 920, 31	1.088	0.868917580952	1.0	920
protein modification by small protein removal(GO:0070646)	16990, 463, 284, 10	1.292	0.712326673169	1.0	284
mitotic cell cycle arrest(GO:0071850)	16990, 166, 15, 1	6.823	0.280266197062	0.802428814206	15
proton transmembrane transport(GO:1902600)	16990, 1039, 134, 12	1.464	0.434679443553	0.931634103294	134
tRNA threonylcarbamoyladenosine metabolic process(GO:0070525)	16990, 0, 11, 0	0.0	1.0	1.0	11
meiosis I cell cycle process(GO:0061982)	16990, 1661, 59, 2	0.347	0.995086072266	1.0	59
positive regulation of fibroblast proliferation(GO:0048146)	16990, 568, 52, 3	1.726	0.565911365496	1.0	52
negative regulation of protein localization to cell periphery(GO:1904376)	16990, 705, 24, 1	1.004	0.784483712664	1.0	24
regulation of keratinocyte proliferation(GO:0010837)	16990, 1636, 30, 7	2.423	0.0890647105763	0.524944990948	30
interleukin-12-mediated signaling pathway(GO:0035722)	16990, 1994, 46, 1	0.185	0.996820269336	1.0	46
cellular homeostasis(GO:0019725)	16990, 665, 838, 47	1.433	0.0899353464275	0.524944990948	838
cytokinesis(GO:0000910)	16990, 1264, 76, 10	1.769	0.232103747214	0.745273046795	76
spinal cord motor neuron differentiation(GO:0021522)	16990, 1570, 19, 5	2.848	0.0885737529421	0.524944990948	19
regulation of ubiquitin protein ligase activity(GO:1904666)	16990, 1722, 21, 1	0.47	0.899985020511	1.0	21
spinal cord association neuron differentiation(GO:0021527)	16990, 1195, 13, 2	2.187	0.383157004125	0.896195970099	13
regulation of phospholipase A2 activity(GO:0032429)	16990, 642, 12, 1	2.205	0.503874538421	0.968476938623	12
regulation of interleukin-8 secretion(GO:2000482)	16990, 0, 24, 0	0.0	1.0	1.0	24
positive regulation of interleukin-8 secretion(GO:2000484)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of ubiquitin protein ligase activity(GO:1904668)	16990, 1722, 12, 1	0.822	0.728107049277	1.0	12
cardiac right ventricle morphogenesis(GO:0003215)	16990, 919, 13, 1	1.422	0.619767432399	1.0	13
negative regulation of cellular component organization(GO:0051129)	16990, 657, 672, 30	1.154	0.750691271074	1.0	672
regulation of mesonephros development(GO:0061217)	16990, 0, 26, 0	0.0	1.0	1.0	26
negative regulation of fibroblast growth factor receptor signaling pathway(GO:0040037)	16990, 925, 16, 2	2.296	0.38675387375	0.899558091266	16
regulation of fibroblast growth factor receptor signaling pathway(GO:0040036)	16990, 925, 30, 4	2.449	0.232814787096	0.746559417289	30
regulation of development, heterochronic(GO:0040034)	16990, 585, 13, 1	2.234	0.504450212711	0.968476938623	13
modulation by host of viral genome replication(GO:0044827)	16990, 68, 14, 1	17.847	0.14370259108	0.622418036102	14
cartilage development(GO:0051216)	16990, 1585, 71, 12	1.812	0.148725267881	0.632509759954	71
phospholipase C-activating G protein-coupled receptor signaling pathway(GO:0007200)	16990, 119, 69, 4	8.277	0.0102647062301	0.192977803558	69
cell cycle process(GO:0022402)	16990, 8, 944, 1	2.25	0.889728020102	1.0	944
activation of phospholipase C activity(GO:0007202)	16990, 586, 30, 3	2.899	0.244703880242	0.759810157453	30
protein kinase C-activating G protein-coupled receptor signaling pathway(GO:0007205)	16990, 577, 28, 4	4.206	0.0621128454646	0.454032476947	28
positive regulation of mesonephros development(GO:0061213)	16990, 0, 22, 0	0.0	1.0	1.0	22
removal of superoxide radicals(GO:0019430)	16990, 620, 13, 2	4.216	0.183075865642	0.684754987356	13
protein kinase A signaling(GO:0010737)	16990, 915, 11, 1	1.688	0.547117328178	0.988405771719	11
bone remodeling(GO:0046849)	16990, 1283, 15, 2	1.766	0.481084148481	0.960051413375	15
modulation of excitatory postsynaptic potential(GO:0098815)	16990, 1845, 39, 12	2.833	0.00409208351197	0.124780502767	39
positive regulation of interleukin-12 production(GO:0032735)	16990, 919, 32, 1	0.578	0.914598527628	1.0	32
filopodium assembly(GO:0046847)	16990, 1794, 18, 3	1.578	0.486921686067	0.960299797575	18
regulation of protein localization to cell surface(GO:2000008)	16990, 443, 37, 5	5.183	0.0160963058862	0.24508785133	37
regulation of protein kinase A signaling(GO:0010738)	16990, 795, 20, 4	4.274	0.04990129082	0.413836566973	20
protein hydroxylation(GO:0018126)	16990, 1981, 25, 2	0.686	0.887379426964	1.0	25
positive regulation of interleukin-1 production(GO:0032732)	16990, 1998, 48, 4	0.709	0.947814595067	1.0	48
regulation of granulocyte macrophage colony-stimulating factor production(GO:0032645)	16990, 1363, 15, 2	1.662	0.502116636848	0.968453562894	15
myeloid cell differentiation(GO:0030099)	16990, 207, 165, 1	0.497	0.990067874473	1.0	165
bicarbonate transport(GO:0015701)	16990, 17, 42, 1	23.796	0.162485479645	0.655108818088	42
nuclear RNA surveillance(GO:0071027)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of fibroblast apoptotic process(GO:2000269)	16990, 1907, 16, 3	1.67	0.447334939314	0.942067013179	16
glial cell development(GO:0021782)	16990, 506, 51, 4	2.633	0.238363309972	0.752936196084	51
regulation of chemokine production(GO:0032642)	16990, 1831, 73, 9	1.144	0.739548528954	1.0	73
positive regulation of muscle tissue development(GO:1901863)	16990, 648, 70, 7	2.622	0.0949613225343	0.536074124463	70
calcium ion transmembrane transport(GO:0070588)	16990, 137, 191, 6	3.896	0.0388194490888	0.373152191936	191
NIK/NF-kappaB signaling(GO:0038061)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of interferon-gamma production(GO:0032649)	16990, 951, 95, 3	0.564	0.987974231687	1.0	95
regulation of interferon-beta production(GO:0032648)	16990, 125, 48, 1	2.832	0.610098395693	1.0	48
collagen-activated signaling pathway(GO:0038065)	16990, 211, 13, 3	18.582	0.0021102009459	0.0877651502795	13
ammonium transmembrane transport(GO:0072488)	16990, 1328, 17, 1	0.753	0.790536014107	1.0	17
regulation of humoral immune response mediated by circulating immunoglobulin(GO:0002923)	16990, 1214, 11, 2	2.545	0.308951771909	0.825645943635	11
positive regulation of humoral immune response(GO:0002922)	16990, 576, 16, 2	3.687	0.236940697377	0.752936196084	16
negative regulation of humoral immune response(GO:0002921)	16990, 1214, 12, 4	4.665	0.029847983838	0.338720465033	12
regulation of humoral immune response(GO:0002920)	16990, 1730, 69, 10	1.423	0.460246717933	0.950939309818	69
action potential(GO:0001508)	16990, 1886, 80, 22	2.477	0.000435634950823	0.029934344478	80
negative regulation of myotube differentiation(GO:0010832)	16990, 127, 17, 1	7.869	0.272001152155	0.792444301553	17
regulation of osteoclast differentiation(GO:0045670)	16990, 621, 64, 5	2.137	0.300608752563	0.816673623963	64
cardiac muscle cell proliferation(GO:0060038)	16990, 1822, 12, 3	2.331	0.256337251091	0.775821033087	12
regulation of mitotic cell cycle(GO:0007346)	16990, 265, 585, 7	0.767	0.994561702984	1.0	585
response to amine(GO:0014075)	16990, 133, 46, 1	2.777	0.612943936216	1.0	46
acrosome reaction(GO:0007340)	16990, 216, 16, 1	4.916	0.34907495901	0.862969313114	16
actin filament-based process(GO:0030029)	16990, 1804, 378, 59	1.47	0.0193292624744	0.276875502525	378
fusion of sperm to egg plasma membrane involved in single fertilization(GO:0007342)	16990, 0, 16, 0	0.0	1.0	1.0	16
cellular response to dsRNA(GO:0071359)	16990, 0, 21, 0	0.0	1.0	1.0	21
cellular response to tumor necrosis factor(GO:0071356)	16990, 323, 122, 4	1.725	0.581382888026	1.0	122
import across plasma membrane(GO:0098739)	16990, 1225, 94, 15	2.213	0.02131007641	0.29037242927	94
cellular response to interleukin-6(GO:0071354)	16990, 705, 15, 1	1.607	0.609153914169	1.0	15
negative regulation of cellular protein catabolic process(GO:1903363)	16990, 1277, 83, 7	1.122	0.787255787429	1.0	83
gonad development(GO:0008406)	16990, 323, 107, 5	2.458	0.246321348657	0.761886419197	107
triglyceride catabolic process(GO:0019433)	16990, 441, 26, 2	2.964	0.344723779871	0.858240880528	26
mitotic G2/M transition checkpoint(GO:0044818)	16990, 936, 28, 2	1.297	0.69219636534	1.0	28
megakaryocyte development(GO:0035855)	16990, 207, 15, 1	5.472	0.32143878165	0.836380269714	15
suckling behavior(GO:0001967)	16990, 1958, 13, 4	2.67	0.140622676724	0.61822592699	13
startle response(GO:0001964)	16990, 133, 13, 2	19.653	0.0175473078334	0.259700155935	13
negative regulation of response to endoplasmic reticulum stress(GO:1903573)	16990, 68, 44, 1	5.678	0.421238579057	0.91907857102	44
synaptic transmission, dopaminergic(GO:0001963)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of stem cell proliferation(GO:2000648)	16990, 556, 38, 1	0.804	0.881317676204	1.0	38
regulation of sodium ion transmembrane transporter activity(GO:2000649)	16990, 1515, 52, 9	1.941	0.164026905224	0.656927072545	52
regulation of NMDA receptor activity(GO:2000310)	16990, 722, 20, 3	3.53	0.151460170889	0.6375881485	20
regulation of AMPA receptor activity(GO:2000311)	16990, 722, 25, 4	3.765	0.0798897434633	0.503142921026	25
snoRNA 3'-end processing(GO:0031126)	16990, 0, 11, 0	0.0	1.0	1.0	11
pharyngeal system development(GO:0060037)	16990, 1410, 18, 3	2.008	0.36346357321	0.874370090069	18
regulation of T-helper 17 type immune response(GO:2000316)	16990, 1327, 19, 1	0.674	0.82856591457	1.0	19
regulation of early endosome to late endosome transport(GO:2000641)	16990, 167, 17, 1	5.985	0.319955194158	0.836380269714	17
negative regulation of catecholamine secretion(GO:0033604)	16990, 105, 15, 1	10.787	0.214295761049	0.725378332613	15
positive regulation of catecholamine secretion(GO:0033605)	16990, 3, 13, 1	435.641	0.0104916847863	0.194845574603	13
regulation of water loss via skin(GO:0033561)	16990, 0, 24, 0	0.0	1.0	1.0	24
fatty acid derivative biosynthetic process(GO:1901570)	16990, 130, 81, 2	3.227	0.41379186617	0.914183348338	81
regulation of mRNA splicing, via spliceosome(GO:0048024)	16990, 32, 97, 1	5.474	0.505545060124	0.968476938623	97
inorganic anion transmembrane transport(GO:0098661)	16990, 17, 106, 1	9.428	0.378513807974	0.890294091126	106
protein localization to phagophore assembly site(GO:0034497)	16990, 1961, 13, 3	1.999	0.336618596875	0.851618048544	13
regulation of heat generation(GO:0031650)	16990, 24, 13, 1	54.455	0.0589556447942	0.449408322441	13
regulation of protein binding(GO:0043393)	16990, 518, 214, 9	1.379	0.63612528787	1.0	214
negative regulation of DNA binding(GO:0043392)	16990, 226, 53, 1	1.418	0.796993501976	1.0	53
toll-like receptor 4 signaling pathway(GO:0034142)	16990, 1665, 18, 1	0.567	0.852972392962	1.0	18
regulation of toll-like receptor 4 signaling pathway(GO:0034143)	16990, 1059, 20, 1	0.802	0.81589448964	1.0	20
cellular response to glucose starvation(GO:0042149)	16990, 19, 42, 1	21.291	0.176696152233	0.675655282016	42
regulation of defense response to virus by host(GO:0050691)	16990, 87, 37, 1	5.278	0.420708847986	0.91907857102	37
early endosome to Golgi transport(GO:0034498)	16990, 1168, 12, 3	3.637	0.119882669641	0.578846021897	12
negative regulation of ubiquitin-protein transferase activity(GO:0051444)	16990, 951, 16, 1	1.117	0.714357697608	1.0	16
regulation of meiotic cell cycle(GO:0051445)	16990, 1404, 47, 3	0.772	0.915361062555	1.0	47
positive regulation of meiotic cell cycle(GO:0051446)	16990, 1245, 22, 1	0.62	0.866094432326	1.0	22
positive regulation of interleukin-13 production(GO:0032736)	16990, 1831, 15, 3	1.856	0.382655354856	0.896091653776	15
regulation of translation in response to stress(GO:0043555)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of defense response to bacterium(GO:1900424)	16990, 227, 17, 1	4.403	0.378989028462	0.890976161731	17
positive regulation of ubiquitin-protein transferase activity(GO:0051443)	16990, 116, 32, 1	4.577	0.4409755588	0.934477016513	32
protein autoprocessing(GO:0016540)	16990, 0, 15, 0	0.0	1.0	1.0	15
nucleotide salvage(GO:0043173)	16990, 1309, 15, 1	0.865	0.741658958449	1.0	15
cortical cytoskeleton organization(GO:0030865)	16990, 865, 44, 5	2.232	0.245639183082	0.7610823973	44
negative regulation of protein localization to cell surface(GO:2000009)	16990, 271, 13, 3	14.468	0.00472829067003	0.135637265211	13
positive regulation of protein catabolic process(GO:0045732)	16990, 98, 214, 4	3.241	0.209950424329	0.718762662648	214
regulation of nuclear cell cycle DNA replication(GO:0033262)	16990, 1411, 16, 2	1.505	0.550131494455	0.991803781233	16
respiratory burst(GO:0045730)	16990, 1793, 20, 1	0.474	0.895876404709	1.0	20
regulation of actin filament organization(GO:0110053)	16990, 440, 255, 14	2.12	0.058157925752	0.44705422985	255
positive regulation of interleukin-10 production(GO:0032733)	16990, 1831, 31, 3	0.898	0.832318807504	1.0	31
regulation of odontogenesis(GO:0042481)	16990, 109, 27, 1	5.773	0.369510780956	0.881582485286	27
response to fibroblast growth factor(GO:0071774)	16990, 323, 35, 1	1.503	0.737261101558	1.0	35
positive regulation of DNA repair(GO:0045739)	16990, 831, 65, 4	1.258	0.733192496711	1.0	65
negative regulation of DNA repair(GO:0045738)	16990, 0, 33, 0	0.0	1.0	1.0	33
triglyceride-rich lipoprotein particle remodeling(GO:0034370)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of cell cycle checkpoint(GO:1901976)	16990, 1392, 32, 1	0.381	0.958349953315	1.0	32
response to BMP(GO:0071772)	16990, 1541, 33, 6	2.005	0.231577451119	0.745075277514	33
positive regulation of receptor internalization(GO:0002092)	16990, 166, 25, 1	4.094	0.439416876072	0.934091966522	25
nucleosome organization(GO:0034728)	16990, 458, 150, 5	1.237	0.795343339483	1.0	150
plasma membrane phospholipid scrambling(GO:0017121)	16990, 1177, 17, 1	0.849	0.770167272089	1.0	17
negative regulation of RNA splicing(GO:0033119)	16990, 1001, 25, 2	1.358	0.654316835572	1.0	25
negative regulation of receptor internalization(GO:0002091)	16990, 1819, 12, 3	2.335	0.255850529281	0.774962875216	12
multicellular organismal signaling(GO:0035637)	16990, 615, 65, 8	3.4	0.0155890742071	0.244926353171	65
positive regulation of viral genome replication(GO:0045070)	16990, 1245, 35, 2	0.78	0.88190318428	1.0	35
ion homeostasis(GO:0050801)	16990, 84, 751, 11	2.963	0.0160389443775	0.24508785133	751
ubiquitin-dependent ERAD pathway(GO:0030433)	16990, 1958, 65, 4	0.534	0.989975054397	1.0	65
regulation of synapse organization(GO:0050807)	16990, 1849, 215, 52	2.222	4.3509915372e-07	0.00032586904829	215
regulation of interferon-alpha production(GO:0032647)	16990, 125, 28, 1	4.854	0.412968621142	0.914183348338	28
negative regulation of synaptic transmission(GO:0050805)	16990, 245, 59, 4	4.701	0.0580442023817	0.44705422985	59
tube formation(GO:0035148)	16990, 484, 119, 5	1.475	0.646994643255	1.0	119
entry into host cell(GO:0030260)	16990, 134, 99, 1	1.281	0.871729109965	1.0	99
regulation of cell development(GO:0060284)	16990, 726, 898, 67	1.746	0.000136699195877	0.0143684482266	898
cGMP metabolic process(GO:0046068)	16990, 1530, 18, 5	3.085	0.0667797138596	0.467555201841	18
cytoskeleton-dependent intracellular transport(GO:0030705)	16990, 1619, 168, 18	1.124	0.767416998899	1.0	168
regulation of GTPase activity(GO:0043087)	16990, 701, 474, 26	1.329	0.440663045607	0.934477016513	474
negative regulation of catalytic activity(GO:0043086)	16990, 68, 767, 4	1.303	0.880624531152	1.0	767
