Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
protein insertion into mitochondrial membrane(GO:0051204)	16990, 1364, 21, 2	1.186	0.688194475468	0.953299308242	21
protein insertion into membrane(GO:0051205)	16990, 1364, 38, 5	1.639	0.442342368016	0.807307649504	38
regulation of meiotic nuclear division(GO:0040020)	16990, 87, 30, 1	6.51	0.356647927139	0.728354349327	30
histone H2A ubiquitination(GO:0033522)	16990, 1824, 23, 3	1.215	0.659369852957	0.939724145993	23
antibiotic metabolic process(GO:0016999)	16990, 486, 130, 4	1.076	0.872758432946	1.0	130
dopamine receptor signaling pathway(GO:0007212)	16990, 1928, 34, 5	1.296	0.6149286606	0.917718540952	34
G protein-coupled acetylcholine receptor signaling pathway(GO:0007213)	16990, 376, 18, 1	2.51	0.528139429642	0.868792974207	18
blastocyst formation(GO:0001825)	16990, 469, 17, 1	2.131	0.555925245366	0.883776602587	17
blastocyst development(GO:0001824)	16990, 0, 17, 0	0.0	1.0	1.0	17
mesonephros development(GO:0001823)	16990, 200, 11, 1	7.723	0.243431078314	0.621498665972	11
kidney development(GO:0001822)	16990, 1924, 128, 24	1.656	0.0648740686563	0.338442809367	128
gamma-aminobutyric acid signaling pathway(GO:0007214)	16990, 88, 25, 2	15.445	0.035294823311	0.236116968186	25
glutamate receptor signaling pathway(GO:0007215)	16990, 490, 44, 4	3.152	0.151799142669	0.499763091198	44
positive regulation of execution phase of apoptosis(GO:1900119)	16990, 1934, 14, 1	0.627	0.816259610942	0.998806798817	14
positive regulation of cell development(GO:0010720)	16990, 800, 517, 57	2.341	5.84021554475e-08	6.68843732625e-06	517
regulation of stem cell population maintenance(GO:2000036)	16990, 200, 27, 2	6.293	0.139096728884	0.479868423079	27
positive regulation of interferon-alpha production(GO:0032727)	16990, 1385, 22, 2	1.115	0.717517064473	0.964894081262	22
regulation of systemic arterial blood pressure mediated by a chemical signal(GO:0003044)	16990, 1222, 26, 1	0.535	0.90961745384	1.0	26
positive regulation of chemokine production(GO:0032722)	16990, 87, 52, 2	7.511	0.131612811316	0.466988730409	52
regulation of interleukin-13 production(GO:0032656)	16990, 48, 22, 1	16.089	0.177033604805	0.538603187294	22
regulation of interleukin-12 production(GO:0032655)	16990, 1896, 51, 5	0.879	0.891733444209	1.0	51
monocarboxylic acid transport(GO:0015718)	16990, 1651, 131, 14	1.1	0.797028464808	0.990312462815	131
regulation of interleukin-10 production(GO:0032653)	16990, 48, 46, 1	7.695	0.355151228123	0.727546922552	46
positive regulation of actin cytoskeleton reorganization(GO:2000251)	16990, 1725, 18, 4	2.189	0.242943970399	0.621498665972	18
organic anion transport(GO:0015711)	16990, 1426, 428, 40	1.113	0.754591299536	0.979380504795	428
regulation of epidermal growth factor-activated receptor activity(GO:0007176)	16990, 1607, 27, 4	1.566	0.486425199202	0.84583970277	27
negative regulation of epidermal growth factor-activated receptor activity(GO:0007175)	16990, 0, 14, 0	0.0	1.0	1.0	14
epidermal growth factor receptor signaling pathway(GO:0007173)	16990, 1036, 52, 6	1.892	0.310170758076	0.688298254294	52
protein localization to membrane(GO:0072657)	16990, 1412, 463, 44	1.143	0.670214299243	0.943191321463	463
activation of transmembrane receptor protein tyrosine kinase activity(GO:0007171)	16990, 403, 13, 4	12.972	0.000916193209669	0.0201190303372	13
response to peptide hormone(GO:0043434)	16990, 26, 281, 2	4.651	0.353502532886	0.726225481999	281
protein localization to plasma membrane(GO:0072659)	16990, 797, 176, 15	1.817	0.123658089834	0.455084477506	176
negative regulation of dendritic spine development(GO:0061000)	16990, 484, 12, 3	8.776	0.0160453022566	0.145071247847	12
negative regulation of DNA-binding transcription factor activity(GO:0043433)	16990, 84, 157, 2	2.577	0.569861758976	0.890127181296	157
anatomical structure maturation(GO:0071695)	16990, 485, 104, 5	1.684	0.525007598177	0.867306519076	104
transmembrane receptor protein serine/threonine kinase signaling pathway(GO:0007178)	16990, 12, 173, 1	8.184	0.451144179359	0.814260226161	173
endosomal transport(GO:0016197)	16990, 11, 203, 1	7.609	0.480775799292	0.840614901706	203
multi-organism reproductive process(GO:0044703)	16990, 132, 121, 3	3.191	0.29951217688	0.679117515806	121
energy homeostasis(GO:0097009)	16990, 1944, 34, 10	2.571	0.0203023053104	0.169833197466	34
vesicle-mediated transport(GO:0016192)	16990, 1951, 1618, 200	1.076	0.623435475294	0.921940306907	1618
organonitrogen compound biosynthetic process(GO:1901566)	16990, 1485, 947, 103	1.244	0.115624224722	0.446350337811	947
copper ion homeostasis(GO:0055070)	16990, 1524, 17, 5	3.279	0.0529409391608	0.296790113477	17
fatty acid derivative metabolic process(GO:1901568)	16990, 884, 155, 8	0.992	0.907476826048	1.0	155
positive regulation of macrophage differentiation(GO:0045651)	16990, 1924, 14, 3	1.892	0.369505342588	0.738576726377	14
regulation of megakaryocyte differentiation(GO:0045652)	16990, 1107, 52, 2	0.59	0.960175996385	1.0	52
cellular response to cAMP(GO:0071320)	16990, 1475, 52, 5	1.108	0.772366401992	0.984920738314	52
regulation of monocyte differentiation(GO:0045655)	16990, 1394, 19, 1	0.641	0.836427710411	1.0	19
ribosomal large subunit biogenesis(GO:0042273)	16990, 1693, 29, 2	0.692	0.890801425605	1.0	29
T cell mediated cytotoxicity(GO:0001913)	16990, 1209, 17, 6	4.96	0.00366309133414	0.054639124348	17
signal transduction involved in regulation of gene expression(GO:0023019)	16990, 526, 20, 2	3.23	0.289369842008	0.669811809461	20
calcium ion import(GO:0070509)	16990, 1788, 43, 7	1.547	0.416319662735	0.786218130253	43
positive regulation of insulin-like growth factor receptor signaling pathway(GO:0043568)	16990, 814, 13, 1	1.606	0.601889389797	0.910059776174	13
regulation of receptor recycling(GO:0001919)	16990, 594, 24, 2	2.384	0.417000175444	0.786879923816	24
calcium ion transmembrane import into cytosol(GO:0097553)	16990, 452, 66, 3	1.709	0.596105275376	0.906074830138	66
maturation of LSU-rRNA(GO:0000470)	16990, 1693, 19, 1	0.528	0.871512441105	1.0	19
photoreceptor cell maintenance(GO:0045494)	16990, 1319, 36, 11	3.936	0.000458144460883	0.0118595709843	36
DNA conformation change(GO:0071103)	16990, 1980, 128, 15	1.006	0.882600645011	1.0	128
regulation of membrane potential(GO:0042391)	16990, 852, 419, 35	1.666	0.0258669114918	0.19843675323	419
high-density lipoprotein particle remodeling(GO:0034375)	16990, 0, 17, 0	0.0	1.0	1.0	17
low-density lipoprotein particle remodeling(GO:0034374)	16990, 0, 14, 0	0.0	1.0	1.0	14
response to parathyroid hormone(GO:0071107)	16990, 86, 11, 1	17.96	0.129591909847	0.46469023032	11
embryonic skeletal system morphogenesis(GO:0048704)	16990, 1837, 81, 21	2.398	0.00105304143605	0.0221184685912	81
cellular modified amino acid biosynthetic process(GO:0042398)	16990, 357, 43, 2	2.214	0.516498668322	0.863074343483	43
protein K48-linked deubiquitination(GO:0071108)	16990, 1983, 30, 4	1.142	0.71184566912	0.963077837628	30
very-low-density lipoprotein particle assembly(GO:0034379)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of anoikis(GO:2000811)	16990, 371, 17, 4	10.775	0.00210880715895	0.0362262944091	17
regulation of bicellular tight junction assembly(GO:2000810)	16990, 21, 20, 1	40.452	0.0881722786437	0.392693203959	20
lipoprotein metabolic process(GO:0042157)	16990, 1760, 34, 1	0.284	0.978230340733	1.0	34
positive regulation of DNA binding(GO:0043388)	16990, 276, 58, 5	5.307	0.0160003787041	0.145071247847	58
embryonic cranial skeleton morphogenesis(GO:0048701)	16990, 1837, 32, 8	2.312	0.0780322727419	0.372001989824	32
lipoprotein catabolic process(GO:0042159)	16990, 1760, 13, 1	0.743	0.762962040286	0.983784628319	13
activin receptor signaling pathway(GO:0032924)	16990, 1686, 25, 3	1.209	0.669484766404	0.943191321463	25
rhythmic behavior(GO:0007622)	16990, 1077, 22, 6	4.302	0.0103328135971	0.109957596023	22
endothelial cell migration(GO:0043542)	16990, 614, 63, 4	1.757	0.505309034313	0.856300207008	63
protein acylation(GO:0043543)	16990, 1874, 179, 19	0.962	0.931929405071	1.0	179
renal system process involved in regulation of systemic arterial blood pressure(GO:0003071)	16990, 0, 18, 0	0.0	1.0	1.0	18
meiosis I(GO:0007127)	16990, 19, 29, 1	30.835	0.119722562671	0.452749946033	29
regulation of cytoplasmic transport(GO:1903649)	16990, 852, 23, 4	3.468	0.0942220837859	0.403737873019	23
regulation of mRNA 3'-end processing(GO:0031440)	16990, 1989, 27, 2	0.633	0.911184136632	1.0	27
synaptic vesicle priming(GO:0016082)	16990, 1595, 14, 2	1.522	0.527356007048	0.868792974207	14
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway(GO:1902236)	16990, 852, 20, 2	1.994	0.467527464594	0.829895401671	20
regulation of mRNA polyadenylation(GO:1900363)	16990, 1989, 18, 1	0.475	0.893798227569	1.0	18
histone ubiquitination(GO:0016574)	16990, 501, 40, 2	1.696	0.626544607334	0.922542951224	40
regulation of urine volume(GO:0035809)	16990, 1704, 21, 4	1.899	0.333904236683	0.710026250417	21
histone methylation(GO:0016571)	16990, 522, 90, 3	1.085	0.854452522775	1.0	90
sphingoid biosynthetic process(GO:0046520)	16990, 1246, 12, 1	1.136	0.643310296095	0.930063878635	12
positive regulation of cilium assembly(GO:0045724)	16990, 1796, 25, 6	2.27	0.140968109794	0.483290526093	25
positive regulation of calcium ion transmembrane transport(GO:1904427)	16990, 797, 69, 8	2.472	0.0843075630123	0.385841463453	69
regulation of GTP binding(GO:1904424)	16990, 793, 12, 2	3.571	0.217831428081	0.591531525006	12
thyroid gland development(GO:0030878)	16990, 1276, 24, 5	2.774	0.1073968838	0.429766232178	24
mammary gland development(GO:0030879)	16990, 716, 22, 6	6.472	0.00134015029654	0.0266368715966	22
positive regulation of gluconeogenesis(GO:0045722)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of fatty acid biosynthetic process(GO:0045723)	16990, 419, 17, 1	2.385	0.533510454666	0.871074435487	17
regulation of tube size(GO:0035150)	16990, 1287, 127, 18	1.871	0.0506072668743	0.291511609441	127
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress(GO:1990440)	16990, 0, 11, 0	0.0	1.0	1.0	11
beta-catenin destruction complex disassembly(GO:1904886)	16990, 392, 21, 4	8.256	0.00589159877374	0.0747720055453	21
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway(GO:1901030)	16990, 1717, 33, 9	2.699	0.0244225286371	0.190701887572	33
regulation of actin filament bundle assembly(GO:0032231)	16990, 1553, 91, 14	1.683	0.179677958702	0.540587079854	91
nucleotide-excision repair, DNA damage recognition(GO:0000715)	16990, 1633, 23, 4	1.809	0.373200324676	0.74361787974	23
negative regulation of smoothened signaling pathway(GO:0045879)	16990, 691, 29, 4	3.391	0.110100290293	0.436375707381	29
response to platelet-derived growth factor(GO:0036119)	16990, 1563, 21, 4	2.07	0.28709507877	0.667437085009	21
protein localization to organelle(GO:0033365)	16990, 79, 641, 2	0.671	0.99460848644	1.0	641
positive regulation of actin filament bundle assembly(GO:0032233)	16990, 1553, 61, 10	1.793	0.202666490545	0.574102367209	61
regulation of steroid biosynthetic process(GO:0050810)	16990, 81, 84, 2	4.994	0.256676252207	0.634436162958	84
maintenance of gastrointestinal epithelium(GO:0030277)	16990, 726, 18, 1	1.3	0.684089790729	0.950037050975	18
regulation of ossification(GO:0030278)	16990, 1958, 182, 37	1.764	0.00464014084351	0.0634064700491	182
snRNA transcription(GO:0009301)	16990, 338, 71, 1	0.708	0.943080269644	1.0	71
regulation of coagulation(GO:0050818)	16990, 277, 80, 6	4.6	0.0146654468607	0.137987880453	80
negative regulation of coagulation(GO:0050819)	16990, 207, 51, 4	6.437	0.0227027469685	0.183257827984	51
neuronal stem cell population maintenance(GO:0097150)	16990, 1944, 22, 4	1.589	0.456938341707	0.820102023736	22
regulation of protein localization to nucleus(GO:1900180)	16990, 102, 105, 3	4.759	0.143402642036	0.486647808634	105
positive regulation of protein localization to nucleus(GO:1900182)	16990, 59, 67, 2	8.596	0.116347217681	0.447524269383	67
amino acid import(GO:0043090)	16990, 1388, 18, 3	2.04	0.356673213888	0.728354349327	18
mitochondrial calcium ion transmembrane transport(GO:0006851)	16990, 0, 22, 0	0.0	1.0	1.0	22
negative regulation of ERK1 and ERK2 cascade(GO:0070373)	16990, 1553, 67, 6	0.98	0.862681697683	1.0	67
Golgi to endosome transport(GO:0006895)	16990, 0, 16, 0	0.0	1.0	1.0	16
mRNA methylation(GO:0080009)	16990, 1908, 13, 3	2.055	0.321650126785	0.700297207861	13
nucleoside monophosphate metabolic process(GO:0009123)	16990, 1457, 74, 10	1.576	0.348196438728	0.72319663204	74
positive regulation of blood circulation(GO:1903524)	16990, 1852, 67, 11	1.506	0.359210190455	0.729029964595	67
positive regulation of peptide secretion(GO:0002793)	16990, 108, 268, 4	2.348	0.421800095037	0.790669702699	268
DNA-templated transcription, elongation(GO:0006354)	16990, 768, 77, 1	0.287	0.995569633735	1.0	77
pulmonary valve morphogenesis(GO:0003184)	16990, 554, 14, 4	8.762	0.00436358324189	0.0612645545065	14
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway(GO:1900740)	16990, 1575, 24, 7	3.146	0.0242621944517	0.189972655438	24
DNA biosynthetic process(GO:0071897)	16990, 1025, 96, 4	0.691	0.975155729854	1.0	96
positive regulation of myeloid leukocyte cytokine production involved in immune response(GO:0061081)	16990, 87, 19, 1	10.278	0.231009698509	0.608978118659	19
atrioventricular valve morphogenesis(GO:0003181)	16990, 1860, 17, 4	2.149	0.249109509638	0.627718944157	17
activation of adenylate cyclase activity(GO:0007190)	16990, 1856, 32, 5	1.43	0.528010715747	0.868792974207	32
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway(GO:0007193)	16990, 832, 84, 9	2.188	0.11827493066	0.448783333903	84
organic hydroxy compound catabolic process(GO:1901616)	16990, 166, 73, 1	1.402	0.830772101183	1.0	73
negative regulation of adenylate cyclase activity(GO:0007194)	16990, 1174, 20, 5	3.618	0.0415374700718	0.258802112753	20
heart valve formation(GO:0003188)	16990, 1132, 11, 4	5.458	0.0168993971426	0.149422978412	11
negative regulation of blood circulation(GO:1903523)	16990, 1240, 33, 3	1.246	0.689958982698	0.953650203098	33
response to bacterium(GO:0009617)	16990, 1047, 312, 28	1.456	0.197610429578	0.5663387677	312
endocrine pancreas development(GO:0031018)	16990, 1473, 24, 1	0.481	0.908868995616	1.0	24
regulation of TORC1 signaling(GO:1903432)	16990, 1144, 30, 4	1.98	0.352369954743	0.726225481999	30
regulation of phosphatase activity(GO:0010921)	16990, 130, 171, 2	1.529	0.803146294667	0.993388137327	171
positive regulation of phosphatase activity(GO:0010922)	16990, 1920, 33, 2	0.536	0.949081753594	1.0	33
pancreas development(GO:0031016)	16990, 1935, 24, 2	0.732	0.865935018773	1.0	24
positive regulation of carbohydrate metabolic process(GO:0045913)	16990, 1623, 78, 7	0.939	0.89503283385	1.0	78
morphogenesis of embryonic epithelium(GO:0016331)	16990, 1221, 23, 6	3.63	0.0229369670548	0.184184994213	23
cellular component assembly involved in morphogenesis(GO:0010927)	16990, 120, 71, 4	7.977	0.0117661750058	0.119945304063	71
negative regulation of cardiac muscle cell proliferation(GO:0060044)	16990, 432, 13, 2	6.051	0.114098615574	0.443307222061	13
positive regulation of cardiac muscle cell proliferation(GO:0060045)	16990, 1860, 25, 4	1.462	0.524241716408	0.8668650309	25
regulation of acrosome reaction(GO:0060046)	16990, 375, 18, 1	2.517	0.527366656775	0.868792974207	18
heart contraction(GO:0060047)	16990, 1690, 12, 1	0.838	0.722406427215	0.966852600193	12
response to antibiotic(GO:0046677)	16990, 92, 281, 3	1.972	0.640399297393	0.929072225785	281
negative regulation of insulin secretion(GO:0046676)	16990, 661, 37, 3	2.084	0.420011888527	0.789162962427	37
establishment of cell polarity(GO:0030010)	16990, 731, 82, 12	3.401	0.00185899718603	0.0327537599444	82
regulation of cardiac muscle cell proliferation(GO:0060043)	16990, 1860, 40, 8	1.827	0.222432618678	0.596045067321	40
muscle structure development(GO:0061061)	16990, 594, 109, 11	2.887	0.0129080439587	0.128280354218	109
positive regulation of peptidyl-serine phosphorylation(GO:0033138)	16990, 1746, 102, 19	1.813	0.0531689038127	0.297396457242	102
negative regulation of establishment of protein localization(GO:1904950)	16990, 661, 176, 10	1.46	0.520084080774	0.865419753957	176
positive regulation of establishment of protein localization(GO:1904951)	16990, 108, 425, 7	2.591	0.142851014742	0.486647808634	425
cardiac muscle contraction(GO:0060048)	16990, 555, 45, 4	2.721	0.21293253283	0.583260525578	45
regulation of protein glycosylation(GO:0060049)	16990, 1514, 14, 1	0.802	0.748314608259	0.978770009502	14
regulation of peptidyl-serine phosphorylation of STAT protein(GO:0033139)	16990, 451, 21, 1	1.794	0.634313725009	0.926525665743	21
ventricular cardiac muscle cell action potential(GO:0086005)	16990, 79, 18, 1	11.948	0.20474229642	0.574926620912	18
metanephros development(GO:0001656)	16990, 373, 33, 4	5.521	0.0292326765581	0.211442367285	33
deoxyribose phosphate catabolic process(GO:0046386)	16990, 1060, 20, 3	2.404	0.287858699693	0.66792105428	20
deoxyribose phosphate biosynthetic process(GO:0046385)	16990, 1457, 12, 5	4.859	0.00941910484797	0.103165534701	12
meiotic cell cycle(GO:0051321)	16990, 1992, 65, 5	0.656	0.97733593796	1.0	65
regulation of smooth muscle cell apoptotic process(GO:0034391)	16990, 1469, 23, 1	0.503	0.898321805664	1.0	23
negative regulation of dephosphorylation(GO:0035305)	16990, 1958, 108, 13	1.044	0.839877387851	1.0	108
positive regulation of smooth muscle cell apoptotic process(GO:0034393)	16990, 1469, 15, 1	0.771	0.766125968422	0.984763587519	15
membrane repolarization(GO:0086009)	16990, 296, 22, 1	2.609	0.536486665283	0.873070910413	22
indole-containing compound metabolic process(GO:0042430)	16990, 1977, 24, 3	1.074	0.733781833568	0.972857562616	24
regulation of protein modification by small protein conjugation or removal(GO:1903320)	16990, 1967, 216, 27	1.08	0.81037899661	0.995623279761	216
negative regulation of protein modification by small protein conjugation or removal(GO:1903321)	16990, 1081, 81, 6	1.164	0.76821784727	0.984763587519	81
positive regulation of protein modification by small protein conjugation or removal(GO:1903322)	16990, 1967, 127, 20	1.36	0.375825366672	0.746374902432	127
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment(GO:0043369)	16990, 1855, 15, 1	0.611	0.825152629982	1.0	15
branching involved in mammary gland duct morphogenesis(GO:0060444)	16990, 1260, 20, 4	2.697	0.16304634056	0.519372780195	20
branching involved in salivary gland morphogenesis(GO:0060445)	16990, 216, 11, 2	14.301	0.0283958314344	0.209163781316	11
granulocyte migration(GO:0097530)	16990, 628, 98, 6	1.656	0.483039956449	0.842430090834	98
monosaccharide biosynthetic process(GO:0046364)	16990, 1965, 53, 9	1.468	0.425452887364	0.794420958161	53
post-Golgi vesicle-mediated transport(GO:0006892)	16990, 1869, 95, 13	1.244	0.613888513001	0.917504879449	95
dendritic cell differentiation(GO:0097028)	16990, 799, 32, 2	1.329	0.69567954228	0.95585172907	32
cell junction maintenance(GO:0034331)	16990, 32, 15, 1	35.396	0.0884588557278	0.392878205033	15
calcium ion regulated exocytosis(GO:0017156)	16990, 441, 53, 2	1.454	0.718915334756	0.965647238251	53
regulation of exocytosis(GO:0017157)	16990, 661, 218, 12	1.415	0.530002387976	0.870269516613	218
phosphatidylethanolamine biosynthetic process(GO:0006646)	16990, 896, 15, 1	1.264	0.678503488957	0.946898847315	15
establishment of protein localization to chromosome(GO:0070199)	16990, 118, 15, 1	9.599	0.229549492663	0.608606079259	15
phospholipid metabolic process(GO:0006644)	16990, 379, 421, 5	0.532	0.999642820373	1.0	421
negative regulation of peptidyl-serine phosphorylation(GO:0033137)	16990, 451, 26, 2	2.898	0.353344251742	0.726225481999	26
membrane lipid metabolic process(GO:0006643)	16990, 18, 191, 1	4.942	0.591954775465	0.903866305143	191
triglyceride metabolic process(GO:0006641)	16990, 277, 71, 3	2.592	0.365834035021	0.73656831664	71
regulation of extracellular matrix organization(GO:1903053)	16990, 1934, 37, 12	2.849	0.00367441962398	0.054639124348	37
negative regulation of proteolysis involved in cellular protein catabolic process(GO:1903051)	16990, 1343, 69, 5	0.917	0.895084481832	1.0	69
glycolipid biosynthetic process(GO:0009247)	16990, 18, 58, 1	16.274	0.232056634127	0.609608088559	58
negative regulation of cytokine production involved in inflammatory response(GO:1900016)	16990, 1547, 17, 2	1.292	0.618953545266	0.920868095494	17
negative regulation of extracellular matrix organization(GO:1903054)	16990, 1934, 11, 4	3.195	0.0817157988521	0.381234716274	11
regulation of vesicle-mediated transport(GO:0060627)	16990, 661, 519, 28	1.387	0.316558274294	0.695911650238	519
dopamine metabolic process(GO:0042417)	16990, 598, 29, 3	2.939	0.237060243977	0.616689980274	29
norepinephrine metabolic process(GO:0042415)	16990, 513, 12, 1	2.76	0.442179337332	0.807307649504	12
negative regulation of response to external stimulus(GO:0032102)	16990, 43, 315, 3	3.763	0.271809606409	0.65012640817	315
intra-Golgi vesicle-mediated transport(GO:0006891)	16990, 11, 33, 1	46.804	0.0902625145692	0.396858039376	33
renal system development(GO:0072001)	16990, 1167, 14, 2	2.08	0.414124002592	0.784688943755	14
regulation of vitamin metabolic process(GO:0030656)	16990, 21, 13, 1	62.234	0.0535139051959	0.297520474342	13
protein localization to chromosome, telomeric region(GO:0070198)	16990, 0, 15, 0	0.0	1.0	1.0	15
branching involved in ureteric bud morphogenesis(GO:0001658)	16990, 59, 43, 1	6.697	0.381658614187	0.752368005836	43
inner ear development(GO:0048839)	16990, 1488, 51, 13	2.91	0.0026767547155	0.0427747182111	51
regulation of epithelial cell proliferation(GO:0050678)	16990, 1477, 319, 57	2.055	2.66223343472e-06	0.000160066785263	319
positive regulation of epithelial cell proliferation(GO:0050679)	16990, 1554, 181, 35	2.114	0.00023841287512	0.00725801221094	181
complement activation, classical pathway(GO:0006958)	16990, 40, 35, 1	12.136	0.247027043612	0.624710872646	35
maturation of SSU-rRNA(GO:0030490)	16990, 1692, 34, 4	1.181	0.699372764605	0.957853928744	34
negative regulation of supramolecular fiber organization(GO:1902904)	16990, 800, 124, 11	1.884	0.177020636268	0.538603187294	124
regulation of supramolecular fiber organization(GO:1902903)	16990, 1894, 337, 52	1.384	0.0808080627399	0.379039702988	337
fatty acid elongation(GO:0030497)	16990, 884, 13, 4	5.914	0.0145155517026	0.137470608826	13
epithelial cell proliferation(GO:0050673)	16990, 1149, 80, 11	2.033	0.102119267235	0.418037170555	80
positive regulation of osteoclast differentiation(GO:0045672)	16990, 172, 25, 1	3.951	0.447608752076	0.812145642206	25
positive regulation of extracellular matrix organization(GO:1903055)	16990, 1546, 20, 6	3.297	0.0317858172585	0.220620174623	20
regulation of pinocytosis(GO:0048548)	16990, 277, 11, 1	5.576	0.291590977359	0.671399043128	11
G protein-coupled receptor internalization(GO:0002031)	16990, 1240, 11, 1	1.246	0.607271723562	0.91366186748	11
alcohol metabolic process(GO:0006066)	16990, 1886, 296, 36	1.096	0.77814004861	0.985220751201	296
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890)	16990, 11, 84, 1	18.387	0.233499361495	0.612060996615	84
fucose metabolic process(GO:0006004)	16990, 1695, 16, 1	0.626	0.821422969426	1.0	16
glucose metabolic process(GO:0006006)	16990, 1472, 112, 12	1.237	0.655025118415	0.936028169809	112
glucose catabolic process(GO:0006007)	16990, 1360, 29, 5	2.154	0.230677481664	0.608978118659	29
fructose metabolic process(GO:0006000)	16990, 1704, 15, 1	0.665	0.80206188932	0.993284677556	15
digestive tract morphogenesis(GO:0048546)	16990, 1945, 15, 5	2.912	0.0734074071802	0.361835441926	15
response to steroid hormone(GO:0048545)	16990, 1535, 214, 33	1.707	0.0171154964856	0.150503725952	214
regulation of chromatin organization(GO:1902275)	16990, 21, 183, 2	8.842	0.136885031503	0.47676828496	183
nucleoside monophosphate biosynthetic process(GO:0009124)	16990, 1406, 45, 9	2.417	0.0542288392963	0.299816916109	45
negative regulation of protein localization to membrane(GO:1905476)	16990, 283, 30, 2	4.002	0.255408747838	0.633341308995	30
positive regulation of protein localization to membrane(GO:1905477)	16990, 1575, 118, 20	1.828	0.0411366742609	0.257304815598	118
cell cycle G2/M phase transition(GO:0044839)	16990, 1638, 125, 11	0.913	0.938441916847	1.0	125
DNA geometric change(GO:0032392)	16990, 1980, 74, 10	1.16	0.717314318591	0.964894081262	74
regulation of dendritic cell differentiation(GO:2001198)	16990, 1792, 13, 2	1.459	0.541607650823	0.875853786273	13
epithelium development(GO:0060429)	16990, 811, 142, 17	2.508	0.00476688885938	0.0645786213717	142
protein localization to cytoskeleton(GO:0044380)	16990, 1372, 38, 3	0.978	0.819955624761	1.0	38
response to nicotine(GO:0035094)	16990, 165, 45, 3	6.865	0.0508815567864	0.29195658035	45
positive regulation of interferon-gamma production(GO:0032729)	16990, 87, 62, 2	6.3	0.176638309758	0.538603187294	62
purine-containing compound metabolic process(GO:0072521)	16990, 1516, 400, 43	1.205	0.509273620686	0.858607120751	400
prepulse inhibition(GO:0060134)	16990, 1208, 15, 2	1.875	0.461615767269	0.824129073938	15
maternal process involved in female pregnancy(GO:0060135)	16990, 1886, 38, 5	1.185	0.692581913252	0.955727262454	38
regulation of lipid kinase activity(GO:0043550)	16990, 1418, 62, 8	1.546	0.419437382074	0.788699690295	62
terpenoid biosynthetic process(GO:0016114)	16990, 876, 13, 3	4.476	0.0789038372696	0.374405791957	13
glycerolipid biosynthetic process(GO:0045017)	16990, 379, 235, 3	0.572	0.99578589902	1.0	235
purine-containing compound catabolic process(GO:0072523)	16990, 46, 51, 1	7.242	0.379438287348	0.749571504814	51
ovulation(GO:0030728)	16990, 700, 17, 2	2.855	0.318543708861	0.698356991623	17
positive regulation of cardiac muscle cell differentiation(GO:2000727)	16990, 799, 19, 4	4.477	0.0429017399344	0.263884103688	19
actin nucleation(GO:0045010)	16990, 1969, 31, 6	1.67	0.358696718876	0.729029964595	31
pyridine-containing compound metabolic process(GO:0072524)	16990, 1485, 116, 16	1.578	0.221838635812	0.595781037552	116
regulation of postsynaptic density organization(GO:1905874)	16990, 1153, 16, 4	3.684	0.0677086399044	0.346098361254	16
positive regulation of superoxide anion generation(GO:0032930)	16990, 1036, 16, 2	2.05	0.435537976652	0.804553444148	16
zymogen activation(GO:0031638)	16990, 191, 40, 2	4.448	0.244783013971	0.622093467735	40
negative regulation of nitric oxide biosynthetic process(GO:0045019)	16990, 1738, 13, 3	2.256	0.275201479787	0.654334709726	13
sodium ion import across plasma membrane(GO:0098719)	16990, 418, 15, 1	2.71	0.478956129595	0.840018820883	15
phasic smooth muscle contraction(GO:0014821)	16990, 1495, 18, 2	1.263	0.636509004115	0.927955398098	18
Golgi to vacuole transport(GO:0006896)	16990, 1460, 14, 2	1.662	0.490816013326	0.848510509464	14
blood vessel development(GO:0001568)	16990, 696, 109, 12	2.687	0.0140906634037	0.134743719626	109
regulation of neuroblast proliferation(GO:1902692)	16990, 852, 30, 9	5.982	9.05497348439e-05	0.00335034018922	30
tissue morphogenesis(GO:0048729)	16990, 1955, 375, 93	2.155	1.07459269379e-11	3.23049428571e-09	375
lymphoid progenitor cell differentiation(GO:0002320)	16990, 0, 12, 0	0.0	1.0	1.0	12
natural killer cell activation involved in immune response(GO:0002323)	16990, 1598, 24, 2	0.886	0.803384585073	0.993388137327	24
positive regulation of centrosome cycle(GO:0046607)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of cAMP-mediated signaling(GO:0043949)	16990, 6, 52, 1	54.455	0.0925337730653	0.400307601674	52
autophagy(GO:0006914)	16990, 92, 213, 2	1.734	0.770309255015	0.984763587519	213
