Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
regulation of development, heterochronic(GO:0040034)	16990, 1768, 13, 2	1.478	0.535132318696	1.0	13
modulation by host of viral genome replication(GO:0044827)	16990, 0, 14, 0	0.0	1.0	1.0	14
cartilage development(GO:0051216)	16990, 246, 71, 1	0.973	0.897890726009	1.0	71
phospholipase C-activating G protein-coupled receptor signaling pathway(GO:0007200)	16990, 324, 69, 5	3.8	0.0611496323257	0.54167538027	69
cell cycle process(GO:0022402)	16990, 22, 944, 1	0.818	0.990112124807	1.0	944
activation of phospholipase C activity(GO:0007202)	16990, 128, 30, 2	8.849	0.0892301557599	0.632101692497	30
protein kinase C-activating G protein-coupled receptor signaling pathway(GO:0007205)	16990, 1861, 28, 4	1.304	0.614031948054	1.0	28
positive regulation of mesonephros development(GO:0061213)	16990, 92, 22, 1	8.394	0.281320250377	0.885281892629	22
removal of superoxide radicals(GO:0019430)	16990, 0, 13, 0	0.0	1.0	1.0	13
protein kinase A signaling(GO:0010737)	16990, 0, 11, 0	0.0	1.0	1.0	11
bone remodeling(GO:0046849)	16990, 564, 15, 3	6.025	0.0440162318612	0.475089653907	15
modulation of excitatory postsynaptic potential(GO:0098815)	16990, 770, 39, 1	0.566	0.93549816343	1.0	39
positive regulation of interleukin-12 production(GO:0032735)	16990, 1800, 32, 7	2.065	0.163839496199	0.759218861421	32
filopodium assembly(GO:0046847)	16990, 1338, 18, 6	4.233	0.00905169954388	0.236623232642	18
regulation of protein localization to cell surface(GO:2000008)	16990, 100, 37, 1	4.592	0.454043268924	1.0	37
regulation of protein kinase A signaling(GO:0010738)	16990, 1591, 20, 1	0.534	0.873865032987	1.0	20
protein hydroxylation(GO:0018126)	16990, 846, 25, 2	1.607	0.592599486737	1.0	25
positive regulation of interleukin-1 production(GO:0032732)	16990, 1978, 48, 9	1.611	0.315833410966	0.920237342211	48
regulation of granulocyte macrophage colony-stimulating factor production(GO:0032645)	16990, 1065, 15, 3	3.191	0.163537980178	0.759218861421	15
myeloid cell differentiation(GO:0030099)	16990, 587, 165, 9	1.579	0.451244330079	1.0	165
bicarbonate transport(GO:0015701)	16990, 1318, 42, 11	3.376	0.00200283830227	0.0900341330274	42
nuclear RNA surveillance(GO:0071027)	16990, 1853, 11, 2	1.667	0.47123527326	1.0	11
regulation of fibroblast apoptotic process(GO:2000269)	16990, 841, 16, 1	1.263	0.6867225882	1.0	16
glial cell development(GO:0021782)	16990, 1870, 51, 9	1.603	0.323393094232	0.922761297414	51
regulation of chemokine production(GO:0032642)	16990, 1681, 73, 9	1.246	0.648271599954	1.0	73
positive regulation of muscle tissue development(GO:1901863)	16990, 33, 70, 1	7.355	0.402593527568	0.978747032747	70
calcium ion transmembrane transport(GO:0070588)	16990, 556, 191, 12	1.92	0.155951870677	0.752385654919	191
NIK/NF-kappaB signaling(GO:0038061)	16990, 1070, 18, 1	0.882	0.777999023854	1.0	18
regulation of interferon-gamma production(GO:0032649)	16990, 1681, 95, 14	1.489	0.328003929725	0.927512581996	95
regulation of interferon-beta production(GO:0032648)	16990, 1841, 48, 2	0.385	0.988779498478	1.0	48
collagen-activated signaling pathway(GO:0038065)	16990, 0, 13, 0	0.0	1.0	1.0	13
ammonium transmembrane transport(GO:0072488)	16990, 851, 17, 3	3.523	0.143918342341	0.735382967393	17
regulation of humoral immune response mediated by circulating immunoglobulin(GO:0002923)	16990, 73, 11, 2	42.316	0.00424637991044	0.146278974939	11
positive regulation of humoral immune response(GO:0002922)	16990, 1224, 16, 2	1.735	0.501351065354	1.0	16
negative regulation of humoral immune response(GO:0002921)	16990, 73, 12, 2	38.79	0.00519902098995	0.164934519827	12
regulation of humoral immune response(GO:0002920)	16990, 1753, 69, 14	1.966	0.0599696429222	0.537158254107	69
action potential(GO:0001508)	16990, 416, 80, 5	2.553	0.210838043715	0.812010613998	80
negative regulation of myotube differentiation(GO:0010832)	16990, 353, 17, 1	2.831	0.491304350599	1.0	17
regulation of osteoclast differentiation(GO:0045670)	16990, 29, 64, 1	9.154	0.34536411532	0.945266391285	64
cardiac muscle cell proliferation(GO:0060038)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of mitotic cell cycle(GO:0007346)	16990, 420, 585, 4	0.277	0.999999956985	1.0	585
response to amine(GO:0014075)	16990, 1719, 46, 8	1.719	0.288393331402	0.889783145635	46
acrosome reaction(GO:0007340)	16990, 235, 16, 1	4.519	0.36743300713	0.95784807531	16
actin filament-based process(GO:0030029)	16990, 175, 378, 7	1.798	0.455006721762	1.0	378
fusion of sperm to egg plasma membrane involved in single fertilization(GO:0007342)	16990, 61, 16, 1	17.408	0.150752199362	0.749863576972	16
cellular response to dsRNA(GO:0071359)	16990, 592, 21, 1	1.367	0.696103596734	1.0	21
cellular response to tumor necrosis factor(GO:0071356)	16990, 335, 122, 7	2.91	0.0728116736897	0.583706917413	122
import across plasma membrane(GO:0098739)	16990, 796, 94, 11	2.498	0.0307890062837	0.406854725891	94
cellular response to interleukin-6(GO:0071354)	16990, 477, 15, 2	4.749	0.166038019185	0.759218861421	15
negative regulation of cellular protein catabolic process(GO:1903363)	16990, 96, 83, 2	4.265	0.308886401646	0.908711677013	83
gonad development(GO:0008406)	16990, 83, 107, 2	3.826	0.367992357222	0.95784807531	107
triglyceride catabolic process(GO:0019433)	16990, 252, 26, 4	10.372	0.00315141638234	0.118424318743	26
mitotic G2/M transition checkpoint(GO:0044818)	16990, 961, 28, 1	0.631	0.89034273508	1.0	28
megakaryocyte development(GO:0035855)	16990, 1765, 15, 2	1.283	0.610131585796	1.0	15
suckling behavior(GO:0001967)	16990, 454, 13, 1	2.879	0.441001635775	0.99469930832	13
startle response(GO:0001964)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of response to endoplasmic reticulum stress(GO:1903573)	16990, 96, 44, 2	8.045	0.115332855415	0.696048976844	44
synaptic transmission, dopaminergic(GO:0001963)	16990, 1718, 15, 2	1.319	0.597387956639	1.0	15
positive regulation of stem cell proliferation(GO:2000648)	16990, 1718, 38, 8	2.082	0.135209971946	0.722938408723	38
regulation of sodium ion transmembrane transporter activity(GO:2000649)	16990, 536, 52, 2	1.219	0.783553871457	1.0	52
regulation of NMDA receptor activity(GO:2000310)	16990, 434, 20, 1	1.957	0.60646893959	1.0	20
regulation of AMPA receptor activity(GO:2000311)	16990, 1614, 25, 1	0.421	0.928337180923	1.0	25
snoRNA 3'-end processing(GO:0031126)	16990, 0, 11, 0	0.0	1.0	1.0	11
pharyngeal system development(GO:0060037)	16990, 1636, 18, 2	1.154	0.672118234593	1.0	18
regulation of T-helper 17 type immune response(GO:2000316)	16990, 896, 19, 1	0.998	0.762707337393	1.0	19
regulation of early endosome to late endosome transport(GO:2000641)	16990, 0, 17, 0	0.0	1.0	1.0	17
negative regulation of catecholamine secretion(GO:0033604)	16990, 102, 15, 1	11.105	0.209600613169	0.811738284494	15
positive regulation of catecholamine secretion(GO:0033605)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of water loss via skin(GO:0033561)	16990, 621, 24, 1	1.14	0.760673549752	1.0	24
fatty acid derivative biosynthetic process(GO:1901570)	16990, 158, 81, 3	3.983	0.187147841751	0.791990137845	81
regulation of mRNA splicing, via spliceosome(GO:0048024)	16990, 155, 97, 1	1.13	0.893880673349	1.0	97
inorganic anion transmembrane transport(GO:0098661)	16990, 1462, 106, 17	1.864	0.0610604643867	0.54167538027	106
protein localization to phagophore assembly site(GO:0034497)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of heat generation(GO:0031650)	16990, 498, 13, 2	5.249	0.14180378089	0.734204721291	13
regulation of protein binding(GO:0043393)	16990, 420, 214, 4	0.756	0.981095327959	1.0	214
negative regulation of DNA binding(GO:0043392)	16990, 788, 53, 3	1.22	0.757485650267	1.0	53
toll-like receptor 4 signaling pathway(GO:0034142)	16990, 1864, 18, 4	2.026	0.285193585636	0.887113877417	18
regulation of toll-like receptor 4 signaling pathway(GO:0034143)	16990, 1953, 20, 5	2.175	0.19741497353	0.798625754987	20
cellular response to glucose starvation(GO:0042149)	16990, 1375, 42, 1	0.294	0.9857806534	1.0	42
regulation of defense response to virus by host(GO:0050691)	16990, 1191, 37, 2	0.771	0.888915583432	1.0	37
early endosome to Golgi transport(GO:0034498)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of ubiquitin-protein transferase activity(GO:0051444)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of meiotic cell cycle(GO:0051445)	16990, 617, 47, 1	0.586	0.94387795593	1.0	47
positive regulation of meiotic cell cycle(GO:0051446)	16990, 1901, 22, 3	1.219	0.655553035664	1.0	22
positive regulation of interleukin-13 production(GO:0032736)	16990, 80, 15, 1	14.158	0.173444317602	0.773185512203	15
regulation of translation in response to stress(GO:0043555)	16990, 534, 16, 2	3.977	0.214115160246	0.812482256362	16
regulation of defense response to bacterium(GO:1900424)	16990, 1224, 17, 1	0.817	0.776507211658	1.0	17
positive regulation of ubiquitin-protein transferase activity(GO:0051443)	16990, 1081, 32, 1	0.491	0.936337432768	1.0	32
protein autoprocessing(GO:0016540)	16990, 860, 15, 2	2.634	0.329555744434	0.929541754744	15
nucleotide salvage(GO:0043173)	16990, 795, 15, 1	1.425	0.646713825298	1.0	15
cortical cytoskeleton organization(GO:0030865)	16990, 146, 44, 2	5.29	0.202271956539	0.803219533484	44
negative regulation of protein localization to cell surface(GO:2000009)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of protein catabolic process(GO:0045732)	16990, 102, 214, 3	2.335	0.513195789855	1.0	214
regulation of nuclear cell cycle DNA replication(GO:0033262)	16990, 454, 16, 1	2.339	0.523073705587	1.0	16
respiratory burst(GO:0045730)	16990, 1646, 20, 4	2.064	0.282213990828	0.885281892629	20
regulation of actin filament organization(GO:0110053)	16990, 199, 255, 4	1.339	0.808853038768	1.0	255
positive regulation of interleukin-10 production(GO:0032733)	16990, 1637, 31, 5	1.674	0.404132502548	0.980270971888	31
regulation of odontogenesis(GO:0042481)	16990, 455, 27, 3	4.149	0.126494211254	0.709591337211	27
response to fibroblast growth factor(GO:0071774)	16990, 477, 35, 2	2.035	0.527534946134	1.0	35
positive regulation of DNA repair(GO:0045739)	16990, 1877, 65, 7	0.975	0.862264856476	1.0	65
negative regulation of DNA repair(GO:0045738)	16990, 1796, 33, 2	0.573	0.937331160447	1.0	33
triglyceride-rich lipoprotein particle remodeling(GO:0034370)	16990, 1909, 12, 4	2.967	0.10397926666	0.663502757399	12
regulation of cell cycle checkpoint(GO:1901976)	16990, 1090, 32, 4	1.948	0.366502634758	0.95784807531	32
response to BMP(GO:0071772)	16990, 33, 33, 1	15.601	0.204720403563	0.804497664329	33
positive regulation of receptor internalization(GO:0002092)	16990, 1835, 25, 4	1.481	0.514394523737	1.0	25
nucleosome organization(GO:0034728)	16990, 285, 150, 1	0.397	0.994944753379	1.0	150
plasma membrane phospholipid scrambling(GO:0017121)	16990, 733, 17, 2	2.727	0.332533267955	0.931015726928	17
negative regulation of RNA splicing(GO:0033119)	16990, 1084, 25, 1	0.627	0.888384279547	1.0	25
negative regulation of receptor internalization(GO:0002091)	16990, 1410, 12, 1	1.004	0.672525984167	1.0	12
multicellular organismal signaling(GO:0035637)	16990, 401, 65, 5	3.259	0.0976993103102	0.65682361085	65
positive regulation of viral genome replication(GO:0045070)	16990, 37, 35, 1	13.12	0.234156875299	0.832484846163	35
ion homeostasis(GO:0050801)	16990, 849, 751, 68	1.812	3.50274756551e-05	0.0051055199364	751
ubiquitin-dependent ERAD pathway(GO:0030433)	16990, 886, 65, 5	1.475	0.586877855378	1.0	65
regulation of synapse organization(GO:0050807)	16990, 247, 215, 4	1.28	0.822455773384	1.0	215
regulation of interferon-alpha production(GO:0032647)	16990, 1548, 28, 2	0.784	0.857700732099	1.0	28
negative regulation of synaptic transmission(GO:0050805)	16990, 175, 59, 2	3.291	0.378437323554	0.965879016214	59
tube formation(GO:0035148)	16990, 1523, 119, 14	1.312	0.539447779463	1.0	119
entry into host cell(GO:0030260)	16990, 1905, 99, 15	1.351	0.453682468514	1.0	99
regulation of cell development(GO:0060284)	16990, 151, 898, 10	1.253	0.813092944029	1.0	898
cGMP metabolic process(GO:0046068)	16990, 222, 18, 1	4.252	0.393929880679	0.971094001722	18
cytoskeleton-dependent intracellular transport(GO:0030705)	16990, 642, 168, 2	0.315	0.999686380961	1.0	168
regulation of GTPase activity(GO:0043087)	16990, 126, 474, 6	1.707	0.577454833471	1.0	474
negative regulation of catalytic activity(GO:0043086)	16990, 890, 767, 50	1.244	0.390730315195	0.969062646158	767
positive regulation of catalytic activity(GO:0043085)	16990, 1090, 1393, 99	1.108	0.64999372605	1.0	1393
regulation of gene expression by genetic imprinting(GO:0006349)	16990, 107, 18, 1	8.821	0.25207629504	0.857491646997	18
type B pancreatic cell development(GO:0003323)	16990, 3, 12, 1	471.944	0.00922487404439	0.238557226632	12
regulation of cell population proliferation(GO:0042127)	16990, 1992, 1568, 216	1.175	0.0649770934944	0.558747695829	1568
chromatin silencing(GO:0006342)	16990, 1904, 53, 4	0.673	0.959852979601	1.0	53
methylation-dependent chromatin silencing(GO:0006346)	16990, 0, 12, 0	0.0	1.0	1.0	12
cellular hormone metabolic process(GO:0034754)	16990, 1369, 112, 17	1.884	0.0585160329757	0.529064132731	112
regulation of NLRP3 inflammasome complex assembly(GO:1900225)	16990, 1548, 15, 1	0.732	0.778206554596	1.0	15
regulation of cellular extravasation(GO:0002691)	16990, 1070, 25, 5	3.176	0.0735887866936	0.587976850492	25
positive regulation of oligodendrocyte differentiation(GO:0048714)	16990, 999, 17, 3	3.001	0.189802876227	0.79276129441	17
membrane lipid catabolic process(GO:0046466)	16990, 1274, 33, 13	5.254	3.03226052019e-06	0.000729258655107	33
membrane lipid biosynthetic process(GO:0046467)	16990, 1051, 124, 11	1.434	0.484902425749	1.0	124
acylglycerol catabolic process(GO:0046464)	16990, 252, 33, 4	8.172	0.00779302517522	0.217432380382	33
alpha-amino acid metabolic process(GO:1901605)	16990, 1072, 214, 26	1.926	0.0112064199471	0.258511381829	214
acylglycerol biosynthetic process(GO:0046463)	16990, 1177, 20, 8	5.774	0.00020990690565	0.0194163887727	20
alpha-amino acid biosynthetic process(GO:1901607)	16990, 1072, 67, 8	1.892	0.237532271481	0.837559920386	67
alpha-amino acid catabolic process(GO:1901606)	16990, 1602, 99, 17	1.821	0.0695194941426	0.569866934051	99
positive regulation of ubiquitin-dependent protein catabolic process(GO:2000060)	16990, 1960, 97, 5	0.447	0.999094727911	1.0	97
microtubule organizing center organization(GO:0031023)	16990, 269, 68, 2	1.858	0.641354662384	1.0	68
response to lead ion(GO:0010288)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of necrotic cell death(GO:0010939)	16990, 48, 26, 1	13.614	0.21280053291	0.812482256362	26
regulation of RNA stability(GO:0043487)	16990, 181, 136, 1	0.69	0.969099803655	1.0	136
protein import(GO:0017038)	16990, 92, 122, 1	1.514	0.853939245489	1.0	122
sperm-egg recognition(GO:0035036)	16990, 53, 52, 1	6.165	0.419745362749	0.984428214528	52
angiogenesis involved in wound healing(GO:0060055)	16990, 1037, 15, 1	1.092	0.700065041496	1.0	15
G protein-coupled glutamate receptor signaling pathway(GO:0007216)	16990, 740, 15, 2	3.061	0.279868779177	0.885055113636	15
negative regulation of centrosome cycle(GO:0046606)	16990, 0, 14, 0	0.0	1.0	1.0	14
cellular monovalent inorganic cation homeostasis(GO:0030004)	16990, 796, 94, 12	2.725	0.0117937917523	0.264078318321	94
cellular potassium ion homeostasis(GO:0030007)	16990, 536, 13, 2	4.877	0.155535552883	0.75188543655	13
regulation of centrosome cycle(GO:0046605)	16990, 1451, 58, 5	1.009	0.838162360556	1.0	58
metal ion transport(GO:0030001)	16990, 556, 621, 38	1.87	0.00276891973805	0.11064433709	621
response to acid chemical(GO:0001101)	16990, 923, 332, 29	1.608	0.0711329710482	0.577252215647	332
cellular anion homeostasis(GO:0030002)	16990, 296, 11, 1	5.218	0.301828452192	0.904830116018	11
membrane depolarization during cardiac muscle cell action potential(GO:0086012)	16990, 88, 17, 1	11.357	0.208442325322	0.811738284494	17
membrane depolarization during action potential(GO:0086010)	16990, 88, 30, 1	6.436	0.35885944286	0.953250362969	30
regulation of cell growth involved in cardiac muscle cell development(GO:0061050)	16990, 1071, 16, 1	0.991	0.731626289837	1.0	16
somite development(GO:0061053)	16990, 12, 15, 1	94.389	0.039325372919	0.45131710399	15
membrane disassembly(GO:0030397)	16990, 1721, 16, 2	1.234	0.632326003792	1.0	16
regulation of non-motile cilium assembly(GO:1902855)	16990, 0, 13, 0	0.0	1.0	1.0	13
nucleoside salvage(GO:0043174)	16990, 0, 16, 0	0.0	1.0	1.0	16
mitochondrial electron transport, cytochrome c to oxygen(GO:0006123)	16990, 1437, 11, 2	2.15	0.363427791037	0.956284286045	11
mitochondrial electron transport, ubiquinol to cytochrome c(GO:0006122)	16990, 1129, 11, 2	2.736	0.289069257463	0.891296877178	11
peptide catabolic process(GO:0043171)	16990, 1748, 29, 3	1.005	0.777249981629	1.0	29
mitochondrial electron transport, NADH to ubiquinone(GO:0006120)	16990, 1534, 38, 2	0.583	0.945297537428	1.0	38
negative regulation of digestive system process(GO:0060457)	16990, 428, 19, 2	4.179	0.211397425165	0.812482256362	19
positive regulation of digestive system process(GO:0060456)	16990, 851, 11, 1	1.815	0.535271539548	1.0	11
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate(GO:0045869)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of gastric acid secretion(GO:0060453)	16990, 107, 12, 1	13.232	0.166426252949	0.759218861421	12
regulation of peptide secretion(GO:0002791)	16990, 1978, 463, 75	1.391	0.022015197311	0.339400958544	463
negative regulation of receptor signaling pathway via STAT(GO:1904893)	16990, 661, 20, 1	1.285	0.700445967819	1.0	20
regulation of receptor signaling pathway via STAT(GO:1904892)	16990, 92, 127, 1	1.454	0.864266944443	1.0	127
CD4-positive, alpha-beta T cell lineage commitment(GO:0043373)	16990, 110, 11, 1	14.041	0.154733147159	0.75188543655	11
drug metabolic process(GO:0017144)	16990, 1072, 569, 58	1.616	0.00332904925435	0.123174822411	569
myeloid leukocyte migration(GO:0097529)	16990, 230, 124, 6	3.574	0.0479151090386	0.491410819778	124
positive regulation of cell-substrate adhesion(GO:0010811)	16990, 1080, 117, 14	1.882	0.104194568796	0.663502757399	117
positive regulation of receptor signaling pathway via STAT(GO:1904894)	16990, 247, 85, 2	1.618	0.721415263868	1.0	85
activation of MAPK activity(GO:0000187)	16990, 1940, 152, 20	1.152	0.70582641714	1.0	152
activation of MAPKK activity(GO:0000186)	16990, 406, 52, 2	1.61	0.672960331794	1.0	52
activation of MAPKKK activity(GO:0000185)	16990, 0, 11, 0	0.0	1.0	1.0	11
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:0000184)	16990, 1905, 118, 2	0.151	0.999997471203	1.0	118
chromatin silencing at rDNA(GO:0000183)	16990, 1699, 12, 1	0.833	0.72400972717	1.0	12
positive regulation of glutamate receptor signaling pathway(GO:1900451)	16990, 1614, 13, 1	0.81	0.738103047716	1.0	13
regulation of guanylate cyclase activity(GO:0031282)	16990, 1602, 12, 3	2.651	0.204200043579	0.803544008248	12
negative regulation of cell population proliferation(GO:0008285)	16990, 478, 668, 28	1.49	0.185954776065	0.791482110791	668
cobalamin metabolic process(GO:0009235)	16990, 557, 19, 3	4.816	0.0807374958427	0.606792742193	19
endoplasmic reticulum to cytosol transport(GO:1903513)	16990, 687, 16, 1	1.546	0.625081491498	1.0	16
phosphatidylserine metabolic process(GO:0006658)	16990, 921, 30, 6	3.689	0.0250542769856	0.367726298313	30
mitotic cell cycle process(GO:1903047)	16990, 22, 563, 1	1.372	0.943645537935	1.0	563
meiotic cell cycle process(GO:1903046)	16990, 1613, 161, 5	0.327	0.999990818174	1.0	161
vesicle cargo loading(GO:0035459)	16990, 950, 24, 1	0.745	0.848028607462	1.0	24
cellular response to interferon-beta(GO:0035458)	16990, 1960, 22, 1	0.394	0.932794916177	1.0	22
nephron tubule morphogenesis(GO:0072078)	16990, 72, 13, 1	18.152	0.141293571895	0.733141403252	13
nephron tubule formation(GO:0072079)	16990, 1478, 13, 4	3.537	0.0667873222919	0.565575739831	13
nucleobase biosynthetic process(GO:0046112)	16990, 1002, 19, 2	1.785	0.506908354709	1.0	19
response to interferon-alpha(GO:0035455)	16990, 592, 20, 1	1.435	0.675607671987	1.0	20
kidney epithelium development(GO:0072073)	16990, 72, 58, 1	4.068	0.533532417392	1.0	58
response to interferon-beta(GO:0035456)	16990, 1960, 30, 1	0.289	0.974865524868	1.0	30
drug transport(GO:0015893)	16990, 941, 154, 16	1.876	0.0839052943104	0.617203191538	154
morphogenesis of an epithelium(GO:0002009)	16990, 83, 278, 4	2.945	0.270446742399	0.876228193729	278
homocysteine metabolic process(GO:0050667)	16990, 1032, 11, 4	5.987	0.012239454635	0.268771385047	11
vocalization behavior(GO:0071625)	16990, 1614, 18, 1	0.585	0.846546104182	1.0	18
artery morphogenesis(GO:0048844)	16990, 379, 55, 3	2.445	0.374052482552	0.96368100754	55
cell population proliferation(GO:0008283)	16990, 187, 647, 10	1.404	0.670322209292	1.0	647
hippocampus development(GO:0021766)	16990, 1263, 64, 2	0.42	0.990954389381	1.0	64
regulation of axon extension involved in axon guidance(GO:0048841)	16990, 151, 32, 1	3.516	0.505117694075	1.0	32
galactose metabolic process(GO:0006012)	16990, 1134, 13, 3	3.457	0.135524853836	0.723263237019	13
oxidative phosphorylation(GO:0006119)	16990, 1500, 25, 2	0.906	0.802934566168	1.0	25
positive regulation of reactive oxygen species biosynthetic process(GO:1903428)	16990, 788, 48, 4	1.797	0.461357871904	1.0	48
positive regulation of cell-cell adhesion(GO:0022409)	16990, 247, 248, 6	1.664	0.55691991259	1.0	248
regulation of organelle assembly(GO:1902115)	16990, 148, 212, 1	0.541	0.990036767363	1.0	212
thymus development(GO:0048538)	16990, 1341, 44, 4	1.152	0.745494476198	1.0	44
positive regulation of organelle assembly(GO:1902117)	16990, 148, 72, 1	1.594	0.801234443701	1.0	72
spleen development(GO:0048536)	16990, 51, 33, 1	10.095	0.276683415912	0.880445746536	33
hematopoietic or lymphoid organ development(GO:0048534)	16990, 1991, 170, 23	1.155	0.691048214821	1.0	170
lymph node development(GO:0048535)	16990, 1962, 17, 6	3.056	0.0381402162298	0.445900060891	17
anatomical structure arrangement(GO:0048532)	16990, 0, 17, 0	0.0	1.0	1.0	17
regulation of reactive oxygen species biosynthetic process(GO:1903426)	16990, 1888, 80, 15	1.687	0.147870668237	0.738585580706	80
neuron development(GO:0048666)	16990, 39, 144, 3	9.076	0.0343677728119	0.427409631562	144
cell morphogenesis involved in neuron differentiation(GO:0048667)	16990, 0, 13, 0	0.0	1.0	1.0	13
detection of abiotic stimulus(GO:0009582)	16990, 1989, 121, 17	1.2	0.642827655868	1.0	121
neuron fate specification(GO:0048665)	16990, 290, 25, 2	4.687	0.203045225938	0.803544008248	25
negative regulation of smooth muscle cell proliferation(GO:0048662)	16990, 128, 45, 1	2.95	0.593692994844	1.0	45
neuron fate commitment(GO:0048663)	16990, 12, 34, 1	41.642	0.0998203277492	0.658582617388	34
regulation of smooth muscle cell proliferation(GO:0048660)	16990, 489, 130, 6	1.604	0.53746778781	1.0	130
positive regulation of smooth muscle cell proliferation(GO:0048661)	16990, 606, 84, 6	2.003	0.306345110627	0.904830116018	84
cellular response to vitamin(GO:0071295)	16990, 930, 21, 2	1.74	0.528484625759	1.0	21
regulation of growth hormone secretion(GO:0060123)	16990, 1718, 13, 1	0.761	0.755810823245	1.0	13
inner ear receptor cell stereocilium organization(GO:0060122)	16990, 22, 27, 1	28.603	0.125891437433	0.709591337211	27
mitochondrial ATP synthesis coupled proton transport(GO:0042776)	16990, 751, 15, 1	1.508	0.628519907062	1.0	15
DNA damage response, signal transduction resulting in transcription(GO:0042772)	16990, 1968, 14, 2	1.233	0.628654368181	1.0	14
signal transduction in response to DNA damage(GO:0042770)	16990, 1968, 103, 9	0.754	0.980793639925	1.0	103
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator(GO:0042771)	16990, 708, 28, 1	0.857	0.840013000841	1.0	28
DNA-dependent DNA replication maintenance of fidelity(GO:0045005)	16990, 1968, 38, 1	0.227	0.990781354373	1.0	38
DNA deamination(GO:0045006)	16990, 181, 13, 1	7.221	0.259307734269	0.865558779899	13
regulation of macrophage differentiation(GO:0045649)	16990, 207, 21, 1	3.908	0.440392355827	0.994501047665	21
replicative senescence(GO:0090399)	16990, 420, 13, 1	3.112	0.424084666056	0.9852829797	13
cellular senescence(GO:0090398)	16990, 893, 32, 1	0.595	0.91090161965	1.0	32
regulation of smooth muscle cell differentiation(GO:0051150)	16990, 1768, 32, 7	2.102	0.154053656277	0.75188543655	32
neuron projection organization(GO:0106027)	16990, 1888, 40, 9	2.025	0.121078025867	0.704388641562	40
regulation of cell cycle G1/S phase transition(GO:1902806)	16990, 420, 156, 1	0.259	0.999285569795	1.0	156
negative regulation of cell cycle G1/S phase transition(GO:1902807)	16990, 1805, 99, 4	0.38	0.999532330075	1.0	99
positive regulation of synaptic vesicle transport(GO:1902805)	16990, 88, 11, 1	17.552	0.131703095174	0.716619782566	11
organelle fusion(GO:0048284)	16990, 140, 88, 2	2.758	0.489121204165	1.0	88
organelle fission(GO:0048285)	16990, 1133, 81, 1	0.185	0.999355085427	1.0	81
lung alveolus development(GO:0048286)	16990, 1632, 33, 4	1.262	0.655807365904	1.0	33
regulation of erythrocyte differentiation(GO:0045646)	16990, 1870, 46, 4	0.79	0.915491111565	1.0	46
anion transmembrane transport(GO:0098656)	16990, 1227, 247, 37	2.074	0.000291933198914	0.023799977742	247
eye development(GO:0001654)	16990, 476, 88, 3	1.217	0.805021697926	1.0	88
cation transmembrane transport(GO:0098655)	16990, 556, 592, 33	1.703	0.0267077155649	0.378546108517	592
vesicle-mediated transport to the plasma membrane(GO:0098876)	16990, 654, 81, 5	1.604	0.541297715896	1.0	81
B cell activation involved in immune response(GO:0002312)	16990, 1676, 42, 8	1.931	0.188231311209	0.79276129441	42
mature B cell differentiation involved in immune response(GO:0002313)	16990, 257, 18, 2	7.345	0.0966002935394	0.652594679669	18
protein methylation(GO:0006479)	16990, 322, 131, 3	1.208	0.838309733334	1.0	131
regulation of membrane protein ectodomain proteolysis(GO:0051043)	16990, 102, 23, 1	7.242	0.313044912275	0.916924649657	23
positive regulation of membrane protein ectodomain proteolysis(GO:0051044)	16990, 102, 15, 1	11.105	0.209600613169	0.811738284494	15
entrainment of circadian clock(GO:0009649)	16990, 913, 26, 2	1.431	0.641900920775	1.0	26
regulation of secretion(GO:0051046)	16990, 1125, 774, 76	1.483	0.00553136245455	0.169464034436	774
positive regulation of secretion(GO:0051047)	16990, 322, 407, 15	1.945	0.0963220663987	0.651630294484	407
negative regulation of secretion(GO:0051048)	16990, 1097, 219, 19	1.344	0.468512040983	1.0	219
regulation of transport(GO:0051049)	16990, 1005, 1775, 131	1.248	0.0549310117549	0.518066476156	1775
pinocytosis(GO:0006907)	16990, 1586, 12, 1	0.893	0.703879405511	1.0	12
positive regulation by host of viral transcription(GO:0043923)	16990, 0, 17, 0	0.0	1.0	1.0	17
negative regulation of cAMP-mediated signaling(GO:0043951)	16990, 0, 23, 0	0.0	1.0	1.0	23
positive regulation of cAMP-mediated signaling(GO:0043950)	16990, 207, 26, 1	3.157	0.507882533032	1.0	26
vesicle targeting(GO:0006903)	16990, 763, 16, 1	1.392	0.656042730561	1.0	16
inflammatory response to antigenic stimulus(GO:0002437)	16990, 0, 24, 0	0.0	1.0	1.0	24
