Sample	Type	Mutation
LP6005334-DNA_H02_vs_LP6005333-DNA_H02	ESCC_specificPMDs	6.46508060460464
LP6005334-DNA_H03_vs_LP6005333-DNA_H03	ESCC_specificPMDs	3.79823485520523
LP6005409-DNA_A02_vs_LP6005408-DNA_A02	ESCC_specificPMDs	2.42440522672674
LP6005409-DNA_A04_vs_LP6005408-DNA_A04	ESCC_specificPMDs	2.82847276451453
LP6005409-DNA_B01_vs_LP6005408-DNA_B01	ESCC_specificPMDs	6.14182657437441
LP6005409-DNA_B04_vs_LP6005408-DNA_B04	ESCC_specificPMDs	2.82847276451453
LP6005409-DNA_C01_vs_LP6005408-DNA_C01	ESCC_specificPMDs	1.45464313603604
LP6005409-DNA_C02_vs_LP6005408-DNA_C02	ESCC_specificPMDs	0.969762090690696
LP6005409-DNA_D01_vs_LP6005408-DNA_D01	ESCC_specificPMDs	6.30345358948952
LP6005409-DNA_E03_vs_LP6005408-DNA_E03	ESCC_specificPMDs	5.65694552902906
LP6005409-DNA_F01_vs_LP6005408-DNA_F01	ESCC_specificPMDs	2.34359171916918
LP6005409-DNA_F02_vs_LP6005408-DNA_F02	ESCC_specificPMDs	2.02033768893895
LP6005409-DNA_F03_vs_LP6005408-DNA_F03	ESCC_specificPMDs	1.29301612092093
LP6005409-DNA_H03_vs_LP6005408-DNA_H03	ESCC_specificPMDs	2.18196470405407
LP6005496-DNA_A01_vs_LP6005408-DNA_B03	ESCC_specificPMDs	10.1016884446948
LP6005500-DNA_A01_vs_LP6005499-DNA_A01	ESCC_specificPMDs	1.93952418138139
LP6005500-DNA_A02_vs_LP6005499-DNA_A02	ESCC_specificPMDs	5.73775903658662
LP6005500-DNA_A03_vs_LP6005499-DNA_A03	ESCC_specificPMDs	2.58603224184186
LP6005500-DNA_B01_vs_LP6005499-DNA_B01	ESCC_specificPMDs	2.58603224184186
LP6005500-DNA_C01_vs_LP6005499-DNA_C01	ESCC_specificPMDs	2.5052187342843
LP6005500-DNA_C02_vs_LP6005499-DNA_C02	ESCC_specificPMDs	4.84881045345348
LP6005500-DNA_E01_vs_LP6005499-DNA_E01	ESCC_specificPMDs	2.74765925695697
LP6005500-DNA_E02_vs_LP6005499-DNA_E02	ESCC_specificPMDs	4.52555642322325
LP6005500-DNA_F01_vs_LP6005499-DNA_F01	ESCC_specificPMDs	3.47498082497499
LP6005500-DNA_G01_vs_LP6005499-DNA_G01	ESCC_specificPMDs	3.71742134764767
LP6005500-DNA_G02_vs_LP6005499-DNA_G02	ESCC_specificPMDs	0.565694552902906
LP6005500-DNA_G03_vs_LP6005499-DNA_G03	ESCC_specificPMDs	2.34359171916918
LP6005500-DNA_H03_vs_LP6005499-DNA_H03	ESCC_specificPMDs	2.90928627207209
LP6005690-DNA_A02_vs_LP6005689-DNA_A02	ESCC_specificPMDs	1.77789716626628
LP6005690-DNA_B02_vs_LP6005689-DNA_B02	ESCC_specificPMDs	7.1115886650651
LP6005690-DNA_D01_vs_LP6005689-DNA_D01	ESCC_specificPMDs	3.79823485520523
LP6005690-DNA_D02_vs_LP6005689-DNA_D02	ESCC_specificPMDs	6.22264008193197
LP6005690-DNA_D03_vs_LP6005689-DNA_D03	ESCC_specificPMDs	3.23254030230232
LP6005690-DNA_E01_vs_LP6005689-DNA_E01	ESCC_specificPMDs	6.46508060460464
LP6005690-DNA_E02_vs_LP6005689-DNA_E02	ESCC_specificPMDs	0.080813507557558
LP6005690-DNA_E03_vs_LP6005689-DNA_E03	ESCC_specificPMDs	3.47498082497499
LP6005690-DNA_F02_vs_LP6005689-DNA_F02	ESCC_specificPMDs	3.23254030230232
LP6005690-DNA_F03_vs_LP6005689-DNA_F03	ESCC_specificPMDs	3.79823485520523
LP6005690-DNA_G01_vs_LP6005689-DNA_G01	ESCC_specificPMDs	3.63660784009011
LP6005690-DNA_G02_vs_LP6005689-DNA_G02	ESCC_specificPMDs	3.0709132871872
LP6005690-DNA_H01_vs_LP6005689-DNA_H01	ESCC_specificPMDs	3.31335380985988
LP6005690-DNA_H02_vs_LP6005689-DNA_H02	ESCC_specificPMDs	3.39416731741744
LP6005935-DNA_A01_vs_LP6005979-DNA_A01	ESCC_specificPMDs	8.72785881621626
LP6005935-DNA_A02_vs_LP6005934-DNA_A02	ESCC_specificPMDs	3.63660784009011
LP6005935-DNA_A03_vs_LP6005934-DNA_A03	ESCC_specificPMDs	2.10115119649651
LP6005935-DNA_B01_vs_LP6005934-DNA_B01	ESCC_specificPMDs	2.42440522672674
LP6005935-DNA_B02_vs_LP6005934-DNA_B02	ESCC_specificPMDs	5.17206448368371
LP6005935-DNA_B03_vs_LP6005934-DNA_B03	ESCC_specificPMDs	4.28311590055057
LP6005935-DNA_B04_vs_LP6005934-DNA_B04	ESCC_specificPMDs	2.90928627207209
LP6005935-DNA_C01_vs_LP6005934-DNA_C01	ESCC_specificPMDs	59.7211820850354
LP6005935-DNA_C02_vs_LP6005979-DNA_B01	ESCC_specificPMDs	5.0104374685686
LP6005935-DNA_C03_vs_LP6005934-DNA_C03	ESCC_specificPMDs	0.969762090690696
LP6005935-DNA_C04_vs_LP6005934-DNA_C04	ESCC_specificPMDs	6.78833463483487
LP6005935-DNA_D01_vs_LP6005934-DNA_D01	ESCC_specificPMDs	4.92962396101104
LP6005935-DNA_D02_vs_LP6005934-DNA_D02	ESCC_specificPMDs	3.63660784009011
LP6005935-DNA_E01_vs_LP6005934-DNA_E01	ESCC_specificPMDs	4.84881045345348
LP6005935-DNA_E02_vs_LP6005934-DNA_E02	ESCC_specificPMDs	2.5052187342843
LP6005935-DNA_E03_vs_LP6005934-DNA_E03	ESCC_specificPMDs	3.87904836276278
LP6005935-DNA_F01_vs_LP6005934-DNA_F01	ESCC_specificPMDs	1.61627015115116
LP6005935-DNA_F02_vs_LP6005934-DNA_F02	ESCC_specificPMDs	12.2028396411913
LP6005935-DNA_F03_vs_LP6005934-DNA_F03	ESCC_specificPMDs	21.4963930103104
LP6005935-DNA_G01_vs_LP6005934-DNA_G01	ESCC_specificPMDs	5.33369149879883
LP6005935-DNA_G02_vs_LP6005979-DNA_C01	ESCC_specificPMDs	4.36392940810813
LP6005935-DNA_G03_vs_LP6005934-DNA_G03	ESCC_specificPMDs	2.74765925695697
LP6005935-DNA_H02_vs_LP6005934-DNA_H02	ESCC_specificPMDs	3.87904836276278
LP6005935-DNA_H03_vs_LP6005934-DNA_H03	ESCC_specificPMDs	19.556868828929
LP6007404-DNA_A01_vs_LP6007403-DNA_A01	ESCC_specificPMDs	2.99009977962965
LP6007418-DNA_A02_vs_LP6007417-DNA_A02	ESCC_specificPMDs	4.52555642322325
LP6007424-DNA_A01_vs_LP6007423-DNA_A01	ESCC_specificPMDs	4.12148888543546
LP6007427-DNA_A01_vs_LP6007426-DNA_A01	ESCC_specificPMDs	8.16216426331336
LP6007508-DNA_A01_vs_LP6007507-DNA_A01	ESCC_specificPMDs	1.5354566435936
LP6007512-DNA_A01_vs_LP6007511-DNA_A01	ESCC_specificPMDs	3.71742134764767
LP6007516-DNA_A01_vs_LP6007515-DNA_A01	ESCC_specificPMDs	5.17206448368371
LP6007518-DNA_A01_vs_LP6007517-DNA_A01	ESCC_specificPMDs	5.0104374685686
LP6007594_vs_LP6007593	ESCC_specificPMDs	3.55579433253255
LP6007597_vs_LP6007596	ESCC_specificPMDs	8.00053724819824
LP6008031-DNA_A01_vs_LP6008032-DNA_A01	ESCC_specificPMDs	4.0406753778779
LP6008031-DNA_A02_vs_LP6008032-DNA_C02	ESCC_specificPMDs	5.5761320214715
LP6008031-DNA_A03_vs_LP6008032-DNA_E03	ESCC_specificPMDs	2.58603224184186
LP6008031-DNA_A04_vs_LP6008032-DNA_D03	ESCC_specificPMDs	3.87904836276278
LP6008031-DNA_B01_vs_LP6008032-DNA_B01	ESCC_specificPMDs	2.18196470405407
LP6008031-DNA_B02_vs_LP6008032-DNA_D02	ESCC_specificPMDs	3.95986187032034
LP6008031-DNA_B03_vs_LP6008032-DNA_F03	ESCC_specificPMDs	1.77789716626628
LP6008031-DNA_C01_vs_LP6008032-DNA_C01	ESCC_specificPMDs	6.38426709704708
LP6008031-DNA_C02_vs_LP6008032-DNA_E02	ESCC_specificPMDs	3.15172679474476
LP6008031-DNA_C03_vs_LP6008032-DNA_G03	ESCC_specificPMDs	0.080813507557558
LP6008031-DNA_D01_vs_LP6008032-DNA_D01	ESCC_specificPMDs	2.18196470405407
LP6008031-DNA_D02_vs_LP6008032-DNA_F02	ESCC_specificPMDs	4.68718343833836
LP6008031-DNA_D03_vs_LP6008032-DNA_H03	ESCC_specificPMDs	3.47498082497499
LP6008031-DNA_E01_vs_LP6008032-DNA_E01	ESCC_specificPMDs	16.4051420341843
LP6008031-DNA_E02_vs_LP6008032-DNA_G02	ESCC_specificPMDs	2.74765925695697
LP6008031-DNA_E03_vs_LP6008032-DNA_A04	ESCC_specificPMDs	25.779508910861
LP6008031-DNA_F01_vs_LP6008032-DNA_F01	ESCC_specificPMDs	2.5052187342843
LP6008031-DNA_F02_vs_LP6008032-DNA_H02	ESCC_specificPMDs	0.888948583133138
LP6008031-DNA_F03_vs_LP6008032-DNA_H01	ESCC_specificPMDs	5.81857254414418
LP6008031-DNA_G01_vs_LP6008032-DNA_G01	ESCC_specificPMDs	4.44474291566569
LP6008031-DNA_G02_vs_LP6008032-DNA_A03	ESCC_specificPMDs	3.71742134764767
LP6008031-DNA_G03_vs_LP6008032-DNA_A02	ESCC_specificPMDs	7.59646971041045
LP6008031-DNA_H01_vs_LP6008032-DNA_B02	ESCC_specificPMDs	2.99009977962965
LP6008031-DNA_H02_vs_LP6008032-DNA_B03	ESCC_specificPMDs	12.4452801638639
LP6008031-DNA_H03_vs_LP6008032-DNA_C03	ESCC_specificPMDs	13.2534152394395
LP6008051-DNA_A02_vs_LP6008050-DNA_E01	ESCC_specificPMDs	2.5052187342843
LP6008051-DNA_B02_vs_LP6008050-DNA_F01	ESCC_specificPMDs	5.33369149879883
LP6008051-DNA_C01_vs_LP6008050-DNA_E02	ESCC_specificPMDs	2.90928627207209
LP6008051-DNA_C02_vs_LP6008050-DNA_G01	ESCC_specificPMDs	2.90928627207209
LP6008051-DNA_D01_vs_LP6008050-DNA_F02	ESCC_specificPMDs	3.79823485520523
LP6008051-DNA_E01_vs_LP6008050-DNA_A01	ESCC_specificPMDs	3.23254030230232
LP6008051-DNA_E02_vs_LP6008050-DNA_A02	ESCC_specificPMDs	4.60636993078081
LP6008051-DNA_F01_vs_LP6008050-DNA_B01	ESCC_specificPMDs	3.0709132871872
LP6008051-DNA_F02_vs_LP6008050-DNA_B02	ESCC_specificPMDs	6.70752112727731
LP6008051-DNA_G01_vs_LP6008050-DNA_C01	ESCC_specificPMDs	3.55579433253255
LP6008141-DNA_A01_vs_LP6008138-DNA_A01	ESCC_specificPMDs	4.84881045345348
LP6008141-DNA_A02_vs_LP6008138-DNA_A02	ESCC_specificPMDs	9.29355336911917
LP6008141-DNA_B01_vs_LP6008138-DNA_B01	ESCC_specificPMDs	2.82847276451453
LP6008141-DNA_B02_vs_LP6008138-DNA_B02	ESCC_specificPMDs	4.12148888543546
LP6008141-DNA_C01_vs_LP6008138-DNA_C01	ESCC_specificPMDs	2.82847276451453
LP6008141-DNA_C02_vs_LP6008138-DNA_C02	ESCC_specificPMDs	5.41450500635639
LP6008141-DNA_C03_vs_LP6008032-DNA_A03	ESCC_specificPMDs	3.71742134764767
LP6008141-DNA_D01_vs_LP6008138-DNA_D01	ESCC_specificPMDs	7.75809672552557
LP6008141-DNA_D02_vs_LP6008138-DNA_D02	ESCC_specificPMDs	10.9098235202703
LP6008141-DNA_E01_vs_LP6008138-DNA_E01	ESCC_specificPMDs	2.99009977962965
LP6008141-DNA_E02_vs_LP6008138-DNA_E02	ESCC_specificPMDs	4.36392940810813
LP6008141-DNA_F01_vs_LP6008138-DNA_F01	ESCC_specificPMDs	3.23254030230232
LP6008141-DNA_F02_vs_LP6008138-DNA_F02	ESCC_specificPMDs	4.92962396101104
LP6008141-DNA_G01_vs_LP6008138-DNA_G01	ESCC_specificPMDs	1.61627015115116
LP6008141-DNA_G02_vs_LP6008138-DNA_G02	ESCC_specificPMDs	3.55579433253255
LP6008141-DNA_H01_vs_LP6008138-DNA_H01	ESCC_specificPMDs	2.42440522672674
LP6008141-DNA_H02_vs_LP6008138-DNA_H02	ESCC_specificPMDs	3.47498082497499
LP6008202-DNA_A01_vs_LP6008201-DNA_A01	ESCC_specificPMDs	85.3390639807812
LP6008202-DNA_A02_vs_LP6008201-DNA_A02	ESCC_specificPMDs	9.6168073993494
LP6008202-DNA_A03_vs_LP6008201-DNA_A03	ESCC_specificPMDs	0.80813507557558
LP6008202-DNA_B01_vs_LP6008201-DNA_B01	ESCC_specificPMDs	5.09125097612615
LP6008202-DNA_B02_vs_LP6008201-DNA_B02	ESCC_specificPMDs	5.49531851391394
LP6008202-DNA_B03_vs_LP6008201-DNA_B03	ESCC_specificPMDs	0.242440522672674
LP6008202-DNA_C01_vs_LP6008201-DNA_C01	ESCC_specificPMDs	14.5464313603604
LP6008202-DNA_C02_vs_LP6008201-DNA_C02	ESCC_specificPMDs	1.45464313603604
LP6008202-DNA_C03_vs_LP6008201-DNA_C03	ESCC_specificPMDs	2.5052187342843
LP6008202-DNA_D02_vs_LP6008201-DNA_D02	ESCC_specificPMDs	4.0406753778779
LP6008202-DNA_D03_vs_LP6008201-DNA_D03	ESCC_specificPMDs	3.23254030230232
LP6008202-DNA_E01_vs_LP6008201-DNA_E01	ESCC_specificPMDs	8.00053724819824
LP6008202-DNA_E02_vs_LP6008201-DNA_E02	ESCC_specificPMDs	2.42440522672674
LP6008202-DNA_F02_vs_LP6008201-DNA_F02	ESCC_specificPMDs	2.5052187342843
LP6008202-DNA_G01_vs_LP6008201-DNA_G01	ESCC_specificPMDs	5.33369149879883
LP6008202-DNA_G02_vs_LP6008201-DNA_G02	ESCC_specificPMDs	3.95986187032034
LP6008202-DNA_H01_vs_LP6008201-DNA_H01	ESCC_specificPMDs	10.5057559824825
LP6008221-DNA_A01_vs_LP6008220-DNA_A01	ESCC_specificPMDs	2.74765925695697
LP6008221-DNA_A02_vs_LP6008220-DNA_A02	ESCC_specificPMDs	3.39416731741744
LP6008221-DNA_A04_vs_LP6008050-DNA_H01	ESCC_specificPMDs	5.0104374685686
LP6008221-DNA_B01_vs_LP6008220-DNA_B01	ESCC_specificPMDs	0.40406753778779
LP6008221-DNA_B02_vs_LP6008220-DNA_B02	ESCC_specificPMDs	3.23254030230232
LP6008221-DNA_C01_vs_LP6008220-DNA_C01	ESCC_specificPMDs	5.98019955925929
LP6008221-DNA_C02_vs_LP6008220-DNA_C02	ESCC_specificPMDs	1.21220261336337
LP6008221-DNA_C03_vs_LP6008220-DNA_C03	ESCC_specificPMDs	2.42440522672674
LP6008221-DNA_D01_vs_LP6008220-DNA_D01	ESCC_specificPMDs	5.0104374685686
LP6008221-DNA_D02_vs_LP6008220-DNA_D02	ESCC_specificPMDs	4.36392940810813
LP6008221-DNA_D03_vs_LP6008220-DNA_D03	ESCC_specificPMDs	2.99009977962965
LP6008221-DNA_E01_vs_LP6008220-DNA_E01	ESCC_specificPMDs	5.65694552902906
LP6008221-DNA_E02_vs_LP6008220-DNA_E02	ESCC_specificPMDs	4.12148888543546
LP6008221-DNA_E03_vs_LP6008220-DNA_E03	ESCC_specificPMDs	5.5761320214715
LP6008221-DNA_F01_vs_LP6008220-DNA_F01	ESCC_specificPMDs	3.55579433253255
LP6008221-DNA_F02_vs_LP6008220-DNA_F02	ESCC_specificPMDs	14.2231773301302
LP6008221-DNA_F03_vs_LP6008220-DNA_F03	ESCC_specificPMDs	5.17206448368371
LP6008221-DNA_G02_vs_LP6008220-DNA_G02	ESCC_specificPMDs	3.0709132871872
LP6008221-DNA_H01_vs_LP6008220-DNA_H01	ESCC_specificPMDs	4.12148888543546
LP6008221-DNA_H02_vs_LP6008220-DNA_H02	ESCC_specificPMDs	5.49531851391394
LP6008267-DNA_B02_vs_LP6008266-DNA_H01	ESCC_specificPMDs	4.84881045345348
LP6008267-DNA_D01_vs_LP6008201-DNA_F01	ESCC_specificPMDs	2.58603224184186
LP6008267-DNA_D02_vs_LP6008266-DNA_A02	ESCC_specificPMDs	8.97029933888894
LP6008267-DNA_E01_vs_LP6008266-DNA_D01	ESCC_specificPMDs	3.47498082497499
LP6008267-DNA_F01_vs_LP6008266-DNA_E01	ESCC_specificPMDs	2.82847276451453
LP6008267-DNA_G01_vs_LP6008266-DNA_F01	ESCC_specificPMDs	4.12148888543546
LP6008267-DNA_H01_vs_LP6008266-DNA_G01	ESCC_specificPMDs	3.15172679474476
LP6008269-DNA_A06_vs_LP6008268-DNA_B06	ESCC_specificPMDs	2.26277821161162
LP6008269-DNA_A08_vs_LP6008268-DNA_A08	ESCC_specificPMDs	3.31335380985988
LP6008269-DNA_A09_vs_LP6008268-DNA_A09	ESCC_specificPMDs	2.66684574939941
LP6008269-DNA_A10_vs_LP6008268-DNA_A10	ESCC_specificPMDs	2.58603224184186
LP6008269-DNA_B05_vs_LP6008268-DNA_D05	ESCC_specificPMDs	3.23254030230232
LP6008269-DNA_B06_vs_LP6008268-DNA_C06	ESCC_specificPMDs	7.67728321796801
LP6008269-DNA_B07_vs_LP6008268-DNA_B07	ESCC_specificPMDs	1.85871067382383
LP6008269-DNA_B08_vs_LP6008268-DNA_B08	ESCC_specificPMDs	2.34359171916918
LP6008269-DNA_B09_vs_LP6008268-DNA_B09	ESCC_specificPMDs	3.79823485520523
LP6008269-DNA_B10_vs_LP6008268-DNA_B10	ESCC_specificPMDs	4.44474291566569
LP6008269-DNA_C05_vs_LP6008268-DNA_E05	ESCC_specificPMDs	3.47498082497499
LP6008269-DNA_C06_vs_LP6008268-DNA_D06	ESCC_specificPMDs	4.20230239299302
LP6008269-DNA_C07_vs_LP6008268-DNA_C07	ESCC_specificPMDs	4.0406753778779
LP6008269-DNA_C08_vs_LP6008268-DNA_C08	ESCC_specificPMDs	5.81857254414418
LP6008269-DNA_C09_vs_LP6008268-DNA_C09	ESCC_specificPMDs	3.15172679474476
LP6008269-DNA_C10_vs_LP6008268-DNA_C10	ESCC_specificPMDs	1.77789716626628
LP6008269-DNA_D05_vs_LP6008268-DNA_F05	ESCC_specificPMDs	19.556868828929
LP6008269-DNA_D06_vs_LP6008268-DNA_E06	ESCC_specificPMDs	1.61627015115116
LP6008269-DNA_D08_vs_LP6008268-DNA_D08	ESCC_specificPMDs	11.5563315807308
LP6008269-DNA_D09_vs_LP6008268-DNA_D09	ESCC_specificPMDs	368.913662000252
LP6008269-DNA_D10_vs_LP6008268-DNA_D10	ESCC_specificPMDs	4.44474291566569
LP6008269-DNA_E01_vs_LP6008268-DNA_E01	ESCC_specificPMDs	2.90928627207209
LP6008269-DNA_E06_vs_LP6008268-DNA_F06	ESCC_specificPMDs	2.02033768893895
LP6008269-DNA_E07_vs_LP6008268-DNA_E07	ESCC_specificPMDs	27.8806601073575
LP6008269-DNA_E08_vs_LP6008268-DNA_E08	ESCC_specificPMDs	4.0406753778779
LP6008269-DNA_E09_vs_LP6008268-DNA_E09	ESCC_specificPMDs	1.37382962847849
LP6008269-DNA_E10_vs_LP6008268-DNA_E10	ESCC_specificPMDs	3.79823485520523
LP6008269-DNA_F06_vs_LP6008268-DNA_G06	ESCC_specificPMDs	1.85871067382383
LP6008269-DNA_F07_vs_LP6008268-DNA_F07	ESCC_specificPMDs	1.61627015115116
LP6008269-DNA_F08_vs_LP6008268-DNA_F08	ESCC_specificPMDs	3.23254030230232
LP6008269-DNA_F09_vs_LP6008268-DNA_F09	ESCC_specificPMDs	2.74765925695697
LP6008269-DNA_G06_vs_LP6008268-DNA_H06	ESCC_specificPMDs	5.98019955925929
LP6008269-DNA_G07_vs_LP6008268-DNA_G07	ESCC_specificPMDs	1.93952418138139
LP6008269-DNA_G08_vs_LP6008268-DNA_G08	ESCC_specificPMDs	2.99009977962965
LP6008269-DNA_H05_vs_LP6008268-DNA_A06	ESCC_specificPMDs	3.87904836276278
LP6008269-DNA_H06_vs_LP6008268-DNA_A07	ESCC_specificPMDs	3.87904836276278
LP6008269-DNA_H07_vs_LP6008268-DNA_H07	ESCC_specificPMDs	2.34359171916918
LP6008269-DNA_H09_vs_LP6008268-DNA_H09	ESCC_specificPMDs	12.4452801638639
LP6008280-DNA_A01_vs_LP6008264-DNA_A01	ESCC_specificPMDs	3.23254030230232
LP6008280-DNA_A03_vs_LP6008264-DNA_A03	ESCC_specificPMDs	4.44474291566569
LP6008280-DNA_B01_vs_LP6008264-DNA_B01	ESCC_specificPMDs	18.6679202457959
LP6008280-DNA_B02_vs_LP6008264-DNA_B02	ESCC_specificPMDs	1.77789716626628
LP6008280-DNA_B03_vs_LP6008264-DNA_B03	ESCC_specificPMDs	2.82847276451453
LP6008280-DNA_C01_vs_LP6008264-DNA_C01	ESCC_specificPMDs	6.46508060460464
LP6008280-DNA_C02_vs_LP6008264-DNA_C02	ESCC_specificPMDs	3.63660784009011
LP6008280-DNA_D02_vs_LP6008264-DNA_D02	ESCC_specificPMDs	3.15172679474476
LP6008280-DNA_E01_vs_LP6008264-DNA_E01	ESCC_specificPMDs	3.95986187032034
LP6008280-DNA_E02_vs_LP6008264-DNA_E02	ESCC_specificPMDs	6.22264008193197
LP6008280-DNA_F01_vs_LP6008264-DNA_F01	ESCC_specificPMDs	7.43484269529534
LP6008280-DNA_F02_vs_LP6008264-DNA_F02	ESCC_specificPMDs	4.52555642322325
LP6008280-DNA_G01_vs_LP6008264-DNA_G01	ESCC_specificPMDs	0.323254030230232
LP6008280-DNA_G02_vs_LP6008264-DNA_G02	ESCC_specificPMDs	2.42440522672674
LP6008280-DNA_H01_vs_LP6008264-DNA_H01	ESCC_specificPMDs	2.58603224184186
LP6008280-DNA_H02_vs_LP6008264-DNA_H02	ESCC_specificPMDs	6.5458941121622
LP6008334-DNA_A04_vs_LP6008335-DNA_E03	ESCC_specificPMDs	4.28311590055057
LP6008334-DNA_B02_vs_LP6008335-DNA_F01	ESCC_specificPMDs	2.82847276451453
LP6008334-DNA_C01_vs_LP6008335-DNA_C01	ESCC_specificPMDs	3.47498082497499
LP6008334-DNA_C02_vs_LP6008335-DNA_G01	ESCC_specificPMDs	5.17206448368371
LP6008334-DNA_C03_vs_LP6008335-DNA_G02	ESCC_specificPMDs	5.09125097612615
LP6008334-DNA_D01_vs_LP6008335-DNA_D01	ESCC_specificPMDs	2.74765925695697
LP6008334-DNA_D02_vs_LP6008335-DNA_H01	ESCC_specificPMDs	5.25287799124127
LP6008334-DNA_D03_vs_LP6008335-DNA_H02	ESCC_specificPMDs	8.56623180110115
LP6008334-DNA_E02_vs_LP6008335-DNA_A02	ESCC_specificPMDs	4.20230239299302
LP6008334-DNA_E03_vs_LP6008335-DNA_A03	ESCC_specificPMDs	5.98019955925929
LP6008334-DNA_F02_vs_LP6008335-DNA_B02	ESCC_specificPMDs	1.5354566435936
LP6008334-DNA_F03_vs_LP6008335-DNA_B03	ESCC_specificPMDs	2.42440522672674
LP6008334-DNA_G02_vs_LP6008335-DNA_C02	ESCC_specificPMDs	3.15172679474476
LP6008334-DNA_G03_vs_LP6008335-DNA_C03	ESCC_specificPMDs	2.58603224184186
LP6008334-DNA_H02_vs_LP6008335-DNA_D02	ESCC_specificPMDs	4.84881045345348
LP6008336-DNA_A01_vs_LP6008333-DNA_A01	ESCC_specificPMDs	2.26277821161162
LP6008336-DNA_A02_vs_LP6008333-DNA_A02	ESCC_specificPMDs	1.61627015115116
LP6008336-DNA_A03_vs_LP6008333-DNA_A03	ESCC_specificPMDs	1.21220261336337
LP6008336-DNA_B01_vs_LP6008333-DNA_B01	ESCC_specificPMDs	1.37382962847849
LP6008336-DNA_B02_vs_LP6008333-DNA_B02	ESCC_specificPMDs	2.10115119649651
LP6008336-DNA_C01_vs_LP6008333-DNA_C01	ESCC_specificPMDs	3.39416731741744
LP6008336-DNA_C03_vs_LP6008333-DNA_C03	ESCC_specificPMDs	2.34359171916918
LP6008336-DNA_D01_vs_LP6008333-DNA_D01	ESCC_specificPMDs	20.7690714422924
LP6008336-DNA_D03_vs_LP6008333-DNA_D03	ESCC_specificPMDs	5.33369149879883
LP6008336-DNA_E02_vs_LP6008333-DNA_E02	ESCC_specificPMDs	5.25287799124127
LP6008336-DNA_G02_vs_LP6008333-DNA_G02	ESCC_specificPMDs	1.5354566435936
LP6008336-DNA_H01_vs_LP6008333-DNA_H01	ESCC_specificPMDs	4.28311590055057
LP6008336-DNA_H02_vs_LP6008333-DNA_H02	ESCC_specificPMDs	0
LP6008337-DNA_A07_vs_LP6008338-DNA_E06	ESCC_specificPMDs	3.15172679474476
LP6008337-DNA_B07_vs_LP6008338-DNA_F06	ESCC_specificPMDs	2.99009977962965
LP6008337-DNA_F06_vs_LP6008338-DNA_C06	ESCC_specificPMDs	3.0709132871872
LP6008460-DNA_B03_vs_LP6008340-DNA_H03	ESCC_specificPMDs	1.93952418138139
LP6008460-DNA_E03_vs_LP6008340-DNA_B06	ESCC_specificPMDs	5.89938605170174
LP6008460-DNA_G03_vs_LP6008340-DNA_C05	ESCC_specificPMDs	4.60636993078081
LP6008460-DNA_H02_vs_LP6008340-DNA_G03	ESCC_specificPMDs	1.5354566435936
LP2000105-DNA_A01_vs_LP2000102-DNA_A01	sharedPMDs	17.8304308126019
LP2000330-DNA_A01_vs_LP2000316-DNA_A01	sharedPMDs	9.59748875494588
LP2000331-DNA_A01_vs_LP2000322-DNA_A01	sharedPMDs	7.32713790762631
LP6005334-DNA_A02_vs_LP6005333-DNA_A02	sharedPMDs	10.5383357384469
LP6005334-DNA_A03_vs_LP6005333-DNA_A03	sharedPMDs	13.8408573171016
LP6005334-DNA_B02_vs_LP6005333-DNA_B02	sharedPMDs	14.500299728788
LP6005334-DNA_C02_vs_LP6005333-DNA_C02	sharedPMDs	5.117315590848
LP6005334-DNA_D03_vs_LP6005333-DNA_D03	sharedPMDs	5.72366280030519
LP6005334-DNA_E02_vs_LP6005333-DNA_E02	sharedPMDs	3.63595944865398
LP6005334-DNA_E03_vs_LP6005333-DNA_E03	sharedPMDs	11.7743920463421
LP6005334-DNA_F02_vs_LP6005333-DNA_F02	sharedPMDs	25.43366377182
LP6005334-DNA_F03_vs_LP6005333-DNA_F03	sharedPMDs	1.75851309783031
LP6005334-DNA_G02_vs_LP6005333-DNA_G02	sharedPMDs	22.7958941250745
LP6005334-DNA_G03_vs_LP6005333-DNA_G03	sharedPMDs	8.16604210284729
LP6005334-DNA_H01_vs_LP6005333-DNA_H01	sharedPMDs	18.5058017849571
LP6005334-DNA_H02_vs_LP6005333-DNA_H02	sharedPMDs	35.3975094221472
LP6005334-DNA_H03_vs_LP6005333-DNA_H03	sharedPMDs	30.3269176092608
LP6005409-DNA_A02_vs_LP6005408-DNA_A02	sharedPMDs	6.30133860055863
LP6005409-DNA_A04_vs_LP6005408-DNA_A04	sharedPMDs	12.0388061534434
LP6005409-DNA_B01_vs_LP6005408-DNA_B01	sharedPMDs	51.3685462526833
LP6005409-DNA_B04_vs_LP6005408-DNA_B04	sharedPMDs	6.0517911500815
LP6005409-DNA_C01_vs_LP6005408-DNA_C01	sharedPMDs	5.4783629660064
LP6005409-DNA_C02_vs_LP6005408-DNA_C02	sharedPMDs	3.54251189273063
LP6005409-DNA_D01_vs_LP6005408-DNA_D01	sharedPMDs	26.9107722978356
LP6005409-DNA_E03_vs_LP6005408-DNA_E03	sharedPMDs	21.9463708894077
LP6005409-DNA_F01_vs_LP6005408-DNA_F01	sharedPMDs	16.8237457783368
LP6005409-DNA_F02_vs_LP6005408-DNA_F02	sharedPMDs	9.89163617529552
